,fips,state,year,month,count
2018-08,55,WI,2018,8,18
2018-09,55,WI,2018,9,6
2018-10,55,WI,2018,10,0
2018-11,55,WI,2018,11,0
2018-12,55,WI,2018,12,0
2019-01,55,WI,2019,1,0
2019-02,55,WI,2019,2,0
2019-03,55,WI,2019,3,0
2019-04,55,WI,2019,4,0
2019-05,55,WI,2019,5,0
2019-06,55,WI,2019,6,0
2019-07,55,WI,2019,7,0
2019-08,55,WI,2019,8,0
2019-09,55,WI,2019,9,0
2019-10,55,WI,2019,10,0
2019-11,55,WI,2019,11,0
2019-12,55,WI,2019,12,0
2020-01,55,WI,2020,1,0
2020-02,55,WI,2020,2,0
2020-03,55,WI,2020,3,0
2020-04,55,WI,2020,4,0
2020-05,55,WI,2020,5,0
2020-06,55,WI,2020,6,0
2020-07,55,WI,2020,7,1
2020-08,55,WI,2020,8,1
2020-09,55,WI,2020,9,3
2020-10,55,WI,2020,10,0
2020-11,55,WI,2020,11,0
2020-12,55,WI,2020,12,0
2021-01,55,WI,2021,1,0
2021-02,55,WI,2021,2,0
2021-03,55,WI,2021,3,0
2021-04,55,WI,2021,4,0
2021-05,55,WI,2021,5,0
2021-06,55,WI,2021,6,0
2021-07,55,WI,2021,7,0
2021-08,55,WI,2021,8,2
2021-09,55,WI,2021,9,5
2021-10,55,WI,2021,10,0
2021-11,55,WI,2021,11,0
2021-12,55,WI,2021,12,0
2022-01,55,WI,2022,1,0
2022-02,55,WI,2022,2,0
2022-03,55,WI,2022,3,0
2022-04,55,WI,2022,4,0
2022-05,55,WI,2022,5,0
2022-06,55,WI,2022,6,0
2022-07,55,WI,2022,7,0
2022-08,55,WI,2022,8,2
2022-09,55,WI,2022,9,3
2022-10,55,WI,2022,10,0
2022-11,55,WI,2022,11,0
2022-12,55,WI,2022,12,0
