,fips,state,year,month,count
2020-07,10,DE,2020,7,0
2020-08,10,DE,2020,8,0
2020-09,10,DE,2020,9,0
2020-10,10,DE,2020,10,0
2020-11,10,DE,2020,11,0
2020-12,10,DE,2020,12,0
2021-01,10,DE,2021,1,0
2021-02,10,DE,2021,2,0
2021-03,10,DE,2021,3,0
2021-04,10,DE,2021,4,0
2021-05,10,DE,2021,5,0
2021-06,10,DE,2021,6,0
2021-07,10,DE,2021,7,0
2021-08,10,DE,2021,8,1
2021-09,10,DE,2021,9,1
2021-10,10,DE,2021,10,1
2021-11,10,DE,2021,11,0
2021-12,10,DE,2021,12,0
2022-01,10,DE,2022,1,0
2022-02,10,DE,2022,2,0
2022-03,10,DE,2022,3,0
2022-04,10,DE,2022,4,0
2022-05,10,DE,2022,5,0
2022-06,10,DE,2022,6,0
2022-07,10,DE,2022,7,0
2022-08,10,DE,2022,8,1
2022-09,10,DE,2022,9,0
2022-10,10,DE,2022,10,0
2022-11,10,DE,2022,11,0
2022-12,10,DE,2022,12,0
