fips,state,year,month,count
01,AL,2009,04,0
01,AL,2009,05,0
01,AL,2009,06,0
01,AL,2009,07,0
01,AL,2009,08,0
01,AL,2009,09,0
01,AL,2009,10,0
01,AL,2009,11,0
01,AL,2009,12,0
01,AL,2010,01,0
01,AL,2010,02,0
01,AL,2010,03,0
01,AL,2010,04,0
01,AL,2010,05,0
01,AL,2010,06,1
01,AL,2010,07,0
01,AL,2010,08,0
01,AL,2010,09,0
01,AL,2010,10,0
01,AL,2010,11,0
01,AL,2010,12,0
01,AL,2011,01,0
01,AL,2011,02,0
01,AL,2011,03,0
01,AL,2011,04,0
01,AL,2011,05,0
01,AL,2011,06,0
01,AL,2011,07,0
01,AL,2011,08,5
01,AL,2011,09,0
01,AL,2011,10,0
01,AL,2011,11,0
01,AL,2011,12,0
01,AL,2012,01,0
01,AL,2012,02,0
01,AL,2012,03,0
01,AL,2012,04,0
01,AL,2012,05,0
01,AL,2012,06,1
01,AL,2012,07,5
01,AL,2012,08,16
01,AL,2012,09,8
01,AL,2012,10,6
01,AL,2012,11,2
01,AL,2012,12,0
01,AL,2013,01,0
01,AL,2013,02,0
01,AL,2013,03,0
01,AL,2013,04,0
01,AL,2013,05,0
01,AL,2013,06,0
01,AL,2013,07,0
01,AL,2013,08,2
01,AL,2013,09,0
01,AL,2013,10,0
01,AL,2013,11,0
01,AL,2013,12,1
01,AL,2014,01,0
01,AL,2014,02,0
01,AL,2014,03,0
01,AL,2014,04,0
01,AL,2014,05,0
01,AL,2014,06,0
01,AL,2014,07,0
01,AL,2014,08,0
01,AL,2014,09,0
01,AL,2014,10,0
01,AL,2014,11,0
01,AL,2014,12,0
01,AL,2015,01,0
01,AL,2015,02,0
01,AL,2015,03,0
01,AL,2015,04,0
01,AL,2015,05,0
01,AL,2015,06,1
01,AL,2015,07,2
01,AL,2015,08,1
01,AL,2015,09,1
01,AL,2015,10,0
01,AL,2015,11,0
01,AL,2015,12,0
01,AL,2016,01,0
01,AL,2016,02,0
01,AL,2016,03,0
01,AL,2016,04,0
01,AL,2016,05,1
01,AL,2016,06,0
01,AL,2016,07,7
01,AL,2016,08,1
01,AL,2016,09,0
01,AL,2016,10,3
01,AL,2016,11,1
01,AL,2016,12,0
01,AL,2017,01,0
01,AL,2017,02,0
01,AL,2017,03,0
01,AL,2017,04,0
01,AL,2017,05,0
01,AL,2017,06,0
01,AL,2017,07,7
01,AL,2017,08,20
01,AL,2017,09,9
01,AL,2017,10,0
01,AL,2017,11,2
01,AL,2017,12,1
01,AL,2018,01,0
01,AL,2018,02,0
01,AL,2018,03,0
01,AL,2018,04,0
01,AL,2018,05,0
01,AL,2018,06,0
01,AL,2018,07,4
01,AL,2018,08,8
01,AL,2018,09,4
01,AL,2018,10,0
01,AL,2018,11,0
01,AL,2018,12,0
01,AL,2019,01,0
01,AL,2019,02,0
01,AL,2019,03,0
01,AL,2019,04,0
01,AL,2019,05,0
01,AL,2019,06,0
01,AL,2019,07,0
01,AL,2019,08,2
01,AL,2019,09,1
01,AL,2019,10,1
01,AL,2019,11,0
01,AL,2019,12,0
01,AL,2020,01,0
01,AL,2020,02,0
01,AL,2020,03,0
01,AL,2020,04,0
01,AL,2020,05,0
01,AL,2020,06,0
01,AL,2020,07,1
01,AL,2020,08,2
01,AL,2020,09,2
01,AL,2020,10,1
01,AL,2020,11,1
01,AL,2020,12,0
01,AL,2021,01,0
01,AL,2021,02,0
01,AL,2021,03,0
01,AL,2021,04,1
01,AL,2021,05,1
01,AL,2021,06,0
01,AL,2021,07,1
01,AL,2021,08,2
01,AL,2021,09,1
01,AL,2021,10,3
01,AL,2021,11,0
01,AL,2021,12,0
01,AL,2022,01,0
01,AL,2022,02,0
01,AL,2022,03,0
01,AL,2022,04,0
01,AL,2022,05,0
01,AL,2022,06,1
01,AL,2022,07,0
01,AL,2022,08,1
01,AL,2022,09,1
01,AL,2022,10,0
01,AL,2022,11,0
01,AL,2022,12,0
05,AR,2000,01,0
05,AR,2000,02,0
05,AR,2000,03,0
05,AR,2000,04,0
05,AR,2000,05,0
05,AR,2000,06,0
05,AR,2000,07,0
05,AR,2000,08,0
05,AR,2000,09,0
05,AR,2000,10,0
05,AR,2000,11,0
05,AR,2000,12,0
05,AR,2001,01,0
05,AR,2001,02,0
05,AR,2001,03,0
05,AR,2001,04,0
05,AR,2001,05,0
05,AR,2001,06,0
05,AR,2001,07,0
05,AR,2001,08,0
05,AR,2001,09,0
05,AR,2001,10,0
05,AR,2001,11,0
05,AR,2001,12,0
05,AR,2002,01,0
05,AR,2002,02,0
05,AR,2002,03,0
05,AR,2002,04,0
05,AR,2002,05,0
05,AR,2002,06,0
05,AR,2002,07,3
05,AR,2002,08,17
05,AR,2002,09,9
05,AR,2002,10,2
05,AR,2002,11,1
05,AR,2002,12,0
05,AR,2003,01,0
05,AR,2003,02,0
05,AR,2003,03,0
05,AR,2003,04,0
05,AR,2003,05,0
05,AR,2003,06,0
05,AR,2003,07,3
05,AR,2003,08,11
05,AR,2003,09,6
05,AR,2003,10,3
05,AR,2003,11,0
05,AR,2003,12,0
05,AR,2004,01,0
05,AR,2004,02,0
05,AR,2004,03,0
05,AR,2004,04,0
05,AR,2004,05,0
05,AR,2004,06,1
05,AR,2004,07,4
05,AR,2004,08,5
05,AR,2004,09,3
05,AR,2004,10,2
05,AR,2004,11,2
05,AR,2004,12,0
05,AR,2005,01,0
05,AR,2005,02,0
05,AR,2005,03,0
05,AR,2005,04,0
05,AR,2005,05,0
05,AR,2005,06,0
05,AR,2005,07,0
05,AR,2005,08,8
05,AR,2005,09,3
05,AR,2005,10,2
05,AR,2005,11,0
05,AR,2005,12,0
05,AR,2006,01,0
05,AR,2006,02,0
05,AR,2006,03,0
05,AR,2006,04,0
05,AR,2006,05,0
05,AR,2006,06,0
05,AR,2006,07,9
05,AR,2006,08,11
05,AR,2006,09,4
05,AR,2006,10,0
05,AR,2006,11,0
05,AR,2006,12,0
05,AR,2007,01,0
05,AR,2007,02,0
05,AR,2007,03,0
05,AR,2007,04,0
05,AR,2007,05,1
05,AR,2007,06,0
05,AR,2007,07,2
05,AR,2007,08,4
05,AR,2007,09,5
05,AR,2007,10,1
05,AR,2007,11,0
05,AR,2007,12,0
05,AR,2008,01,0
05,AR,2008,02,0
05,AR,2008,03,0
05,AR,2008,04,0
05,AR,2008,05,0
05,AR,2008,06,3
05,AR,2008,07,1
05,AR,2008,08,2
05,AR,2008,09,0
05,AR,2008,10,1
05,AR,2008,11,0
05,AR,2008,12,0
05,AR,2009,01,0
05,AR,2009,02,0
05,AR,2009,03,0
05,AR,2009,04,0
05,AR,2009,05,1
05,AR,2009,06,1
05,AR,2009,07,1
05,AR,2009,08,3
05,AR,2009,09,0
05,AR,2009,10,0
05,AR,2009,11,0
05,AR,2009,12,0
05,AR,2010,01,0
05,AR,2010,02,0
05,AR,2010,03,0
05,AR,2010,04,0
05,AR,2010,05,0
05,AR,2010,06,0
05,AR,2010,07,0
05,AR,2010,08,3
05,AR,2010,09,3
05,AR,2010,10,0
05,AR,2010,11,0
05,AR,2010,12,0
05,AR,2011,01,0
05,AR,2011,02,0
05,AR,2011,03,0
05,AR,2011,04,0
05,AR,2011,05,0
05,AR,2011,06,0
05,AR,2011,07,0
05,AR,2011,08,1
05,AR,2011,09,0
05,AR,2011,10,0
05,AR,2011,11,0
05,AR,2011,12,0
05,AR,2012,01,0
05,AR,2012,02,0
05,AR,2012,03,0
05,AR,2012,04,0
05,AR,2012,05,0
05,AR,2012,06,1
05,AR,2012,07,14
05,AR,2012,08,20
05,AR,2012,09,6
05,AR,2012,10,3
05,AR,2012,11,0
05,AR,2012,12,0
05,AR,2013,01,0
05,AR,2013,02,0
05,AR,2013,03,0
05,AR,2013,04,0
05,AR,2013,05,0
05,AR,2013,06,0
05,AR,2013,07,1
05,AR,2013,08,5
05,AR,2013,09,9
05,AR,2013,10,1
05,AR,2013,11,0
05,AR,2013,12,0
05,AR,2014,01,0
05,AR,2014,02,0
05,AR,2014,03,0
05,AR,2014,04,0
05,AR,2014,05,0
05,AR,2014,06,0
05,AR,2014,07,2
05,AR,2014,08,1
05,AR,2014,09,3
05,AR,2014,10,3
05,AR,2014,11,0
05,AR,2014,12,0
05,AR,2015,01,0
05,AR,2015,02,0
05,AR,2015,03,0
05,AR,2015,04,0
05,AR,2015,05,0
05,AR,2015,06,1
05,AR,2015,07,6
05,AR,2015,08,6
05,AR,2015,09,3
05,AR,2015,10,0
05,AR,2015,11,0
05,AR,2015,12,0
05,AR,2016,01,0
05,AR,2016,02,0
05,AR,2016,03,0
05,AR,2016,04,0
05,AR,2016,05,0
05,AR,2016,06,0
05,AR,2016,07,0
05,AR,2016,08,3
05,AR,2016,09,0
05,AR,2016,10,2
05,AR,2016,11,3
05,AR,2016,12,0
05,AR,2017,01,0
05,AR,2017,02,0
05,AR,2017,03,0
05,AR,2017,04,0
05,AR,2017,05,0
05,AR,2017,06,0
05,AR,2017,07,2
05,AR,2017,08,8
05,AR,2017,09,3
05,AR,2017,10,2
05,AR,2017,11,0
05,AR,2017,12,0
05,AR,2018,01,0
05,AR,2018,02,0
05,AR,2018,03,0
05,AR,2018,04,0
05,AR,2018,05,0
05,AR,2018,06,0
05,AR,2018,07,2
05,AR,2018,08,3
05,AR,2018,09,0
05,AR,2018,10,1
05,AR,2018,11,0
05,AR,2018,12,0
05,AR,2019,01,0
05,AR,2019,02,1
05,AR,2019,03,0
05,AR,2019,04,0
05,AR,2019,05,0
05,AR,2019,06,1
05,AR,2019,07,1
05,AR,2019,08,1
05,AR,2019,09,2
05,AR,2019,10,1
05,AR,2019,11,0
05,AR,2019,12,0
05,AR,2020,01,0
05,AR,2020,02,0
05,AR,2020,03,0
05,AR,2020,04,0
05,AR,2020,05,0
05,AR,2020,06,0
05,AR,2020,07,0
05,AR,2020,08,0
05,AR,2020,09,1
05,AR,2020,10,0
05,AR,2020,11,0
05,AR,2020,12,0
05,AR,2021,01,1
05,AR,2021,02,0
05,AR,2021,03,0
05,AR,2021,04,0
05,AR,2021,05,0
05,AR,2021,06,0
05,AR,2021,07,0
05,AR,2021,08,2
05,AR,2021,09,2
05,AR,2021,10,1
05,AR,2021,11,0
05,AR,2021,12,0
05,AR,2022,01,0
05,AR,2022,02,0
05,AR,2022,03,0
05,AR,2022,04,0
05,AR,2022,05,0
05,AR,2022,06,0
05,AR,2022,07,0
05,AR,2022,08,1
05,AR,2022,09,1
05,AR,2022,10,0
05,AR,2022,11,0
05,AR,2022,12,0
04,AZ,2000,01,0
04,AZ,2000,02,0
04,AZ,2000,03,0
04,AZ,2000,04,0
04,AZ,2000,05,0
04,AZ,2000,06,0
04,AZ,2000,07,0
04,AZ,2000,08,0
04,AZ,2000,09,0
04,AZ,2000,10,0
04,AZ,2000,11,0
04,AZ,2000,12,0
04,AZ,2001,01,0
04,AZ,2001,02,0
04,AZ,2001,03,0
04,AZ,2001,04,0
04,AZ,2001,05,0
04,AZ,2001,06,0
04,AZ,2001,07,0
04,AZ,2001,08,0
04,AZ,2001,09,0
04,AZ,2001,10,0
04,AZ,2001,11,0
04,AZ,2001,12,0
04,AZ,2002,01,0
04,AZ,2002,02,0
04,AZ,2002,03,0
04,AZ,2002,04,0
04,AZ,2002,05,0
04,AZ,2002,06,0
04,AZ,2002,07,0
04,AZ,2002,08,0
04,AZ,2002,09,0
04,AZ,2002,10,0
04,AZ,2002,11,0
04,AZ,2002,12,0
04,AZ,2003,01,0
04,AZ,2003,02,0
04,AZ,2003,03,0
04,AZ,2003,04,0
04,AZ,2003,05,0
04,AZ,2003,06,0
04,AZ,2003,07,0
04,AZ,2003,08,3
04,AZ,2003,09,2
04,AZ,2003,10,2
04,AZ,2003,11,0
04,AZ,2003,12,0
04,AZ,2004,01,0
04,AZ,2004,02,0
04,AZ,2004,03,0
04,AZ,2004,04,1
04,AZ,2004,05,22
04,AZ,2004,06,83
04,AZ,2004,07,66
04,AZ,2004,08,25
04,AZ,2004,09,16
04,AZ,2004,10,2
04,AZ,2004,11,0
04,AZ,2004,12,0
04,AZ,2005,01,0
04,AZ,2005,02,0
04,AZ,2005,03,1
04,AZ,2005,04,0
04,AZ,2005,05,0
04,AZ,2005,06,2
04,AZ,2005,07,4
04,AZ,2005,08,10
04,AZ,2005,09,22
04,AZ,2005,10,12
04,AZ,2005,11,1
04,AZ,2005,12,0
04,AZ,2006,01,0
04,AZ,2006,02,0
04,AZ,2006,03,0
04,AZ,2006,04,0
04,AZ,2006,05,0
04,AZ,2006,06,0
04,AZ,2006,07,2
04,AZ,2006,08,9
04,AZ,2006,09,26
04,AZ,2006,10,27
04,AZ,2006,11,3
04,AZ,2006,12,1
04,AZ,2007,01,0
04,AZ,2007,02,0
04,AZ,2007,03,0
04,AZ,2007,04,0
04,AZ,2007,05,0
04,AZ,2007,06,7
04,AZ,2007,07,6
04,AZ,2007,08,7
04,AZ,2007,09,21
04,AZ,2007,10,8
04,AZ,2007,11,0
04,AZ,2007,12,1
04,AZ,2008,01,0
04,AZ,2008,02,1
04,AZ,2008,03,0
04,AZ,2008,04,0
04,AZ,2008,05,0
04,AZ,2008,06,0
04,AZ,2008,07,6
04,AZ,2008,08,24
04,AZ,2008,09,17
04,AZ,2008,10,13
04,AZ,2008,11,1
04,AZ,2008,12,0
04,AZ,2009,01,0
04,AZ,2009,02,0
04,AZ,2009,03,0
04,AZ,2009,04,0
04,AZ,2009,05,0
04,AZ,2009,06,1
04,AZ,2009,07,9
04,AZ,2009,08,1
04,AZ,2009,09,1
04,AZ,2009,10,0
04,AZ,2009,11,0
04,AZ,2009,12,0
04,AZ,2010,01,0
04,AZ,2010,02,0
04,AZ,2010,03,0
04,AZ,2010,04,0
04,AZ,2010,05,0
04,AZ,2010,06,11
04,AZ,2010,07,31
04,AZ,2010,08,15
04,AZ,2010,09,34
04,AZ,2010,10,14
04,AZ,2010,11,2
04,AZ,2010,12,0
04,AZ,2011,01,0
04,AZ,2011,02,0
04,AZ,2011,03,0
04,AZ,2011,04,0
04,AZ,2011,05,1
04,AZ,2011,06,2
04,AZ,2011,07,11
04,AZ,2011,08,19
04,AZ,2011,09,14
04,AZ,2011,10,2
04,AZ,2011,11,0
04,AZ,2011,12,0
04,AZ,2012,01,0
04,AZ,2012,02,0
04,AZ,2012,03,1
04,AZ,2012,04,0
04,AZ,2012,05,0
04,AZ,2012,06,3
04,AZ,2012,07,10
04,AZ,2012,08,30
04,AZ,2012,09,31
04,AZ,2012,10,12
04,AZ,2012,11,0
04,AZ,2012,12,0
04,AZ,2013,01,0
04,AZ,2013,02,0
04,AZ,2013,03,0
04,AZ,2013,04,0
04,AZ,2013,05,1
04,AZ,2013,06,6
04,AZ,2013,07,10
04,AZ,2013,08,12
04,AZ,2013,09,17
04,AZ,2013,10,4
04,AZ,2013,11,0
04,AZ,2013,12,0
04,AZ,2014,01,0
04,AZ,2014,02,0
04,AZ,2014,03,0
04,AZ,2014,04,0
04,AZ,2014,05,0
04,AZ,2014,06,7
04,AZ,2014,07,16
04,AZ,2014,08,17
04,AZ,2014,09,28
04,AZ,2014,10,11
04,AZ,2014,11,1
04,AZ,2014,12,0
04,AZ,2015,01,0
04,AZ,2015,02,0
04,AZ,2015,03,0
04,AZ,2015,04,0
04,AZ,2015,05,0
04,AZ,2015,06,11
04,AZ,2015,07,24
04,AZ,2015,08,20
04,AZ,2015,09,11
04,AZ,2015,10,0
04,AZ,2015,11,1
04,AZ,2015,12,0
04,AZ,2016,01,0
04,AZ,2016,02,0
04,AZ,2016,03,0
04,AZ,2016,04,0
04,AZ,2016,05,2
04,AZ,2016,06,9
04,AZ,2016,07,13
04,AZ,2016,08,8
04,AZ,2016,09,18
04,AZ,2016,10,5
04,AZ,2016,11,2
04,AZ,2016,12,0
04,AZ,2017,01,0
04,AZ,2017,02,0
04,AZ,2017,03,0
04,AZ,2017,04,0
04,AZ,2017,05,5
04,AZ,2017,06,15
04,AZ,2017,07,18
04,AZ,2017,08,21
04,AZ,2017,09,30
04,AZ,2017,10,9
04,AZ,2017,11,0
04,AZ,2017,12,0
04,AZ,2018,01,0
04,AZ,2018,02,0
04,AZ,2018,03,0
04,AZ,2018,04,0
04,AZ,2018,05,0
04,AZ,2018,06,0
04,AZ,2018,07,4
04,AZ,2018,08,5
04,AZ,2018,09,8
04,AZ,2018,10,7
04,AZ,2018,11,0
04,AZ,2018,12,0
04,AZ,2019,01,1
04,AZ,2019,02,0
04,AZ,2019,03,0
04,AZ,2019,04,1
04,AZ,2019,05,4
04,AZ,2019,06,49
04,AZ,2019,07,55
04,AZ,2019,08,12
04,AZ,2019,09,7
04,AZ,2019,10,3
04,AZ,2019,11,0
04,AZ,2019,12,0
04,AZ,2020,01,1
04,AZ,2020,02,0
04,AZ,2020,03,0
04,AZ,2020,04,0
04,AZ,2020,05,0
04,AZ,2020,06,3
04,AZ,2020,07,2
04,AZ,2020,08,0
04,AZ,2020,09,1
04,AZ,2020,10,1
04,AZ,2020,11,0
04,AZ,2020,12,0
04,AZ,2021,01,0
04,AZ,2021,02,1
04,AZ,2021,03,0
04,AZ,2021,04,0
04,AZ,2021,05,2
04,AZ,2021,06,11
04,AZ,2021,07,8
04,AZ,2021,08,121
04,AZ,2021,09,588
04,AZ,2021,10,325
04,AZ,2021,11,25
04,AZ,2021,12,5
04,AZ,2022,01,2
04,AZ,2022,02,1
04,AZ,2022,03,0
04,AZ,2022,04,0
04,AZ,2022,05,1
04,AZ,2022,06,4
04,AZ,2022,07,5
04,AZ,2022,08,8
04,AZ,2022,09,11
04,AZ,2022,10,12
04,AZ,2022,11,1
04,AZ,2022,12,0
06,CA,2000,01,0
06,CA,2000,02,0
06,CA,2000,03,0
06,CA,2000,04,0
06,CA,2000,05,0
06,CA,2000,06,0
06,CA,2000,07,0
06,CA,2000,08,0
06,CA,2000,09,0
06,CA,2000,10,0
06,CA,2000,11,0
06,CA,2000,12,0
06,CA,2001,01,0
06,CA,2001,02,0
06,CA,2001,03,0
06,CA,2001,04,0
06,CA,2001,05,0
06,CA,2001,06,0
06,CA,2001,07,0
06,CA,2001,08,0
06,CA,2001,09,0
06,CA,2001,10,0
06,CA,2001,11,0
06,CA,2001,12,0
06,CA,2002,01,0
06,CA,2002,02,0
06,CA,2002,03,0
06,CA,2002,04,0
06,CA,2002,05,0
06,CA,2002,06,0
06,CA,2002,07,0
06,CA,2002,08,1
06,CA,2002,09,0
06,CA,2002,10,0
06,CA,2002,11,0
06,CA,2002,12,0
06,CA,2003,01,0
06,CA,2003,02,0
06,CA,2003,03,0
06,CA,2003,04,0
06,CA,2003,05,0
06,CA,2003,06,0
06,CA,2003,07,0
06,CA,2003,08,0
06,CA,2003,09,1
06,CA,2003,10,1
06,CA,2003,11,0
06,CA,2003,12,0
06,CA,2004,01,0
06,CA,2004,02,0
06,CA,2004,03,0
06,CA,2004,04,0
06,CA,2004,05,0
06,CA,2004,06,18
06,CA,2004,07,88
06,CA,2004,08,134
06,CA,2004,09,42
06,CA,2004,10,9
06,CA,2004,11,0
06,CA,2004,12,0
06,CA,2005,01,0
06,CA,2005,02,0
06,CA,2005,03,0
06,CA,2005,04,0
06,CA,2005,05,0
06,CA,2005,06,5
06,CA,2005,07,76
06,CA,2005,08,157
06,CA,2005,09,58
06,CA,2005,10,8
06,CA,2005,11,1
06,CA,2005,12,0
06,CA,2006,01,0
06,CA,2006,02,0
06,CA,2006,03,0
06,CA,2006,04,0
06,CA,2006,05,0
06,CA,2006,06,1
06,CA,2006,07,19
06,CA,2006,08,41
06,CA,2006,09,15
06,CA,2006,10,5
06,CA,2006,11,0
06,CA,2006,12,0
06,CA,2007,01,0
06,CA,2007,02,0
06,CA,2007,03,0
06,CA,2007,04,0
06,CA,2007,05,0
06,CA,2007,06,12
06,CA,2007,07,39
06,CA,2007,08,50
06,CA,2007,09,46
06,CA,2007,10,6
06,CA,2007,11,1
06,CA,2007,12,0
06,CA,2008,01,0
06,CA,2008,02,0
06,CA,2008,03,0
06,CA,2008,04,0
06,CA,2008,05,0
06,CA,2008,06,7
06,CA,2008,07,65
06,CA,2008,08,113
06,CA,2008,09,84
06,CA,2008,10,17
06,CA,2008,11,5
06,CA,2008,12,1
06,CA,2009,01,0
06,CA,2009,02,0
06,CA,2009,03,0
06,CA,2009,04,0
06,CA,2009,05,1
06,CA,2009,06,3
06,CA,2009,07,7
06,CA,2009,08,24
06,CA,2009,09,23
06,CA,2009,10,9
06,CA,2009,11,0
06,CA,2009,12,0
06,CA,2010,01,0
06,CA,2010,02,0
06,CA,2010,03,0
06,CA,2010,04,0
06,CA,2010,05,0
06,CA,2010,06,2
06,CA,2010,07,12
06,CA,2010,08,25
06,CA,2010,09,24
06,CA,2010,10,7
06,CA,2010,11,2
06,CA,2010,12,0
06,CA,2011,01,0
06,CA,2011,02,0
06,CA,2011,03,0
06,CA,2011,04,0
06,CA,2011,05,0
06,CA,2011,06,1
06,CA,2011,07,9
06,CA,2011,08,36
06,CA,2011,09,50
06,CA,2011,10,14
06,CA,2011,11,0
06,CA,2011,12,0
06,CA,2012,01,0
06,CA,2012,02,0
06,CA,2012,03,0
06,CA,2012,04,0
06,CA,2012,05,0
06,CA,2012,06,3
06,CA,2012,07,18
06,CA,2012,08,94
06,CA,2012,09,124
06,CA,2012,10,52
06,CA,2012,11,5
06,CA,2012,12,1
06,CA,2013,01,0
06,CA,2013,02,1
06,CA,2013,03,0
06,CA,2013,04,0
06,CA,2013,05,1
06,CA,2013,06,2
06,CA,2013,07,60
06,CA,2013,08,61
06,CA,2013,09,93
06,CA,2013,10,17
06,CA,2013,11,2
06,CA,2013,12,0
06,CA,2014,01,0
06,CA,2014,02,0
06,CA,2014,03,1
06,CA,2014,04,0
06,CA,2014,05,1
06,CA,2014,06,11
06,CA,2014,07,61
06,CA,2014,08,222
06,CA,2014,09,210
06,CA,2014,10,48
06,CA,2014,11,7
06,CA,2014,12,0
06,CA,2015,01,0
06,CA,2015,02,0
06,CA,2015,03,1
06,CA,2015,04,0
06,CA,2015,05,1
06,CA,2015,06,4
06,CA,2015,07,39
06,CA,2015,08,148
06,CA,2015,09,219
06,CA,2015,10,144
06,CA,2015,11,27
06,CA,2015,12,2
06,CA,2016,01,0
06,CA,2016,02,0
06,CA,2016,03,0
06,CA,2016,04,0
06,CA,2016,05,0
06,CA,2016,06,9
06,CA,2016,07,60
06,CA,2016,08,159
06,CA,2016,09,75
06,CA,2016,10,22
06,CA,2016,11,5
06,CA,2016,12,5
06,CA,2017,01,0
06,CA,2017,02,0
06,CA,2017,03,1
06,CA,2017,04,0
06,CA,2017,05,0
06,CA,2017,06,5
06,CA,2017,07,56
06,CA,2017,08,149
06,CA,2017,09,149
06,CA,2017,10,25
06,CA,2017,11,13
06,CA,2017,12,3
06,CA,2018,01,2
06,CA,2018,02,1
06,CA,2018,03,0
06,CA,2018,04,0
06,CA,2018,05,2
06,CA,2018,06,1
06,CA,2018,07,19
06,CA,2018,08,76
06,CA,2018,09,38
06,CA,2018,10,10
06,CA,2018,11,3
06,CA,2018,12,2
06,CA,2019,01,1
06,CA,2019,02,1
06,CA,2019,03,1
06,CA,2019,04,0
06,CA,2019,05,2
06,CA,2019,06,2
06,CA,2019,07,29
06,CA,2019,08,50
06,CA,2019,09,46
06,CA,2019,10,13
06,CA,2019,11,2
06,CA,2019,12,0
06,CA,2020,01,0
06,CA,2020,02,0
06,CA,2020,03,0
06,CA,2020,04,0
06,CA,2020,05,1
06,CA,2020,06,4
06,CA,2020,07,21
06,CA,2020,08,59
06,CA,2020,09,61
06,CA,2020,10,26
06,CA,2020,11,5
06,CA,2020,12,2
06,CA,2021,01,0
06,CA,2021,02,0
06,CA,2021,03,0
06,CA,2021,04,0
06,CA,2021,05,0
06,CA,2021,06,3
06,CA,2021,07,19
06,CA,2021,08,31
06,CA,2021,09,33
06,CA,2021,10,9
06,CA,2021,11,1
06,CA,2021,12,0
06,CA,2022,01,0
06,CA,2022,02,0
06,CA,2022,03,0
06,CA,2022,04,0
06,CA,2022,05,0
06,CA,2022,06,8
06,CA,2022,07,23
06,CA,2022,08,52
06,CA,2022,09,27
06,CA,2022,10,18
06,CA,2022,11,1
06,CA,2022,12,0
08,CO,2000,01,0
08,CO,2000,02,0
08,CO,2000,03,0
08,CO,2000,04,0
08,CO,2000,05,0
08,CO,2000,06,0
08,CO,2000,07,0
08,CO,2000,08,0
08,CO,2000,09,0
08,CO,2000,10,0
08,CO,2000,11,0
08,CO,2000,12,0
08,CO,2001,01,0
08,CO,2001,02,0
08,CO,2001,03,0
08,CO,2001,04,0
08,CO,2001,05,0
08,CO,2001,06,0
08,CO,2001,07,0
08,CO,2001,08,0
08,CO,2001,09,0
08,CO,2001,10,0
08,CO,2001,11,0
08,CO,2001,12,0
08,CO,2002,01,0
08,CO,2002,02,0
08,CO,2002,03,0
08,CO,2002,04,0
08,CO,2002,05,0
08,CO,2002,06,0
08,CO,2002,07,0
08,CO,2002,08,0
08,CO,2002,09,3
08,CO,2002,10,3
08,CO,2002,11,0
08,CO,2002,12,0
08,CO,2003,01,0
