year,month,tavg,tmax,tmin,pcp,zndx
2007,11,53.6,67.3,39.9,0.57,-3.06
2007,12,52.1,63.8,40.4,5.12,-0.41
2008,1,43.9,54.7,33.1,2.88,-1.18
2008,2,50.7,63.8,37.6,3.94,-0.15
2008,3,54.7,67.9,41.5,3.44,-1.0
2008,4,61.7,73.8,49.6,3.19,-0.14
2008,5,69.0,81.7,56.3,2.74,-0.72
2008,6,80.1,92.6,67.6,2.35,-2.85
2008,7,79.8,91.1,68.6,4.69,-1.41
2008,8,79.1,89.2,69.1,7.08,1.08
2008,9,73.8,83.2,64.4,4.03,-0.31
2008,10,61.3,73.4,49.1,4.53,1.54
2008,11,50.3,62.6,38.1,3.94,1.8
2008,12,51.0,61.9,40.1,2.96,-0.4
2009,1,44.2,55.0,33.4,2.05,-1.6
2009,2,46.8,59.7,33.8,2.0,-1.79
2009,3,54.1,65.4,42.9,5.11,0.6
2009,4,61.7,74.5,48.8,3.4,0.09
2009,5,70.9,80.8,61.0,5.68,2.24
2009,6,79.1,90.0,68.1,4.04,-0.39
2009,7,78.9,89.9,67.9,4.25,-0.83
2009,8,80.0,90.0,70.0,3.65,-1.99
2009,9,73.8,84.0,63.6,2.91,-1.58
2009,10,62.2,72.6,51.9,4.79,1.47
2009,11,55.5,66.1,45.0,4.63,1.93
2009,12,44.9,55.0,34.8,8.05,5.31
2010,1,40.7,51.9,29.4,4.92,1.6
2010,2,41.2,51.8,30.7,3.34,-0.11
2010,3,52.2,64.4,40.1,3.06,-1.1
2010,4,64.5,78.9,50.0,1.34,-2.54
2010,5,73.2,84.3,62.2,3.6,-0.94
2010,6,81.8,92.8,70.8,4.51,-1.45
2010,7,82.3,93.1,71.5,4.86,-1.58
2010,8,81.6,91.0,72.3,5.96,-0.47
2010,9,76.6,88.8,64.5,4.91,-0.2
2010,10,64.4,78.2,50.6,1.47,-1.93
2010,11,54.0,67.0,41.0,1.23,-2.23
2010,12,38.3,49.6,27.0,1.99,-2.5
2011,1,40.6,51.7,29.5,1.87,-2.52
2011,2,50.4,62.6,38.2,3.4,-1.29
2011,3,55.8,67.9,43.6,5.02,0.34
2011,4,65.0,78.1,52.0,2.87,-0.97
2011,5,71.3,83.6,59.1,2.95,-0.9
2011,6,80.8,93.2,68.5,2.62,-2.83
2011,7,82.8,93.9,71.7,3.89,-2.78
2011,8,81.4,92.7,70.1,4.27,-2.31
2011,9,74.1,84.7,63.5,4.27,-0.67
2011,10,61.0,73.6,48.4,2.25,-0.99
2011,11,55.3,68.4,42.2,2.85,-0.71
2011,12,50.7,62.8,38.5,1.95,-2.89
2012,1,48.3,60.6,36.0,2.19,-2.58
2012,2,50.6,62.7,38.6,2.23,-2.46
2012,3,63.2,75.4,51.1,3.64,-1.82
2012,4,64.2,76.9,51.4,2.55,-1.19
2012,5,72.7,83.6,61.9,5.72,1.89
2012,6,74.8,86.0,63.5,4.17,0.44
2012,7,82.8,93.8,71.8,5.51,-0.19
2012,8,78.0,87.1,68.9,7.45,2.46
2012,9,73.6,84.2,63.0,2.54,-0.87
2012,10,63.7,74.8,52.6,1.77,-1.02
2012,11,50.7,63.3,38.0,1.46,-1.13
2012,12,51.5,61.8,41.2,4.54,0.4
2013,1,50.2,61.6,38.8,2.48,-1.58
2013,2,46.6,57.6,35.5,6.2,2.47
2013,3,48.4,60.6,36.2,3.35,-0.51
2013,4,62.1,74.1,50.2,4.7,1.43
2013,5,67.9,78.9,56.8,3.56,0.38
2013,6,77.4,86.8,67.9,7.7,3.64
2013,7,78.8,87.0,70.7,10.38,5.37
2013,8,77.4,85.9,68.8,6.4,2.13
2013,9,73.5,84.1,62.9,2.04,-1.14
2013,10,64.2,75.3,53.1,1.16,-1.6
2013,11,51.5,63.8,39.2,3.16,0.58
2013,12,49.9,61.0,38.9,5.26,1.81
2014,1,39.7,51.6,27.9,3.15,-0.21
2014,2,48.2,59.7,36.7,3.31,-0.56
2014,3,50.0,62.6,37.5,4.34,0.27
2014,4,63.3,76.0,50.6,4.24,0.76
2014,5,71.7,84.1,59.4,3.97,0.19
2014,6,78.4,89.2,67.6,3.43,-1.01
2014,7,79.2,89.3,69.1,4.62,-0.81
2014,8,78.3,88.5,68.1,4.31,-1.05
2014,9,74.3,82.4,66.1,5.47,0.84
2014,10,65.0,78.1,51.9,1.81,-1.27
2014,11,49.3,61.8,36.8,4.44,1.88
2014,12,49.2,60.0,38.3,3.94,0.62
2015,1,43.8,54.7,32.8,3.56,0.01
2015,2,41.0,52.3,29.8,4.06,0.62
2015,3,56.4,67.9,44.9,3.18,-1.42
2015,4,64.8,75.8,53.8,4.47,0.78
2015,5,71.6,83.8,59.3,1.63,-2.41
2015,6,80.5,91.8,69.1,4.12,-1.68
2015,7,82.2,93.4,71.0,3.47,-2.91
2015,8,79.5,89.8,69.2,5.71,-0.4
2015,9,74.3,83.7,64.9,4.35,-0.52
2015,10,63.3,74.0,52.5,12.17,8.32
2015,11,58.0,68.0,47.9,7.24,5.03
2015,12,58.5,68.3,48.6,6.7,2.74
2016,1,43.0,53.4,32.6,2.83,-0.71
2016,2,48.0,58.9,37.1,4.66,0.8
2016,3,60.6,72.8,48.3,2.21,-2.8
2016,4,63.1,75.6,50.5,2.4,-1.19
2016,5,70.1,81.1,59.1,5.58,2.2
2016,6,79.8,90.9,68.7,3.61,-0.96
2016,7,83.7,95.0,72.5,3.78,-2.37
2016,8,81.9,91.7,72.2,3.84,-2.55
2016,9,77.1,87.1,67.2,6.83,1.4
2016,10,66.4,78.8,54.1,5.55,2.12
2016,11,55.6,69.2,42.0,0.99,-1.63
2016,12,49.0,59.1,38.9,3.97,0.43
2017,1,51.4,62.0,40.7,4.88,0.83
2017,2,55.5,68.9,42.0,1.38,-3.13
2017,3,55.5,68.7,42.2,2.34,-2.09
2017,4,67.0,78.6,55.4,5.51,1.55
2017,5,71.5,83.0,59.9,5.15,1.54
2017,6,76.9,86.5,67.2,4.43,0.38
2017,7,81.0,91.2,70.9,5.5,0.04
2017,8,79.4,88.7,70.2,4.55,-0.55
2017,9,74.3,85.2,63.4,4.83,0.56
2017,10,66.2,77.9,54.6,3.25,0.02
2017,11,54.3,66.7,42.0,1.19,-1.68
2017,12,47.8,57.9,37.6,3.56,-0.42
2018,1,40.6,52.8,28.4,2.82,-0.6
2018,2,57.4,67.7,47.0,2.23,-2.46
2018,3,52.0,63.6,40.3,3.11,-1.04
2018,4,60.0,72.9,47.0,4.49,1.5
2018,5,73.8,84.4,63.2,6.19,2.28
2018,6,80.2,90.9,69.4,3.72,-1.01
2018,7,80.2,90.0,70.4,6.03,0.26
2018,8,80.0,89.9,70.1,4.27,-1.27
2018,9,79.4,88.7,70.0,6.13,0.79
2018,10,66.9,77.7,56.2,4.61,1.15
2018,11,51.9,61.8,42.0,5.72,3.63
2018,12,48.6,58.1,39.2,7.98,4.99
2019,1,46.7,56.9,36.6,3.6,-0.14
2019,2,53.0,64.4,41.7,2.48,-1.79
2019,3,54.1,66.0,42.2,2.52,-1.78
2019,4,64.0,76.1,51.9,3.99,0.38
2019,5,75.4,87.3,63.5,2.15,-2.53
2019,6,77.2,87.7,66.8,5.94,0.94
2019,7,81.4,92.2,70.6,3.91,-1.95
2019,8,80.3,90.5,70.1,4.83,-1.24
2019,9,78.3,89.9,66.6,2.19,-3.05
2019,10,68.5,79.6,57.3,4.01,-0.16
2019,11,51.0,62.5,39.4,3.48,0.6
2019,12,50.3,61.0,39.6,6.93,3.03
2020,1,50.3,60.4,40.2,4.12,0.13
2020,2,50.9,60.8,41.0,7.17,3.11
2020,3,60.4,70.4,50.3,4.26,-0.89
2020,4,62.1,74.8,49.5,5.14,1.9
2020,5,68.0,79.0,57.0,6.64,3.8
2020,6,76.1,85.5,66.7,4.27,0.34
2020,7,81.9,91.9,71.8,4.69,-0.86
2020,8,80.1,89.0,71.2,6.95,1.26
2020,9,73.3,82.3,64.4,6.62,2.6
2020,10,67.4,77.9,56.8,2.69,-0.08
2020,11,59.3,70.4,48.1,4.49,1.81
2020,12,45.6,57.2,33.9,2.83,-0.13
2021,1,46.0,55.8,36.2,4.66,1.02
2021,2,47.2,57.1,37.3,6.27,2.5
2021,3,57.6,69.4,45.9,3.26,-1.48
2021,4,62.0,75.7,48.2,1.67,-1.82
2021,5,69.1,81.7,56.4,2.55,-1.15
2021,6,76.8,86.4,67.1,6.09,1.48
2021,7,79.4,88.8,69.9,6.6,1.34
2021,8,80.1,89.1,71.2,5.47,0.32
2021,9,73.5,84.2,62.7,4.15,0.32
2021,10,66.8,77.6,56.0,2.74,-0.42
2021,11,51.6,65.0,38.2,0.91,-1.74
2021,12,54.6,66.2,43.0,3.1,-1.5
2022,1,43.7,55.0,32.5,4.17,0.5
2022,2,51.9,64.4,39.4,2.08,-2.1
2022,3,57.8,70.5,45.0,3.6,-1.19
2022,4,62.3,75.5,49.1,4.01,0.66
2022,5,72.9,84.2,61.5,3.39,-0.68
2022,6,78.9,90.5,67.3,3.46,-1.33
2022,7,81.3,90.6,72.1,6.26,0.02
2022,8,79.1,88.2,70.1,5.31,-0.22
2022,9,73.8,84.6,63.0,3.63,-0.74
2022,10,60.9,73.1,48.7,2.54,-0.41
2022,11,57.0,67.7,46.4,3.66,0.39
2022,12,46.1,56.2,36.0,3.31,-0.25
2023,1,50.4,61.6,39.2,5.77,1.85
2023,2,56.2,67.6,44.7,3.84,-0.71
2023,3,57.1,69.1,45.1,3.11,-1.56
2023,4,63.4,76.0,50.8,5.03,1.59
