year,month,tavg,tmax,tmin,pcp,zndx
2004,5,53.8,64.8,42.8,6.64,6.28
2004,6,62.0,73.3,50.8,3.27,0.17
2004,7,66.4,77.6,55.2,3.3,1.43
2004,8,63.2,74.1,52.3,3.17,0.68
2004,9,63.3,75.8,50.8,1.07,-4.56
2004,10,49.0,58.5,39.4,3.73,0.82
2004,11,38.2,45.8,30.6,2.79,-0.33
2004,12,23.5,31.2,15.8,2.92,2.15
2005,1,18.0,25.9,10.0,2.93,2.52
2005,2,25.2,33.3,17.2,1.78,0.62
2005,3,27.3,37.9,16.6,1.2,-1.62
2005,4,46.4,58.9,33.9,1.36,-3.29
2005,5,52.0,63.6,40.4,2.05,-1.85
2005,6,69.4,81.2,57.7,2.87,-2.1
2005,7,70.4,82.6,58.2,3.69,0.16
2005,8,68.9,80.2,57.7,2.59,-2.21
2005,9,63.7,75.8,51.6,3.58,-1.25
2005,10,50.6,60.3,41.0,1.73,-2.92
2005,11,37.5,46.0,29.1,4.15,-0.17
2005,12,23.1,28.3,17.8,1.96,-0.82
2006,1,29.9,35.9,23.9,3.0,2.67
2006,2,22.5,30.6,14.4,1.8,0.66
2006,3,32.4,42.2,22.6,2.21,0.4
2006,4,47.5,60.1,34.9,2.1,-2.15
2006,5,56.1,67.2,44.9,4.63,2.27
2006,6,64.3,76.5,52.1,2.42,-1.79
2006,7,71.4,83.0,59.7,3.82,0.98
2006,8,67.7,79.1,56.3,3.13,-0.62
2006,9,57.3,67.7,47.0,3.35,-0.14
2006,10,44.7,53.8,35.6,4.2,2.66
2006,11,38.9,46.1,31.7,2.34,0.23
2006,12,31.5,37.6,25.3,2.85,2.02
2007,1,24.1,31.0,17.2,2.19,0.98
2007,2,15.2,23.3,7.1,0.96,-1.18
2007,3,34.8,45.0,24.5,2.51,0.53
2007,4,41.8,52.4,31.1,3.0,0.84
2007,5,57.8,71.1,44.6,2.31,-2.15
2007,6,67.1,80.1,54.0,2.67,-2.07
2007,7,68.0,80.3,55.6,2.04,-2.56
2007,8,68.8,80.2,57.4,4.11,0.31
2007,9,61.8,73.7,49.8,2.84,-2.16
2007,10,54.4,64.0,44.8,3.8,-0.33
2007,11,35.2,42.8,27.6,1.61,-3.07
2007,12,24.1,30.6,17.6,2.62,-0.52
2008,1,22.8,30.0,15.7,3.19,3.06
2008,2,18.2,27.3,9.1,2.56,2.32
2008,3,27.0,36.8,17.2,1.5,-1.0
2008,4,45.7,57.3,34.1,3.32,0.57
2008,5,51.2,63.8,38.6,2.38,-0.6
2008,6,64.8,75.8,53.9,4.69,2.13
2008,7,68.3,79.5,57.0,3.73,2.07
2008,8,66.5,78.9,54.0,1.67,-2.34
2008,9,60.6,71.8,49.5,5.22,2.53
2008,10,46.8,56.7,36.8,2.14,0.02
2008,11,35.7,42.6,28.7,2.22,0.08
2008,12,20.8,28.4,13.1,4.23,4.62
2009,1,12.6,21.6,3.5,1.32,-0.84
2009,2,22.9,32.4,13.3,2.4,1.97
2009,3,31.6,42.2,20.9,2.32,0.69
2009,4,43.1,53.8,32.4,3.94,2.32
2009,5,53.7,66.1,41.4,2.95,-0.14
2009,6,62.5,73.7,51.3,3.53,0.54
2009,7,63.5,74.5,52.6,2.3,-0.02
2009,8,65.4,75.8,55.1,4.62,2.86
2009,9,60.8,72.7,49.0,1.81,-2.68
2009,10,44.6,52.4,36.8,5.25,4.4
2009,11,41.0,49.5,32.6,1.09,-1.84
2009,12,23.6,30.1,17.0,2.34,1.06
2010,1,21.3,27.5,15.1,0.95,-1.61
2010,2,23.1,30.4,15.8,1.04,-1.0
2010,3,37.6,49.3,25.9,0.73,-3.74
2010,4,49.0,61.8,36.3,2.09,-2.51
2010,5,58.3,70.2,46.4,3.52,-0.15
2010,6,64.9,75.2,54.7,5.89,4.26
2010,7,71.4,82.4,60.4,4.16,2.43
2010,8,70.7,81.3,60.1,2.37,-1.71
2010,9,58.1,68.3,47.9,4.88,2.45
2010,10,49.9,60.9,38.8,2.01,-0.62
2010,11,37.8,46.6,29.0,2.15,-0.67
2010,12,22.8,28.7,17.0,1.43,-0.66
2011,1,16.9,24.3,9.6,1.43,-0.61
2011,2,21.3,29.9,12.8,1.53,0.07
2011,3,28.8,38.2,19.4,2.21,0.47
2011,4,42.0,52.0,32.0,5.44,5.4
2011,5,55.0,65.7,44.3,4.26,1.86
2011,6,64.2,75.6,52.9,3.65,0.42
2011,7,72.7,84.6,60.9,2.99,-0.11
2011,8,68.3,79.5,57.0,3.16,-0.71
2011,9,58.7,69.3,48.2,3.72,0.2
2011,10,49.7,59.9,39.4,3.37,0.64
2011,11,39.9,48.0,31.8,3.19,0.52
2011,12,29.9,36.3,23.5,1.87,0.17
2012,1,25.1,32.8,17.4,2.22,1.04
2012,2,28.4,36.0,20.7,1.31,-0.41
2012,3,44.7,55.4,34.1,2.59,-1.49
2012,4,43.9,55.8,32.0,1.89,-1.72
2012,5,59.0,71.9,46.0,3.0,-1.21
2012,6,66.5,79.0,53.9,3.0,-1.27
2012,7,73.5,86.0,61.0,3.59,-0.09
2012,8,67.5,79.2,55.7,2.73,-1.61
2012,9,58.4,70.5,46.3,2.57,-1.88
2012,10,47.5,56.8,38.2,4.66,2.27
2012,11,36.2,44.0,28.4,0.99,-2.69
2012,12,30.4,36.6,24.3,2.45,0.33
2013,1,23.0,30.7,15.3,3.3,3.29
2013,2,20.9,28.8,12.9,2.28,1.71
2013,3,27.8,36.2,19.5,1.36,-1.29
2013,4,39.5,49.0,30.0,5.72,6.48
2013,5,56.5,69.0,43.9,3.59,0.37
2013,6,63.8,75.0,52.6,3.68,0.55
2013,7,68.8,79.8,57.7,3.54,1.54
2013,8,66.6,78.3,55.0,3.0,-0.23
2013,9,59.5,71.1,47.9,1.92,-2.63
2013,10,48.8,58.6,39.1,3.82,1.21
2013,11,34.2,41.2,27.2,3.83,2.51
2013,12,19.3,26.4,12.2,2.19,0.78
2014,1,12.3,20.3,4.2,2.21,1.02
2014,2,12.7,22.2,3.3,1.58,0.18
2014,3,21.0,32.5,9.6,1.39,-1.22
2014,4,41.2,52.2,30.2,3.82,2.52
2014,5,54.6,66.1,43.1,3.53,0.68
2014,6,65.2,76.4,54.0,3.82,0.52
2014,7,64.8,76.0,53.6,3.46,1.98
2014,8,66.0,76.7,55.4,3.56,1.09
2014,9,58.8,69.9,47.6,3.92,1.14
2014,10,47.5,56.0,39.0,4.09,3.04
2014,11,30.3,37.0,23.6,3.51,3.67
2014,12,28.2,34.2,22.1,1.77,-0.02
2015,1,16.6,24.7,8.5,1.28,-0.92
2015,2,8.0,18.6,-2.6,0.97,-1.16
2015,3,28.6,39.3,17.9,0.87,-2.3
2015,4,43.2,54.7,31.8,2.46,-0.49
2015,5,57.2,69.4,45.1,4.14,1.18
2015,6,62.5,73.8,51.2,4.06,1.48
2015,7,67.9,79.7,56.0,2.49,-0.25
2015,8,66.9,77.0,56.7,3.31,0.17
2015,9,64.6,75.5,53.7,2.91,-1.91
2015,10,48.9,58.3,39.4,2.46,-0.88
2015,11,41.3,50.5,32.1,3.06,-0.93
2015,12,35.6,41.5,29.7,3.73,2.6
2016,1,22.3,28.8,15.8,1.73,0.02
2016,2,25.3,33.3,17.4,1.87,0.81
2016,3,36.1,45.4,26.7,3.65,2.61
2016,4,40.8,51.3,30.4,2.8,0.69
2016,5,55.4,68.0,42.9,2.63,-1.07
2016,6,64.7,77.0,52.4,2.46,-1.86
2016,7,70.3,81.7,58.9,3.92,1.03
2016,8,70.8,81.4,60.1,5.04,2.29
2016,9,63.5,73.7,53.3,3.96,0.0
2016,10,51.6,60.9,42.2,3.46,0.65
2016,11,42.6,51.7,33.6,2.04,-1.71
2016,12,25.0,31.0,19.1,2.3,0.66
2017,1,25.2,31.4,19.2,2.78,2.21
2017,2,29.9,38.5,21.3,2.02,1.14
2017,3,30.7,39.1,22.2,2.94,1.97
2017,4,47.2,58.0,36.4,4.39,2.24
2017,5,53.0,64.0,42.1,3.36,0.72
2017,6,65.3,76.6,53.9,4.72,2.11
2017,7,68.5,79.7,57.3,2.74,0.16
2017,8,65.2,75.7,54.7,3.5,0.95
2017,9,62.6,74.7,50.5,1.57,-3.58
2017,10,52.5,62.3,42.7,6.63,5.06
2017,11,34.5,41.7,27.3,2.74,1.99
2017,12,20.9,28.0,13.8,1.88,0.19
2018,1,20.0,27.9,12.1,1.74,0.04
2018,2,23.0,31.8,14.2,2.96,3.2
2018,3,29.6,38.8,20.4,1.13,-1.76
2018,4,35.2,45.4,25.1,3.0,2.27
2018,5,60.2,73.4,47.0,4.26,0.73
2018,6,65.2,76.5,53.8,2.95,-1.03
2018,7,70.5,82.5,58.5,2.62,-0.92
2018,8,69.8,80.3,59.2,4.47,1.22
2018,9,62.4,72.7,52.1,3.54,-0.73
2018,10,45.9,54.3,37.5,5.14,3.73
2018,11,30.8,36.1,25.4,2.53,1.88
2018,12,28.7,34.6,22.8,1.83,0.1
2019,1,16.8,24.6,9.1,2.29,1.18
2019,2,19.9,28.2,11.7,2.93,3.13
2019,3,27.5,37.7,17.4,1.81,-0.36
2019,4,42.5,52.2,32.7,3.65,1.91
2019,5,51.8,62.7,40.9,4.73,3.38
2019,6,62.5,74.0,51.1,4.13,1.61
2019,7,70.9,82.5,59.3,2.99,0.26
2019,8,66.3,78.0,54.6,2.46,-1.27
2019,9,62.3,71.7,52.8,5.19,2.15
2019,10,47.5,56.2,38.8,5.54,5.16
2019,11,30.8,37.2,24.3,2.69,2.23
2019,12,28.4,34.9,21.8,3.42,3.09
2020,1,27.0,32.6,21.3,2.84,2.33
2020,2,23.7,31.8,15.6,1.03,-1.02
2020,3,35.0,43.8,26.2,2.83,1.15
2020,4,40.2,50.5,29.9,3.01,1.21
2020,5,53.2,64.2,42.2,4.06,1.9
2020,6,66.0,78.9,52.9,3.09,-0.94
2020,7,72.5,84.0,60.9,3.93,1.27
2020,8,68.6,79.7,57.5,3.83,0.62
2020,9,58.2,68.7,47.6,3.08,-0.56
2020,10,44.4,53.4,35.4,3.75,2.02
2020,11,41.1,50.3,32.0,2.17,-0.67
2020,12,28.6,34.3,22.8,1.69,-0.17
2021,1,25.0,30.9,19.0,1.05,-1.4
2021,2,17.4,26.7,8.1,1.28,-0.48
2021,3,36.8,48.3,25.4,1.6,-1.77
2021,4,45.1,55.8,34.4,2.08,-1.64
2021,5,54.0,66.4,41.6,2.03,-1.81
2021,6,67.8,79.3,56.2,4.93,1.89
2021,7,68.7,79.6,57.9,4.14,2.65
2021,8,71.0,81.9,60.1,3.94,0.91
2021,9,61.4,72.6,50.2,3.64,0.09
2021,10,55.2,63.5,46.9,3.89,1.06
2021,11,36.3,44.1,28.6,1.76,-0.76
2021,12,30.1,37.4,22.8,2.54,1.44
2022,1,15.4,24.0,6.8,0.95,-1.61
2022,2,19.4,28.4,10.4,2.02,1.14
2022,3,31.0,40.2,21.7,3.38,2.88
2022,4,40.2,49.3,31.0,3.52,2.18
2022,5,57.6,69.0,46.1,3.25,-0.47
2022,6,65.0,77.4,52.5,2.65,-1.55
2022,7,69.2,80.8,57.6,2.96,-0.35
2022,8,68.2,79.0,57.5,4.09,0.88
2022,9,60.9,71.4,50.5,2.46,-2.25
2022,10,48.3,59.2,37.4,2.92,-0.35
2022,11,38.6,47.1,30.2,2.45,-1.63
2022,12,26.9,32.4,21.4,1.98,-0.63
2023,1,28.2,32.8,23.6,2.27,1.14
2023,2,26.5,35.0,17.9,2.73,2.69
2023,3,31.4,40.3,22.5,2.81,1.7
2023,4,44.9,55.6,34.1,3.98,1.99
2023,5,55.0,68.3,41.5,1.76,-2.5
2023,6,64.7,77.2,52.1,2.0,-2.83
2023,7,68.4,79.6,57.2,4.85,2.5
