,fips,state,year,month,count
2009-03,36,NY,2009,3,0
2009-04,36,NY,2009,4,0
2009-05,36,NY,2009,5,0
2009-06,36,NY,2009,6,0
2009-07,36,NY,2009,7,1
2009-08,36,NY,2009,8,0
2009-09,36,NY,2009,9,5
2009-10,36,NY,2009,10,0
2009-11,36,NY,2009,11,0
2009-12,36,NY,2009,12,0
2010-01,36,NY,2010,1,0
2010-02,36,NY,2010,2,0
2010-03,36,NY,2010,3,0
2010-04,36,NY,2010,4,0
2010-05,36,NY,2010,5,0
2010-06,36,NY,2010,6,0
2010-07,36,NY,2010,7,11
2010-08,36,NY,2010,8,52
2010-09,36,NY,2010,9,26
2010-10,36,NY,2010,10,0
2010-11,36,NY,2010,11,0
2010-12,36,NY,2010,12,0
2011-01,36,NY,2011,1,0
2011-02,36,NY,2011,2,0
2011-03,36,NY,2011,3,0
2011-04,36,NY,2011,4,0
2011-05,36,NY,2011,5,0
2011-06,36,NY,2011,6,0
2011-07,36,NY,2011,7,0
2011-08,36,NY,2011,8,20
2011-09,36,NY,2011,9,6
2011-10,36,NY,2011,10,1
2011-11,36,NY,2011,11,1
2011-12,36,NY,2011,12,0
2012-01,36,NY,2012,1,0
2012-02,36,NY,2012,2,0
2012-03,36,NY,2012,3,0
2012-04,36,NY,2012,4,0
2012-05,36,NY,2012,5,0
2012-06,36,NY,2012,6,1
2012-07,36,NY,2012,7,5
2012-08,36,NY,2012,8,32
2012-09,36,NY,2012,9,20
2012-10,36,NY,2012,10,3
2012-11,36,NY,2012,11,0
2012-12,36,NY,2012,12,0
2013-01,36,NY,2013,1,0
2013-02,36,NY,2013,2,0
2013-03,36,NY,2013,3,0
2013-04,36,NY,2013,4,0
2013-05,36,NY,2013,5,0
2013-06,36,NY,2013,6,0
2013-07,36,NY,2013,7,2
2013-08,36,NY,2013,8,6
2013-09,36,NY,2013,9,6
2013-10,36,NY,2013,10,4
2013-11,36,NY,2013,11,0
2013-12,36,NY,2013,12,0
2014-01,36,NY,2014,1,0
2014-02,36,NY,2014,2,0
2014-03,36,NY,2014,3,0
2014-04,36,NY,2014,4,0
2014-05,36,NY,2014,5,0
2014-06,36,NY,2014,6,1
2014-07,36,NY,2014,7,0
2014-08,36,NY,2014,8,9
2014-09,36,NY,2014,9,9
2014-10,36,NY,2014,10,0
2014-11,36,NY,2014,11,0
2014-12,36,NY,2014,12,0
2015-01,36,NY,2015,1,0
2015-02,36,NY,2015,2,0
2015-03,36,NY,2015,3,0
2015-04,36,NY,2015,4,0
2015-05,36,NY,2015,5,0
2015-06,36,NY,2015,6,0
2015-07,36,NY,2015,7,1
2015-08,36,NY,2015,8,14
2015-09,36,NY,2015,9,26
2015-10,36,NY,2015,10,1
2015-11,36,NY,2015,11,0
2015-12,36,NY,2015,12,0
2016-01,36,NY,2016,1,0
2016-02,36,NY,2016,2,0
2016-03,36,NY,2016,3,0
2016-04,36,NY,2016,4,0
2016-05,36,NY,2016,5,0
2016-06,36,NY,2016,6,0
2016-07,36,NY,2016,7,0
2016-08,36,NY,2016,8,3
2016-09,36,NY,2016,9,16
2016-10,36,NY,2016,10,1
2016-11,36,NY,2016,11,0
2016-12,36,NY,2016,12,0
2017-01,36,NY,2017,1,0
2017-02,36,NY,2017,2,0
2017-03,36,NY,2017,3,0
2017-04,36,NY,2017,4,0
2017-05,36,NY,2017,5,0
2017-06,36,NY,2017,6,0
2017-07,36,NY,2017,7,1
2017-08,36,NY,2017,8,19
2017-09,36,NY,2017,9,20
2017-10,36,NY,2017,10,5
2017-11,36,NY,2017,11,0
2017-12,36,NY,2017,12,0
2018-01,36,NY,2018,1,0
2018-02,36,NY,2018,2,0
2018-03,36,NY,2018,3,0
2018-04,36,NY,2018,4,0
2018-05,36,NY,2018,5,0
2018-06,36,NY,2018,6,0
2018-07,36,NY,2018,7,4
2018-08,36,NY,2018,8,36
2018-09,36,NY,2018,9,32
2018-10,36,NY,2018,10,4
2018-11,36,NY,2018,11,0
2018-12,36,NY,2018,12,1
2019-01,36,NY,2019,1,0
2019-02,36,NY,2019,2,0
2019-03,36,NY,2019,3,0
2019-04,36,NY,2019,4,0
2019-05,36,NY,2019,5,0
2019-06,36,NY,2019,6,0
2019-07,36,NY,2019,7,0
2019-08,36,NY,2019,8,6
2019-09,36,NY,2019,9,5
2019-10,36,NY,2019,10,3
2019-11,36,NY,2019,11,0
2019-12,36,NY,2019,12,0
2020-01,36,NY,2020,1,0
2020-02,36,NY,2020,2,1
2020-03,36,NY,2020,3,0
2020-04,36,NY,2020,4,0
2020-05,36,NY,2020,5,0
2020-06,36,NY,2020,6,0
2020-07,36,NY,2020,7,0
2020-08,36,NY,2020,8,9
2020-09,36,NY,2020,9,8
2020-10,36,NY,2020,10,0
2020-11,36,NY,2020,11,0
2020-12,36,NY,2020,12,0
2021-01,36,NY,2021,1,0
2021-02,36,NY,2021,2,0
2021-03,36,NY,2021,3,0
2021-04,36,NY,2021,4,0
2021-05,36,NY,2021,5,0
2021-06,36,NY,2021,6,0
2021-07,36,NY,2021,7,3
2021-08,36,NY,2021,8,12
2021-09,36,NY,2021,9,16
2021-10,36,NY,2021,10,4
2021-11,36,NY,2021,11,0
2021-12,36,NY,2021,12,0
2022-01,36,NY,2022,1,0
2022-02,36,NY,2022,2,0
2022-03,36,NY,2022,3,0
2022-04,36,NY,2022,4,0
2022-05,36,NY,2022,5,0
2022-06,36,NY,2022,6,0
2022-07,36,NY,2022,7,4
2022-08,36,NY,2022,8,33
2022-09,36,NY,2022,9,26
2022-10,36,NY,2022,10,2
2022-11,36,NY,2022,11,1
2022-12,36,NY,2022,12,0
