,fips,state,year,month,count
2005-04,39,OH,2005,4,0
2005-05,39,OH,2005,5,0
2005-06,39,OH,2005,6,1
2005-07,39,OH,2005,7,5
2005-08,39,OH,2005,8,24
2005-09,39,OH,2005,9,15
2005-10,39,OH,2005,10,1
2005-11,39,OH,2005,11,0
2005-12,39,OH,2005,12,0
2006-01,39,OH,2006,1,0
2006-02,39,OH,2006,2,0
2006-03,39,OH,2006,3,0
2006-04,39,OH,2006,4,0
2006-05,39,OH,2006,5,0
2006-06,39,OH,2006,6,0
2006-07,39,OH,2006,7,0
2006-08,39,OH,2006,8,21
2006-09,39,OH,2006,9,14
2006-10,39,OH,2006,10,1
2006-11,39,OH,2006,11,0
2006-12,39,OH,2006,12,0
2007-01,39,OH,2007,1,0
2007-02,39,OH,2007,2,0
2007-03,39,OH,2007,3,0
2007-04,39,OH,2007,4,0
2007-05,39,OH,2007,5,0
2007-06,39,OH,2007,6,0
2007-07,39,OH,2007,7,1
2007-08,39,OH,2007,8,2
2007-09,39,OH,2007,9,8
2007-10,39,OH,2007,10,2
2007-11,39,OH,2007,11,0
2007-12,39,OH,2007,12,0
2008-01,39,OH,2008,1,0
2008-02,39,OH,2008,2,0
2008-03,39,OH,2008,3,0
2008-04,39,OH,2008,4,0
2008-05,39,OH,2008,5,0
2008-06,39,OH,2008,6,0
2008-07,39,OH,2008,7,1
2008-08,39,OH,2008,8,5
2008-09,39,OH,2008,9,8
2008-10,39,OH,2008,10,0
2008-11,39,OH,2008,11,0
2008-12,39,OH,2008,12,0
2009-01,39,OH,2009,1,0
2009-02,39,OH,2009,2,0
2009-03,39,OH,2009,3,0
2009-04,39,OH,2009,4,0
2009-05,39,OH,2009,5,0
2009-06,39,OH,2009,6,0
2009-07,39,OH,2009,7,0
2009-08,39,OH,2009,8,0
2009-09,39,OH,2009,9,0
2009-10,39,OH,2009,10,0
2009-11,39,OH,2009,11,0
2009-12,39,OH,2009,12,0
2010-01,39,OH,2010,1,0
2010-02,39,OH,2010,2,0
2010-03,39,OH,2010,3,0
2010-04,39,OH,2010,4,0
2010-05,39,OH,2010,5,0
2010-06,39,OH,2010,6,0
2010-07,39,OH,2010,7,1
2010-08,39,OH,2010,8,0
2010-09,39,OH,2010,9,2
2010-10,39,OH,2010,10,1
2010-11,39,OH,2010,11,0
2010-12,39,OH,2010,12,0
2011-01,39,OH,2011,1,0
2011-02,39,OH,2011,2,0
2011-03,39,OH,2011,3,0
2011-04,39,OH,2011,4,0
2011-05,39,OH,2011,5,0
2011-06,39,OH,2011,6,0
2011-07,39,OH,2011,7,0
2011-08,39,OH,2011,8,5
2011-09,39,OH,2011,9,5
2011-10,39,OH,2011,10,0
2011-11,39,OH,2011,11,0
2011-12,39,OH,2011,12,0
2012-01,39,OH,2012,1,0
2012-02,39,OH,2012,2,0
2012-03,39,OH,2012,3,0
2012-04,39,OH,2012,4,0
2012-05,39,OH,2012,5,0
2012-06,39,OH,2012,6,0
2012-07,39,OH,2012,7,7
2012-08,39,OH,2012,8,48
2012-09,39,OH,2012,9,20
2012-10,39,OH,2012,10,1
2012-11,39,OH,2012,11,0
2012-12,39,OH,2012,12,0
2013-01,39,OH,2013,1,0
2013-02,39,OH,2013,2,0
2013-03,39,OH,2013,3,0
2013-04,39,OH,2013,4,0
2013-05,39,OH,2013,5,0
2013-06,39,OH,2013,6,0
2013-07,39,OH,2013,7,2
2013-08,39,OH,2013,8,7
2013-09,39,OH,2013,9,10
2013-10,39,OH,2013,10,2
2013-11,39,OH,2013,11,0
2013-12,39,OH,2013,12,0
2014-01,39,OH,2014,1,0
2014-02,39,OH,2014,2,0
2014-03,39,OH,2014,3,0
2014-04,39,OH,2014,4,0
2014-05,39,OH,2014,5,0
2014-06,39,OH,2014,6,0
2014-07,39,OH,2014,7,0
2014-08,39,OH,2014,8,4
2014-09,39,OH,2014,9,6
2014-10,39,OH,2014,10,0
2014-11,39,OH,2014,11,0
2014-12,39,OH,2014,12,0
2015-01,39,OH,2015,1,0
2015-02,39,OH,2015,2,0
2015-03,39,OH,2015,3,0
2015-04,39,OH,2015,4,0
2015-05,39,OH,2015,5,0
2015-06,39,OH,2015,6,0
2015-07,39,OH,2015,7,4
2015-08,39,OH,2015,8,13
2015-09,39,OH,2015,9,6
2015-10,39,OH,2015,10,0
2015-11,39,OH,2015,11,0
2015-12,39,OH,2015,12,0
2016-01,39,OH,2016,1,0
2016-02,39,OH,2016,2,0
2016-03,39,OH,2016,3,0
2016-04,39,OH,2016,4,0
2016-05,39,OH,2016,5,0
2016-06,39,OH,2016,6,0
2016-07,39,OH,2016,7,1
2016-08,39,OH,2016,8,4
2016-09,39,OH,2016,9,6
2016-10,39,OH,2016,10,1
2016-11,39,OH,2016,11,0
2016-12,39,OH,2016,12,0
2017-01,39,OH,2017,1,0
2017-02,39,OH,2017,2,0
2017-03,39,OH,2017,3,0
2017-04,39,OH,2017,4,0
2017-05,39,OH,2017,5,0
2017-06,39,OH,2017,6,0
2017-07,39,OH,2017,7,1
2017-08,39,OH,2017,8,11
2017-09,39,OH,2017,9,8
2017-10,39,OH,2017,10,3
2017-11,39,OH,2017,11,0
2017-12,39,OH,2017,12,0
2018-01,39,OH,2018,1,0
2018-02,39,OH,2018,2,0
2018-03,39,OH,2018,3,0
2018-04,39,OH,2018,4,0
2018-05,39,OH,2018,5,0
2018-06,39,OH,2018,6,1
2018-07,39,OH,2018,7,1
2018-08,39,OH,2018,8,22
2018-09,39,OH,2018,9,14
2018-10,39,OH,2018,10,7
2018-11,39,OH,2018,11,0
2018-12,39,OH,2018,12,0
2019-01,39,OH,2019,1,0
2019-02,39,OH,2019,2,0
2019-03,39,OH,2019,3,0
2019-04,39,OH,2019,4,0
2019-05,39,OH,2019,5,0
2019-06,39,OH,2019,6,0
2019-07,39,OH,2019,7,0
2019-08,39,OH,2019,8,0
2019-09,39,OH,2019,9,3
2019-10,39,OH,2019,10,0
2019-11,39,OH,2019,11,0
2019-12,39,OH,2019,12,0
2020-01,39,OH,2020,1,0
2020-02,39,OH,2020,2,0
2020-03,39,OH,2020,3,0
2020-04,39,OH,2020,4,0
2020-05,39,OH,2020,5,0
2020-06,39,OH,2020,6,0
2020-07,39,OH,2020,7,0
2020-08,39,OH,2020,8,2
2020-09,39,OH,2020,9,1
2020-10,39,OH,2020,10,0
2020-11,39,OH,2020,11,0
2020-12,39,OH,2020,12,0
2021-01,39,OH,2021,1,0
2021-02,39,OH,2021,2,0
2021-03,39,OH,2021,3,0
2021-04,39,OH,2021,4,0
2021-05,39,OH,2021,5,0
2021-06,39,OH,2021,6,0
2021-07,39,OH,2021,7,1
2021-08,39,OH,2021,8,4
2021-09,39,OH,2021,9,4
2021-10,39,OH,2021,10,2
2021-11,39,OH,2021,11,0
2021-12,39,OH,2021,12,0
2022-01,39,OH,2022,1,0
2022-02,39,OH,2022,2,0
2022-03,39,OH,2022,3,0
2022-04,39,OH,2022,4,0
2022-05,39,OH,2022,5,0
2022-06,39,OH,2022,6,0
2022-07,39,OH,2022,7,1
2022-08,39,OH,2022,8,3
2022-09,39,OH,2022,9,1
2022-10,39,OH,2022,10,0
2022-11,39,OH,2022,11,0
2022-12,39,OH,2022,12,0
