"DateTime","Fever[en]"
"2008-04-17 00:00:00",2471
"2008-04-18 00:00:00",2113
"2008-04-19 00:00:00",1705
"2008-04-20 00:00:00",2024
"2008-04-21 00:00:00",2544
"2008-04-22 00:00:00",2320
"2008-04-23 00:00:00",2393
"2008-04-24 00:00:00",2271
"2008-04-25 00:00:00",2054
"2008-04-26 00:00:00",1666
"2008-04-27 00:00:00",1941
"2008-04-28 00:00:00",2862
"2008-04-29 00:00:00",2623
"2008-04-30 00:00:00",2500
"2008-05-01 00:00:00",2411
"2008-05-02 00:00:00",2009
"2008-05-03 00:00:00",1616
"2008-05-04 00:00:00",1760
"2008-05-05 00:00:00",2368
"2008-05-06 00:00:00",2389
"2008-05-07 00:00:00",2438
"2008-05-08 00:00:00",2297
"2008-05-09 00:00:00",1951
"2008-05-10 00:00:00",1611
"2008-05-11 00:00:00",1696
"2008-05-12 00:00:00",2437
"2008-05-13 00:00:00",2461
"2008-05-14 00:00:00",3008
"2008-05-15 00:00:00",2593
"2008-05-16 00:00:00",2145
"2008-05-17 00:00:00",1754
"2008-05-18 00:00:00",2001
"2008-05-19 00:00:00",2667
"2008-05-20 00:00:00",2665
"2008-05-21 00:00:00",2494
"2008-05-22 00:00:00",2250
"2008-05-23 00:00:00",2057
"2008-05-24 00:00:00",1765
"2008-05-25 00:00:00",2023
"2008-05-26 00:00:00",2367
"2008-05-27 00:00:00",2580
"2008-05-28 00:00:00",2612
"2008-05-29 00:00:00",2464
"2008-05-30 00:00:00",2078
"2008-05-31 00:00:00",1698
"2008-06-01 00:00:00",1851
"2008-06-02 00:00:00",2394
"2008-06-03 00:00:00",2447
"2008-06-04 00:00:00",2433
"2008-06-05 00:00:00",2226
"2008-06-06 00:00:00",1932
"2008-06-07 00:00:00",1765
"2008-06-08 00:00:00",1914
"2008-06-09 00:00:00",2531
"2008-06-10 00:00:00",2555
"2008-06-11 00:00:00",2475
"2008-06-12 00:00:00",2417
"2008-06-13 00:00:00",2024
"2008-06-14 00:00:00",1837
"2008-06-15 00:00:00",2046
"2008-06-16 00:00:00",2664
"2008-06-17 00:00:00",2471
"2008-06-18 00:00:00",2439
"2008-06-19 00:00:00",2495
"2008-06-20 00:00:00",2166
"2008-06-21 00:00:00",1723
"2008-06-22 00:00:00",2111
"2008-06-23 00:00:00",2534
"2008-06-24 00:00:00",2776
"2008-06-25 00:00:00",2485
"2008-06-26 00:00:00",2457
"2008-06-27 00:00:00",2191
"2008-06-28 00:00:00",1837
"2008-06-29 00:00:00",1944
"2008-06-30 00:00:00",2469
"2008-07-01 00:00:00",2512
"2008-07-02 00:00:00",2398
"2008-07-03 00:00:00",2293
"2008-07-04 00:00:00",1980
"2008-07-05 00:00:00",1857
"2008-07-06 00:00:00",2004
"2008-07-07 00:00:00",2510
"2008-07-08 00:00:00",2630
"2008-07-09 00:00:00",2392
"2008-07-10 00:00:00",2376
"2008-07-11 00:00:00",1907
"2008-07-12 00:00:00",1497
"2008-07-13 00:00:00",1843
"2008-07-14 00:00:00",2204
"2008-07-15 00:00:00",2264
"2008-07-16 00:00:00",2221
"2008-07-17 00:00:00",2091
"2008-07-18 00:00:00",1876
"2008-07-19 00:00:00",1712
"2008-07-20 00:00:00",1692
"2008-07-21 00:00:00",2450
"2008-07-22 00:00:00",2421
"2008-07-23 00:00:00",2398
"2008-07-24 00:00:00",2163
"2008-07-25 00:00:00",2070
"2008-07-26 00:00:00",1872
"2008-07-27 00:00:00",1922
"2008-07-28 00:00:00",2519
"2008-07-29 00:00:00",2604
"2008-07-30 00:00:00",2501
"2008-07-31 00:00:00",2294
"2008-08-01 00:00:00",2162
"2008-08-02 00:00:00",1814
"2008-08-03 00:00:00",2045
"2008-08-04 00:00:00",2465
"2008-08-05 00:00:00",2647
"2008-08-06 00:00:00",2625
"2008-08-07 00:00:00",2461
"2008-08-08 00:00:00",2078
"2008-08-09 00:00:00",1742
"2008-08-10 00:00:00",1877
"2008-08-11 00:00:00",2342
"2008-08-12 00:00:00",2340
"2008-08-13 00:00:00",2288
"2008-08-14 00:00:00",2040
"2008-08-15 00:00:00",1917
"2008-08-16 00:00:00",1532
"2008-08-17 00:00:00",1718
"2008-08-18 00:00:00",2200
"2008-08-19 00:00:00",2506
"2008-08-20 00:00:00",2298
"2008-08-21 00:00:00",2396
"2008-08-22 00:00:00",2108
"2008-08-23 00:00:00",1671
"2008-08-24 00:00:00",1883
"2008-08-25 00:00:00",2526
"2008-08-26 00:00:00",2609
"2008-08-27 00:00:00",2689
"2008-08-28 00:00:00",2504
"2008-08-29 00:00:00",2144
"2008-08-30 00:00:00",1891
"2008-08-31 00:00:00",2038
"2008-09-01 00:00:00",2446
"2008-09-02 00:00:00",2458
"2008-09-03 00:00:00",2642
"2008-09-04 00:00:00",2551
"2008-09-05 00:00:00",2396
"2008-09-06 00:00:00",1934
"2008-09-07 00:00:00",2221
"2008-09-08 00:00:00",2713
"2008-09-09 00:00:00",2839
"2008-09-10 00:00:00",2831
"2008-09-11 00:00:00",2858
"2008-09-12 00:00:00",2363
"2008-09-13 00:00:00",2116
"2008-09-14 00:00:00",2418
"2008-09-15 00:00:00",2979
"2008-09-16 00:00:00",2970
"2008-09-17 00:00:00",2947
"2008-09-18 00:00:00",2743
"2008-09-19 00:00:00",2562
"2008-09-20 00:00:00",2101
"2008-09-21 00:00:00",2542
"2008-09-22 00:00:00",2992
"2008-09-23 00:00:00",3115
"2008-09-24 00:00:00",2908
"2008-09-25 00:00:00",2814
"2008-09-26 00:00:00",2510
"2008-09-27 00:00:00",2245
"2008-09-28 00:00:00",2435
"2008-09-29 00:00:00",2874
"2008-09-30 00:00:00",2486
"2008-10-01 00:00:00",2766
"2008-10-02 00:00:00",2742
"2008-10-03 00:00:00",2477
"2008-10-04 00:00:00",2156
"2008-10-05 00:00:00",2394
"2008-10-06 00:00:00",3259
"2008-10-07 00:00:00",3372
"2008-10-08 00:00:00",3279
"2008-10-09 00:00:00",2943
"2008-10-10 00:00:00",2651
"2008-10-11 00:00:00",2136
"2008-10-12 00:00:00",2553
"2008-10-13 00:00:00",3218
"2008-10-14 00:00:00",3428
"2008-10-15 00:00:00",3215
"2008-10-16 00:00:00",3094
"2008-10-17 00:00:00",2549
"2008-10-18 00:00:00",2219
"2008-10-19 00:00:00",2661
"2008-10-20 00:00:00",3318
"2008-10-21 00:00:00",1506
"2008-10-22 00:00:00",1664
"2008-10-23 00:00:00",2972
"2008-10-24 00:00:00",2636
"2008-10-25 00:00:00",2193
"2008-10-26 00:00:00",2437
"2008-10-27 00:00:00",3178
"2008-10-28 00:00:00",3137
"2008-10-29 00:00:00",3173
"2008-10-30 00:00:00",3003
"2008-10-31 00:00:00",2495
"2008-11-01 00:00:00",2088
"2008-11-02 00:00:00",2568
"2008-11-03 00:00:00",3367
"2008-11-04 00:00:00",3501
"2008-11-05 00:00:00",2860
"2008-11-06 00:00:00",3135
"2008-11-07 00:00:00",2640
"2008-11-08 00:00:00",2330
"2008-11-09 00:00:00",2564
"2008-11-10 00:00:00",3200
"2008-11-11 00:00:00",3197
"2008-11-12 00:00:00",3311
"2008-11-13 00:00:00",3333
"2008-11-14 00:00:00",2863
"2008-11-15 00:00:00",2343
"2008-11-16 00:00:00",2659
"2008-11-17 00:00:00",3221
"2008-11-18 00:00:00",3114
"2008-11-19 00:00:00",3050
"2008-11-20 00:00:00",2933
"2008-11-21 00:00:00",2665
"2008-11-22 00:00:00",2367
"2008-11-23 00:00:00",2464
"2008-11-24 00:00:00",3225
"2008-11-25 00:00:00",3068
"2008-11-26 00:00:00",2951
"2008-11-27 00:00:00",2434
"2008-11-28 00:00:00",2359
"2008-11-29 00:00:00",2239
"2008-11-30 00:00:00",2717
"2008-12-01 00:00:00",3419
"2008-12-02 00:00:00",3319
"2008-12-03 00:00:00",3476
"2008-12-04 00:00:00",3278
"2008-12-05 00:00:00",2889
"2008-12-06 00:00:00",2537
"2008-12-07 00:00:00",2669
"2008-12-08 00:00:00",3266
"2008-12-09 00:00:00",3349
"2008-12-10 00:00:00",3401
"2008-12-11 00:00:00",3166
"2008-12-12 00:00:00",2804
"2008-12-13 00:00:00",2398
"2008-12-14 00:00:00",2905
"2008-12-15 00:00:00",3488
"2008-12-16 00:00:00",3416
"2008-12-17 00:00:00",3133
"2008-12-18 00:00:00",3099
"2008-12-19 00:00:00",2693
"2008-12-20 00:00:00",2353
"2008-12-21 00:00:00",2508
"2008-12-22 00:00:00",2808
"2008-12-23 00:00:00",2629
"2008-12-24 00:00:00",2281
"2008-12-25 00:00:00",1696
"2008-12-26 00:00:00",2203
"2008-12-27 00:00:00",2323
"2008-12-28 00:00:00",2579
"2008-12-29 00:00:00",2982
"2008-12-30 00:00:00",2957
"2008-12-31 00:00:00",2626
"2009-01-01 00:00:00",2084
"2009-01-02 00:00:00",2921
"2009-01-03 00:00:00",2942
"2009-01-04 00:00:00",3195
"2009-01-05 00:00:00",3729
"2009-01-06 00:00:00",3754
"2009-01-07 00:00:00",3545
"2009-01-08 00:00:00",3439
"2009-01-09 00:00:00",3052
"2009-01-10 00:00:00",2740
"2009-01-11 00:00:00",3154
"2009-01-12 00:00:00",3688
"2009-01-13 00:00:00",3772
"2009-01-14 00:00:00",3608
"2009-01-15 00:00:00",3641
"2009-01-16 00:00:00",3238
"2009-01-17 00:00:00",2722
"2009-01-18 00:00:00",3183
"2009-01-19 00:00:00",3834
"2009-01-20 00:00:00",3968
"2009-01-21 00:00:00",3768
"2009-01-22 00:00:00",3737
"2009-01-23 00:00:00",3484
"2009-01-24 00:00:00",3004
"2009-01-25 00:00:00",3356
"2009-01-26 00:00:00",3913
"2009-01-27 00:00:00",4358
"2009-01-28 00:00:00",4375
"2009-01-29 00:00:00",4053
"2009-01-30 00:00:00",3872
"2009-01-31 00:00:00",3200
"2009-02-01 00:00:00",3644
"2009-02-02 00:00:00",4403
"2009-02-03 00:00:00",4423
"2009-02-04 00:00:00",4491
"2009-02-05 00:00:00",4246
"2009-02-06 00:00:00",4095
"2009-02-07 00:00:00",3801
"2009-02-08 00:00:00",4309
"2009-02-09 00:00:00",4646
"2009-02-10 00:00:00",4865
"2009-02-11 00:00:00",5079
"2009-02-12 00:00:00",4520
"2009-02-13 00:00:00",3990
"2009-02-14 00:00:00",3339
"2009-02-15 00:00:00",3733
"2009-02-16 00:00:00",4574
"2009-02-17 00:00:00",4734
"2009-02-18 00:00:00",4743
"2009-02-19 00:00:00",4613
"2009-02-20 00:00:00",4140
"2009-02-21 00:00:00",3547
"2009-02-22 00:00:00",3659
"2009-02-23 00:00:00",4787
"2009-02-24 00:00:00",4822
"2009-02-25 00:00:00",4594
"2009-02-26 00:00:00",4370
"2009-02-27 00:00:00",4299
"2009-02-28 00:00:00",3763
"2009-03-01 00:00:00",3937
"2009-03-02 00:00:00",4697
"2009-03-03 00:00:00",4376
"2009-03-04 00:00:00",4415
"2009-03-05 00:00:00",4264
"2009-03-06 00:00:00",3695
"2009-03-07 00:00:00",3259
"2009-03-08 00:00:00",3706
"2009-03-09 00:00:00",4377
"2009-03-10 00:00:00",4076
"2009-03-11 00:00:00",4088
"2009-03-12 00:00:00",3891
"2009-03-13 00:00:00",3668
"2009-03-14 00:00:00",3124
"2009-03-15 00:00:00",3316
"2009-03-16 00:00:00",4090
"2009-03-17 00:00:00",4016
"2009-03-18 00:00:00",3904
"2009-03-19 00:00:00",3981
"2009-03-20 00:00:00",3492
"2009-03-21 00:00:00",3009
"2009-03-22 00:00:00",3093
"2009-03-23 00:00:00",3879
"2009-03-24 00:00:00",3910
"2009-03-25 00:00:00",3786
"2009-03-26 00:00:00",3678
"2009-03-27 00:00:00",3089
"2009-03-28 00:00:00",2811
"2009-03-29 00:00:00",3047
"2009-03-30 00:00:00",3536
"2009-03-31 00:00:00",3550
"2009-04-01 00:00:00",3411
"2009-04-02 00:00:00",3787
"2009-04-03 00:00:00",3069
"2009-04-04 00:00:00",2601
"2009-04-05 00:00:00",2865
"2009-04-06 00:00:00",3627
"2009-04-07 00:00:00",3482
"2009-04-08 00:00:00",3469
"2009-04-09 00:00:00",3116
"2009-04-10 00:00:00",2669
"2009-04-11 00:00:00",2338
"2009-04-12 00:00:00",2573
"2009-04-13 00:00:00",3371
"2009-04-14 00:00:00",3444
"2009-04-15 00:00:00",3404
"2009-04-16 00:00:00",3058
"2009-04-17 00:00:00",2913
"2009-04-18 00:00:00",2407
"2009-04-19 00:00:00",2831
"2009-04-20 00:00:00",3242
"2009-04-21 00:00:00",3158
"2009-04-22 00:00:00",3051
"2009-04-23 00:00:00",3015
"2009-04-24 00:00:00",3000
"2009-04-25 00:00:00",2569
"2009-04-26 00:00:00",3138
"2009-04-27 00:00:00",4189
"2009-04-28 00:00:00",4667
"2009-04-29 00:00:00",5096
"2009-04-30 00:00:00",5345
"2009-05-01 00:00:00",4725
"2009-05-02 00:00:00",3611
"2009-05-03 00:00:00",3562
"2009-05-04 00:00:00",4604
"2009-05-05 00:00:00",4456
"2009-05-06 00:00:00",3925
"2009-05-07 00:00:00",3919
"2009-05-08 00:00:00",3322
"2009-05-09 00:00:00",2903
"2009-05-10 00:00:00",3039
"2009-05-11 00:00:00",3832
"2009-05-12 00:00:00",3987
"2009-05-13 00:00:00",3555
"2009-05-14 00:00:00",3839
"2009-05-15 00:00:00",3146
"2009-05-16 00:00:00",2646
"2009-05-17 00:00:00",3134
"2009-05-18 00:00:00",3862
"2009-05-19 00:00:00",3960
"2009-05-20 00:00:00",3781
"2009-05-21 00:00:00",3678
"2009-05-22 00:00:00",3237
"2009-05-23 00:00:00",2640
"2009-05-24 00:00:00",2966
"2009-05-25 00:00:00",3404
"2009-05-26 00:00:00",3700
"2009-05-27 00:00:00",3792
"2009-05-28 00:00:00",3521
"2009-05-29 00:00:00",3105
"2009-05-30 00:00:00",2640
"2009-05-31 00:00:00",2927
"2009-06-01 00:00:00",3648
"2009-06-02 00:00:00",3670
"2009-06-03 00:00:00",3620
"2009-06-04 00:00:00",3548
"2009-06-05 00:00:00",3125
"2009-06-06 00:00:00",2485
"2009-06-07 00:00:00",2946
"2009-06-08 00:00:00",4292
"2009-06-09 00:00:00",3935
"2009-06-10 00:00:00",3618
"2009-06-11 00:00:00",3699
"2009-06-12 00:00:00",3465
"2009-06-13 00:00:00",2983
"2009-06-14 00:00:00",3158
"2009-06-15 00:00:00",4069
"2009-06-16 00:00:00",3728
"2009-06-17 00:00:00",3957
"2009-06-18 00:00:00",3811
"2009-06-19 00:00:00",3341
"2009-06-20 00:00:00",2794
"2009-06-21 00:00:00",2963
"2009-06-22 00:00:00",3973
"2009-06-23 00:00:00",3986
"2009-06-24 00:00:00",3691
"2009-06-25 00:00:00",3827
"2009-06-26 00:00:00",3334
"2009-06-27 00:00:00",3070
"2009-06-28 00:00:00",3348
"2009-06-29 00:00:00",3950
"2009-06-30 00:00:00",3787
"2009-07-01 00:00:00",3936
"2009-07-02 00:00:00",3446
"2009-07-03 00:00:00",3082
"2009-07-04 00:00:00",2838
"2009-07-05 00:00:00",2939
"2009-07-06 00:00:00",3913
"2009-07-07 00:00:00",3856
"2009-07-08 00:00:00",3890
"2009-07-09 00:00:00",3654
"2009-07-10 00:00:00",3231
"2009-07-11 00:00:00",2746
"2009-07-12 00:00:00",3157
"2009-07-13 00:00:00",3994
"2009-07-14 00:00:00",3997
"2009-07-15 00:00:00",4012
"2009-07-16 00:00:00",3915
"2009-07-17 00:00:00",3359
"2009-07-18 00:00:00",2967
"2009-07-19 00:00:00",3245
"2009-07-20 00:00:00",4223
"2009-07-21 00:00:00",4356
"2009-07-22 00:00:00",4042
"2009-07-23 00:00:00",3934
"2009-07-24 00:00:00",3407
"2009-07-25 00:00:00",2942
"2009-07-26 00:00:00",3325
"2009-07-27 00:00:00",4300
"2009-07-28 00:00:00",4196
"2009-07-29 00:00:00",4013
"2009-07-30 00:00:00",3713
"2009-07-31 00:00:00",3081
"2009-08-01 00:00:00",2820
"2009-08-02 00:00:00",3111
"2009-08-03 00:00:00",3940
"2009-08-04 00:00:00",4111
"2009-08-05 00:00:00",4019
"2009-08-06 00:00:00",3702
"2009-08-07 00:00:00",3354
"2009-08-08 00:00:00",2892
"2009-08-09 00:00:00",3056
"2009-08-10 00:00:00",3957
"2009-08-11 00:00:00",4247
"2009-08-12 00:00:00",3870
"2009-08-13 00:00:00",3954
"2009-08-14 00:00:00",3257
"2009-08-15 00:00:00",2747
"2009-08-16 00:00:00",3129
"2009-08-17 00:00:00",3807
"2009-08-18 00:00:00",3890
"2009-08-19 00:00:00",3925
"2009-08-20 00:00:00",3720
"2009-08-21 00:00:00",3125
"2009-08-22 00:00:00",2707
"2009-08-23 00:00:00",3046
"2009-08-24 00:00:00",3724
"2009-08-25 00:00:00",3862
"2009-08-26 00:00:00",3865
"2009-08-27 00:00:00",3839
"2009-08-28 00:00:00",3440
"2009-08-29 00:00:00",2801
"2009-08-30 00:00:00",3098
"2009-08-31 00:00:00",4134
"2009-09-01 00:00:00",4137
"2009-09-02 00:00:00",4411
"2009-09-03 00:00:00",4215
"2009-09-04 00:00:00",3661
"2009-09-05 00:00:00",2586
"2009-09-06 00:00:00",3189
"2009-09-07 00:00:00",4188
"2009-09-08 00:00:00",5050
"2009-09-09 00:00:00",4837
"2009-09-10 00:00:00",4518
"2009-09-11 00:00:00",4275
"2009-09-12 00:00:00",3446
"2009-09-13 00:00:00",4151
"2009-09-14 00:00:00",5194
"2009-09-15 00:00:00",5332
"2009-09-16 00:00:00",5356
"2009-09-17 00:00:00",4906
"2009-09-18 00:00:00",4347
"2009-09-19 00:00:00",3556
"2009-09-20 00:00:00",3906
"2009-09-21 00:00:00",3031
"2009-09-22 00:00:00",0
"2009-09-23 00:00:00",0
"2009-09-24 00:00:00",0
"2009-09-25 00:00:00",0
"2009-09-26 00:00:00",0
"2009-09-27 00:00:00",0
"2009-09-28 00:00:00",0
"2009-09-29 00:00:00",0
"2009-09-30 00:00:00",0
"2009-10-01 00:00:00",5026
"2009-10-02 00:00:00",4617
"2009-10-03 00:00:00",3977
"2009-10-04 00:00:00",4276
"2009-10-05 00:00:00",5703
"2009-10-06 00:00:00",5399
"2009-10-07 00:00:00",5623
"2009-10-08 00:00:00",5400
"2009-10-09 00:00:00",5009
"2009-10-10 00:00:00",4214
"2009-10-11 00:00:00",4466
"2009-10-12 00:00:00",5856
"2009-10-13 00:00:00",6467
"2009-10-14 00:00:00",6129
"2009-10-15 00:00:00",0
"2009-10-16 00:00:00",4757
"2009-10-17 00:00:00",4378
"2009-10-18 00:00:00",4399
"2009-10-19 00:00:00",6754
"2009-10-20 00:00:00",7033
"2009-10-21 00:00:00",7632
"2009-10-22 00:00:00",7085
"2009-10-23 00:00:00",6211
"2009-10-24 00:00:00",5333
"2009-10-25 00:00:00",5759
"2009-10-26 00:00:00",7984
"2009-10-27 00:00:00",8162
"2009-10-28 00:00:00",8575
"2009-10-29 00:00:00",7784
"2009-10-30 00:00:00",7193
"2009-10-31 00:00:00",5489
"2009-11-01 00:00:00",5398
"2009-11-02 00:00:00",7670
"2009-11-03 00:00:00",8868
"2009-11-04 00:00:00",8414
"2009-11-05 00:00:00",7832
"2009-11-06 00:00:00",6725
"2009-11-07 00:00:00",5322
"2009-11-08 00:00:00",5681
"2009-11-09 00:00:00",7466
"2009-11-10 00:00:00",7287
"2009-11-11 00:00:00",6496
"2009-11-12 00:00:00",6694
"2009-11-13 00:00:00",5605
"2009-11-14 00:00:00",4370
"2009-11-15 00:00:00",4824
"2009-11-16 00:00:00",6046
"2009-11-17 00:00:00",4948
"2009-11-18 00:00:00",5095
"2009-11-19 00:00:00",4691
"2009-11-20 00:00:00",4410
"2009-11-21 00:00:00",3561
"2009-11-22 00:00:00",2442
"2009-11-23 00:00:00",4413
"2009-11-24 00:00:00",4330
"2009-11-25 00:00:00",3995
"2009-11-26 00:00:00",3435
"2009-11-27 00:00:00",3156
"2009-11-28 00:00:00",4000
"2009-11-29 00:00:00",3258
"2009-11-30 00:00:00",4346
"2009-12-01 00:00:00",4247
"2009-12-02 00:00:00",3948
"2009-12-03 00:00:00",3818
"2009-12-04 00:00:00",3681
"2009-12-05 00:00:00",3073
"2009-12-06 00:00:00",3149
"2009-12-07 00:00:00",3966
"2009-12-08 00:00:00",3882
"2009-12-09 00:00:00",3828
"2009-12-10 00:00:00",3598
"2009-12-11 00:00:00",3238
"2009-12-12 00:00:00",2969
"2009-12-13 00:00:00",3023
"2009-12-14 00:00:00",3391
"2009-12-15 00:00:00",3337
"2009-12-16 00:00:00",3333
"2009-12-17 00:00:00",3383
"2009-12-18 00:00:00",3173
"2009-12-19 00:00:00",2604
"2009-12-20 00:00:00",2825
"2009-12-21 00:00:00",3261
"2009-12-22 00:00:00",3147
"2009-12-23 00:00:00",3001
"2009-12-24 00:00:00",2373
"2009-12-25 00:00:00",1830
"2009-12-26 00:00:00",2414
"2009-12-27 00:00:00",2786
"2009-12-28 00:00:00",3253
"2009-12-29 00:00:00",3446
"2009-12-30 00:00:00",3361
"2009-12-31 00:00:00",3014
"2010-01-01 00:00:00",2347
"2010-01-02 00:00:00",2869
"2010-01-03 00:00:00",2719
"2010-01-04 00:00:00",3127
"2010-01-05 00:00:00",3289
"2010-01-06 00:00:00",3665
"2010-01-07 00:00:00",3672
"2010-01-08 00:00:00",3468
"2010-01-09 00:00:00",3081
"2010-01-10 00:00:00",3005
"2010-01-11 00:00:00",3743
"2010-01-12 00:00:00",3852
"2010-01-13 00:00:00",3672
"2010-01-14 00:00:00",3752
"2010-01-15 00:00:00",3418
"2010-01-16 00:00:00",3000
"2010-01-17 00:00:00",3303
"2010-01-18 00:00:00",3746
"2010-01-19 00:00:00",4108
"2010-01-20 00:00:00",4100
"2010-01-21 00:00:00",3818
"2010-01-22 00:00:00",3622
"2010-01-23 00:00:00",271
"2010-01-24 00:00:00",0
"2010-01-25 00:00:00",3893
"2010-01-26 00:00:00",3900
"2010-01-27 00:00:00",3881
"2010-01-28 00:00:00",3838
"2010-01-29 00:00:00",3524
"2010-01-30 00:00:00",3119
"2010-01-31 00:00:00",3242
"2010-02-01 00:00:00",3905
"2010-02-02 00:00:00",4193
"2010-02-03 00:00:00",4176
"2010-02-04 00:00:00",4191
"2010-02-05 00:00:00",4139
"2010-02-06 00:00:00",3244
"2010-02-07 00:00:00",3586
"2010-02-08 00:00:00",3368
"2010-02-09 00:00:00",4357
"2010-02-10 00:00:00",4299
"2010-02-11 00:00:00",3926
"2010-02-12 00:00:00",3592
"2010-02-13 00:00:00",2978
"2010-02-14 00:00:00",3064
"2010-02-15 00:00:00",3694
"2010-02-16 00:00:00",4214
"2010-02-17 00:00:00",4267
"2010-02-18 00:00:00",4032
"2010-02-19 00:00:00",3434
"2010-02-20 00:00:00",3310
"2010-02-21 00:00:00",3663
"2010-02-22 00:00:00",4440
"2010-02-23 00:00:00",4565
"2010-02-24 00:00:00",4004
"2010-02-25 00:00:00",3391
"2010-02-26 00:00:00",3390
"2010-02-27 00:00:00",3208
"2010-02-28 00:00:00",3468
"2010-03-01 00:00:00",4067
"2010-03-02 00:00:00",4269
"2010-03-03 00:00:00",4164
"2010-03-04 00:00:00",4150
"2010-03-05 00:00:00",3828
"2010-03-06 00:00:00",3473
"2010-03-07 00:00:00",3567
"2010-03-08 00:00:00",4419
"2010-03-09 00:00:00",4340
"2010-03-10 00:00:00",4211
"2010-03-11 00:00:00",3980
"2010-03-12 00:00:00",4050
"2010-03-13 00:00:00",3359
"2010-03-14 00:00:00",3264
"2010-03-15 00:00:00",4117
"2010-03-16 00:00:00",3953
"2010-03-17 00:00:00",3939
"2010-03-18 00:00:00",3880
"2010-03-19 00:00:00",3679
"2010-03-20 00:00:00",3280
"2010-03-21 00:00:00",3402
"2010-03-22 00:00:00",4011
"2010-03-23 00:00:00",3997
"2010-03-24 00:00:00",3887
"2010-03-25 00:00:00",3995
"2010-03-26 00:00:00",3399
"2010-03-27 00:00:00",3118
"2010-03-28 00:00:00",3300
"2010-03-29 00:00:00",4000
"2010-03-30 00:00:00",3928
"2010-03-31 00:00:00",3946
"2010-04-01 00:00:00",3398
