"DateTime","Influenza[en]"
"2008-05-02 00:00:00",2457
"2008-05-03 00:00:00",1690
"2008-05-04 00:00:00",2093
"2008-05-05 00:00:00",3109
"2008-05-06 00:00:00",3029
"2008-05-07 00:00:00",3096
"2008-05-08 00:00:00",3066
"2008-05-09 00:00:00",2576
"2008-05-10 00:00:00",1749
"2008-05-11 00:00:00",2163
"2008-05-12 00:00:00",3191
"2008-05-13 00:00:00",3166
"2008-05-14 00:00:00",3265
"2008-05-15 00:00:00",2961
"2008-05-16 00:00:00",2444
"2008-05-17 00:00:00",1513
"2008-05-18 00:00:00",2009
"2008-05-19 00:00:00",2988
"2008-05-20 00:00:00",3254
"2008-05-21 00:00:00",2944
"2008-05-22 00:00:00",2870
"2008-05-23 00:00:00",2230
"2008-05-24 00:00:00",1436
"2008-05-25 00:00:00",1774
"2008-05-26 00:00:00",2406
"2008-05-27 00:00:00",2685
"2008-05-28 00:00:00",2746
"2008-05-29 00:00:00",2746
"2008-05-30 00:00:00",2125
"2008-05-31 00:00:00",1602
"2008-06-01 00:00:00",1812
"2008-06-02 00:00:00",2662
"2008-06-03 00:00:00",2693
"2008-06-04 00:00:00",2599
"2008-06-05 00:00:00",2376
"2008-06-06 00:00:00",1840
"2008-06-07 00:00:00",1402
"2008-06-08 00:00:00",1736
"2008-06-09 00:00:00",2436
"2008-06-10 00:00:00",2440
"2008-06-11 00:00:00",2340
"2008-06-12 00:00:00",2274
"2008-06-13 00:00:00",1790
"2008-06-14 00:00:00",1393
"2008-06-15 00:00:00",1610
"2008-06-16 00:00:00",2272
"2008-06-17 00:00:00",2481
"2008-06-18 00:00:00",2309
"2008-06-19 00:00:00",2300
"2008-06-20 00:00:00",1894
"2008-06-21 00:00:00",1468
"2008-06-22 00:00:00",1657
"2008-06-23 00:00:00",2259
"2008-06-24 00:00:00",2349
"2008-06-25 00:00:00",2079
"2008-06-26 00:00:00",2137
"2008-06-27 00:00:00",1703
"2008-06-28 00:00:00",1203
"2008-06-29 00:00:00",1457
"2008-06-30 00:00:00",2024
"2008-07-01 00:00:00",1928
"2008-07-02 00:00:00",2236
"2008-07-03 00:00:00",2144
"2008-07-04 00:00:00",1788
"2008-07-05 00:00:00",1201
"2008-07-06 00:00:00",1377
"2008-07-07 00:00:00",2051
"2008-07-08 00:00:00",1981
"2008-07-09 00:00:00",1837
"2008-07-10 00:00:00",1802
"2008-07-11 00:00:00",1481
"2008-07-12 00:00:00",1157
"2008-07-13 00:00:00",1377
"2008-07-14 00:00:00",1932
"2008-07-15 00:00:00",1760
"2008-07-16 00:00:00",1868
"2008-07-17 00:00:00",1726
"2008-07-18 00:00:00",1473
"2008-07-19 00:00:00",1219
"2008-07-20 00:00:00",1424
"2008-07-21 00:00:00",2098
"2008-07-22 00:00:00",2066
"2008-07-23 00:00:00",2018
"2008-07-24 00:00:00",2100
"2008-07-25 00:00:00",1432
"2008-07-26 00:00:00",1200
"2008-07-27 00:00:00",1489
"2008-07-28 00:00:00",2006
"2008-07-29 00:00:00",2006
"2008-07-30 00:00:00",1947
"2008-07-31 00:00:00",1798
"2008-08-01 00:00:00",1989
"2008-08-02 00:00:00",1150
"2008-08-03 00:00:00",1668
"2008-08-04 00:00:00",2050
"2008-08-05 00:00:00",2095
"2008-08-06 00:00:00",1946
"2008-08-07 00:00:00",2104
"2008-08-08 00:00:00",1492
"2008-08-09 00:00:00",1288
"2008-08-10 00:00:00",1478
"2008-08-11 00:00:00",1991
"2008-08-12 00:00:00",1859
"2008-08-13 00:00:00",1803
"2008-08-14 00:00:00",1816
"2008-08-15 00:00:00",1523
"2008-08-16 00:00:00",1184
"2008-08-17 00:00:00",1632
"2008-08-18 00:00:00",2273
"2008-08-19 00:00:00",2178
"2008-08-20 00:00:00",2073
"2008-08-21 00:00:00",1941
"2008-08-22 00:00:00",1752
"2008-08-23 00:00:00",1266
"2008-08-24 00:00:00",1419
"2008-08-25 00:00:00",2140
"2008-08-26 00:00:00",2208
"2008-08-27 00:00:00",2095
"2008-08-28 00:00:00",2353
"2008-08-29 00:00:00",1820
"2008-08-30 00:00:00",1498
"2008-08-31 00:00:00",1657
"2008-09-01 00:00:00",2070
"2008-09-02 00:00:00",2235
"2008-09-03 00:00:00",2423
"2008-09-04 00:00:00",2592
"2008-09-05 00:00:00",2319
"2008-09-06 00:00:00",1836
"2008-09-07 00:00:00",2255
"2008-09-08 00:00:00",2855
"2008-09-09 00:00:00",3089
"2008-09-10 00:00:00",2742
"2008-09-11 00:00:00",2805
"2008-09-12 00:00:00",2471
"2008-09-13 00:00:00",1791
"2008-09-14 00:00:00",2180
"2008-09-15 00:00:00",3117
"2008-09-16 00:00:00",3324
"2008-09-17 00:00:00",3372
"2008-09-18 00:00:00",2945
"2008-09-19 00:00:00",2702
"2008-09-20 00:00:00",1964
"2008-09-21 00:00:00",2450
"2008-09-22 00:00:00",3424
"2008-09-23 00:00:00",3202
"2008-09-24 00:00:00",3763
"2008-09-25 00:00:00",3221
"2008-09-26 00:00:00",2648
"2008-09-27 00:00:00",1879
"2008-09-28 00:00:00",2397
"2008-09-29 00:00:00",3247
"2008-09-30 00:00:00",3232
"2008-10-01 00:00:00",3660
"2008-10-02 00:00:00",3443
"2008-10-03 00:00:00",2932
"2008-10-04 00:00:00",2098
"2008-10-05 00:00:00",2500
"2008-10-06 00:00:00",3698
"2008-10-07 00:00:00",3930
"2008-10-08 00:00:00",3671
"2008-10-09 00:00:00",3552
"2008-10-10 00:00:00",2965
"2008-10-11 00:00:00",2028
"2008-10-12 00:00:00",2564
"2008-10-13 00:00:00",3716
"2008-10-14 00:00:00",3948
"2008-10-15 00:00:00",4157
"2008-10-16 00:00:00",4136
"2008-10-17 00:00:00",3380
"2008-10-18 00:00:00",2371
"2008-10-19 00:00:00",3056
"2008-10-20 00:00:00",4313
"2008-10-21 00:00:00",1871
"2008-10-22 00:00:00",2633
"2008-10-23 00:00:00",4377
"2008-10-24 00:00:00",3342
"2008-10-25 00:00:00",2287
"2008-10-26 00:00:00",2765
"2008-10-27 00:00:00",4261
"2008-10-28 00:00:00",4316
"2008-10-29 00:00:00",4409
"2008-10-30 00:00:00",4200
"2008-10-31 00:00:00",3336
"2008-11-01 00:00:00",2321
"2008-11-02 00:00:00",2897
"2008-11-03 00:00:00",4675
"2008-11-04 00:00:00",4538
"2008-11-05 00:00:00",4094
"2008-11-06 00:00:00",4097
"2008-11-07 00:00:00",3528
"2008-11-08 00:00:00",2522
"2008-11-09 00:00:00",3309
"2008-11-10 00:00:00",4678
"2008-11-11 00:00:00",4787
"2008-11-12 00:00:00",6050
"2008-11-13 00:00:00",5186
"2008-11-14 00:00:00",3992
"2008-11-15 00:00:00",2682
"2008-11-16 00:00:00",3271
"2008-11-17 00:00:00",4504
"2008-11-18 00:00:00",4745
"2008-11-19 00:00:00",4766
"2008-11-20 00:00:00",5128
"2008-11-21 00:00:00",3927
"2008-11-22 00:00:00",2687
"2008-11-23 00:00:00",3591
"2008-11-24 00:00:00",4635
"2008-11-25 00:00:00",4368
"2008-11-26 00:00:00",4055
"2008-11-27 00:00:00",3348
"2008-11-28 00:00:00",2941
"2008-11-29 00:00:00",2731
"2008-11-30 00:00:00",3308
"2008-12-01 00:00:00",5802
"2008-12-02 00:00:00",5235
"2008-12-03 00:00:00",5460
"2008-12-04 00:00:00",5011
"2008-12-05 00:00:00",4096
"2008-12-06 00:00:00",2903
"2008-12-07 00:00:00",3425
"2008-12-08 00:00:00",4834
"2008-12-09 00:00:00",4885
"2008-12-10 00:00:00",4722
"2008-12-11 00:00:00",4231
"2008-12-12 00:00:00",4036
"2008-12-13 00:00:00",3236
"2008-12-14 00:00:00",3695
"2008-12-15 00:00:00",4880
"2008-12-16 00:00:00",4764
"2008-12-17 00:00:00",4880
"2008-12-18 00:00:00",4390
"2008-12-19 00:00:00",3488
"2008-12-20 00:00:00",2948
"2008-12-21 00:00:00",3076
"2008-12-22 00:00:00",3938
"2008-12-23 00:00:00",4067
"2008-12-24 00:00:00",3267
"2008-12-25 00:00:00",1899
"2008-12-26 00:00:00",2440
"2008-12-27 00:00:00",2720
"2008-12-28 00:00:00",3041
"2008-12-29 00:00:00",3784
"2008-12-30 00:00:00",3907
"2008-12-31 00:00:00",3011
"2009-01-01 00:00:00",2339
"2009-01-02 00:00:00",3376
"2009-01-03 00:00:00",3249
"2009-01-04 00:00:00",3457
"2009-01-05 00:00:00",4818
"2009-01-06 00:00:00",4700
"2009-01-07 00:00:00",4872
"2009-01-08 00:00:00",4677
"2009-01-09 00:00:00",4064
"2009-01-10 00:00:00",3021
"2009-01-11 00:00:00",3523
"2009-01-12 00:00:00",4848
"2009-01-13 00:00:00",5576
"2009-01-14 00:00:00",5996
"2009-01-15 00:00:00",4929
"2009-01-16 00:00:00",4232
"2009-01-17 00:00:00",2875
"2009-01-18 00:00:00",3532
"2009-01-19 00:00:00",4931
"2009-01-20 00:00:00",4886
"2009-01-21 00:00:00",5128
"2009-01-22 00:00:00",5223
"2009-01-23 00:00:00",4409
"2009-01-24 00:00:00",3092
"2009-01-25 00:00:00",3692
"2009-01-26 00:00:00",4944
"2009-01-27 00:00:00",4977
"2009-01-28 00:00:00",5267
"2009-01-29 00:00:00",5408
"2009-01-30 00:00:00",4668
"2009-01-31 00:00:00",3363
"2009-02-01 00:00:00",4152
"2009-02-02 00:00:00",5358
"2009-02-03 00:00:00",5832
"2009-02-04 00:00:00",5828
"2009-02-05 00:00:00",5759
"2009-02-06 00:00:00",5026
"2009-02-07 00:00:00",3471
"2009-02-08 00:00:00",4227
"2009-02-09 00:00:00",6052
"2009-02-10 00:00:00",5958
"2009-02-11 00:00:00",6387
"2009-02-12 00:00:00",5765
"2009-02-13 00:00:00",4796
"2009-02-14 00:00:00",3541
"2009-02-15 00:00:00",3705
"2009-02-16 00:00:00",4695
"2009-02-17 00:00:00",5750
"2009-02-18 00:00:00",5943
"2009-02-19 00:00:00",5678
"2009-02-20 00:00:00",4896
"2009-02-21 00:00:00",3659
"2009-02-22 00:00:00",4227
"2009-02-23 00:00:00",5253
"2009-02-24 00:00:00",6911
"2009-02-25 00:00:00",5509
"2009-02-26 00:00:00",5732
"2009-02-27 00:00:00",4929
"2009-02-28 00:00:00",3547
"2009-03-01 00:00:00",3934
"2009-03-02 00:00:00",5881
"2009-03-03 00:00:00",5936
"2009-03-04 00:00:00",5729
"2009-03-05 00:00:00",5616
"2009-03-06 00:00:00",4527
"2009-03-07 00:00:00",3223
"2009-03-08 00:00:00",3717
"2009-03-09 00:00:00",5302
"2009-03-10 00:00:00",5228
"2009-03-11 00:00:00",5370
"2009-03-12 00:00:00",5498
"2009-03-13 00:00:00",4627
"2009-03-14 00:00:00",3075
"2009-03-15 00:00:00",3516
"2009-03-16 00:00:00",5141
"2009-03-17 00:00:00",4959
"2009-03-18 00:00:00",5135
"2009-03-19 00:00:00",5231
"2009-03-20 00:00:00",4299
"2009-03-21 00:00:00",2980
"2009-03-22 00:00:00",3549
"2009-03-23 00:00:00",4969
"2009-03-24 00:00:00",4990
"2009-03-25 00:00:00",4941
"2009-03-26 00:00:00",4555
"2009-03-27 00:00:00",3898
"2009-03-28 00:00:00",2528
"2009-03-29 00:00:00",3327
"2009-03-30 00:00:00",4382
"2009-03-31 00:00:00",4290
"2009-04-01 00:00:00",3994
"2009-04-02 00:00:00",4070
"2009-04-03 00:00:00",3113
"2009-04-04 00:00:00",2257
"2009-04-05 00:00:00",2723
"2009-04-06 00:00:00",3967
"2009-04-07 00:00:00",3936
"2009-04-08 00:00:00",4107
"2009-04-09 00:00:00",3353
"2009-04-10 00:00:00",2382
"2009-04-11 00:00:00",2055
"2009-04-12 00:00:00",2212
"2009-04-13 00:00:00",3382
"2009-04-14 00:00:00",3663
"2009-04-15 00:00:00",3716
"2009-04-16 00:00:00",3528
"2009-04-17 00:00:00",3056
"2009-04-18 00:00:00",2142
"2009-04-19 00:00:00",2710
"2009-04-20 00:00:00",3791
"2009-04-21 00:00:00",3936
"2009-04-22 00:00:00",4064
"2009-04-23 00:00:00",4500
"2009-04-24 00:00:00",16735
"2009-04-25 00:00:00",16815
"2009-04-26 00:00:00",31047
"2009-04-27 00:00:00",54853
"2009-04-28 00:00:00",60128
"2009-04-29 00:00:00",61899
"2009-04-30 00:00:00",59666
"2009-05-01 00:00:00",42179
"2009-05-02 00:00:00",20943
"2009-05-03 00:00:00",17264
"2009-05-04 00:00:00",23378
"2009-05-05 00:00:00",17619
"2009-05-06 00:00:00",14708
"2009-05-07 00:00:00",13657
"2009-05-08 00:00:00",10376
"2009-05-09 00:00:00",7103
"2009-05-10 00:00:00",7484
"2009-05-11 00:00:00",13841
"2009-05-12 00:00:00",13895
"2009-05-13 00:00:00",11334
"2009-05-14 00:00:00",9902
"2009-05-15 00:00:00",7487
"2009-05-16 00:00:00",5542
"2009-05-17 00:00:00",6664
"2009-05-18 00:00:00",10985
"2009-05-19 00:00:00",10706
"2009-05-20 00:00:00",9670
"2009-05-21 00:00:00",8553
"2009-05-22 00:00:00",6562
"2009-05-23 00:00:00",4358
"2009-05-24 00:00:00",5145
"2009-05-25 00:00:00",6784
"2009-05-26 00:00:00",7803
"2009-05-27 00:00:00",7805
"2009-05-28 00:00:00",7170
"2009-05-29 00:00:00",5587
"2009-05-30 00:00:00",3945
"2009-05-31 00:00:00",4339
"2009-06-01 00:00:00",6549
"2009-06-02 00:00:00",7587
"2009-06-03 00:00:00",7048
"2009-06-04 00:00:00",6390
"2009-06-05 00:00:00",4989
"2009-06-06 00:00:00",3436
"2009-06-07 00:00:00",4058
"2009-06-08 00:00:00",5931
"2009-06-09 00:00:00",6243
"2009-06-10 00:00:00",6430
"2009-06-11 00:00:00",9010
"2009-06-12 00:00:00",7417
"2009-06-13 00:00:00",4111
"2009-06-14 00:00:00",4840
"2009-06-15 00:00:00",7246
"2009-06-16 00:00:00",6838
"2009-06-17 00:00:00",6249
"2009-06-18 00:00:00",5827
"2009-06-19 00:00:00",4832
"2009-06-20 00:00:00",3722
"2009-06-21 00:00:00",3953
"2009-06-22 00:00:00",5603
"2009-06-23 00:00:00",5687
"2009-06-24 00:00:00",5321
"2009-06-25 00:00:00",4806
"2009-06-26 00:00:00",3409
"2009-06-27 00:00:00",2975
"2009-06-28 00:00:00",3481
"2009-06-29 00:00:00",5213
"2009-06-30 00:00:00",4652
"2009-07-01 00:00:00",4375
"2009-07-02 00:00:00",4869
"2009-07-03 00:00:00",4332
"2009-07-04 00:00:00",3163
"2009-07-05 00:00:00",3238
"2009-07-06 00:00:00",4961
"2009-07-07 00:00:00",4963
"2009-07-08 00:00:00",4757
"2009-07-09 00:00:00",4859
"2009-07-10 00:00:00",4528
"2009-07-11 00:00:00",3329
"2009-07-12 00:00:00",3423
"2009-07-13 00:00:00",5786
"2009-07-14 00:00:00",6613
"2009-07-15 00:00:00",5444
"2009-07-16 00:00:00",6047
"2009-07-17 00:00:00",5742
"2009-07-18 00:00:00",3738
"2009-07-19 00:00:00",4088
"2009-07-20 00:00:00",5885
"2009-07-21 00:00:00",6544
"2009-07-22 00:00:00",5925
"2009-07-23 00:00:00",5778
"2009-07-24 00:00:00",5358
"2009-07-25 00:00:00",3462
"2009-07-26 00:00:00",3823
"2009-07-27 00:00:00",21020
"2009-07-28 00:00:00",5019
"2009-07-29 00:00:00",5406
"2009-07-30 00:00:00",5139
"2009-07-31 00:00:00",4023
"2009-08-01 00:00:00",3179
"2009-08-02 00:00:00",3183
"2009-08-03 00:00:00",4631
"2009-08-04 00:00:00",4996
"2009-08-05 00:00:00",5382
"2009-08-06 00:00:00",5175
"2009-08-07 00:00:00",4318
"2009-08-08 00:00:00",3449
"2009-08-09 00:00:00",3693
"2009-08-10 00:00:00",6871
"2009-08-11 00:00:00",6843
"2009-08-12 00:00:00",6906
"2009-08-13 00:00:00",10811
"2009-08-14 00:00:00",4583
"2009-08-15 00:00:00",3099
"2009-08-16 00:00:00",3784
"2009-08-17 00:00:00",5489
"2009-08-18 00:00:00",5353
"2009-08-19 00:00:00",4796
"2009-08-20 00:00:00",4616
"2009-08-21 00:00:00",4259
"2009-08-22 00:00:00",3017
"2009-08-23 00:00:00",3203
"2009-08-24 00:00:00",5137
"2009-08-25 00:00:00",7929
"2009-08-26 00:00:00",6286
"2009-08-27 00:00:00",5623
"2009-08-28 00:00:00",4693
"2009-08-29 00:00:00",3507
"2009-08-30 00:00:00",4183
"2009-08-31 00:00:00",5743
"2009-09-01 00:00:00",6508
"2009-09-02 00:00:00",6991
"2009-09-03 00:00:00",6292
"2009-09-04 00:00:00",5350
"2009-09-05 00:00:00",3902
"2009-09-06 00:00:00",4305
"2009-09-07 00:00:00",6008
"2009-09-08 00:00:00",5957
"2009-09-09 00:00:00",7255
"2009-09-10 00:00:00",6351
"2009-09-11 00:00:00",5556
"2009-09-12 00:00:00",3720
"2009-09-13 00:00:00",4761
"2009-09-14 00:00:00",6519
"2009-09-15 00:00:00",7147
"2009-09-16 00:00:00",6894
"2009-09-17 00:00:00",6855
"2009-09-18 00:00:00",5960
"2009-09-19 00:00:00",3961
"2009-09-20 00:00:00",4713
"2009-09-21 00:00:00",3713
"2009-09-22 00:00:00",0
"2009-09-23 00:00:00",0
"2009-09-24 00:00:00",0
"2009-09-25 00:00:00",0
"2009-09-26 00:00:00",0
"2009-09-27 00:00:00",0
"2009-09-28 00:00:00",0
"2009-09-29 00:00:00",0
"2009-09-30 00:00:00",0
"2009-10-01 00:00:00",7264
"2009-10-02 00:00:00",6012
"2009-10-03 00:00:00",4102
"2009-10-04 00:00:00",5102
"2009-10-05 00:00:00",7098
"2009-10-06 00:00:00",7672
"2009-10-07 00:00:00",7705
"2009-10-08 00:00:00",8080
"2009-10-09 00:00:00",6946
"2009-10-10 00:00:00",5109
"2009-10-11 00:00:00",5167
"2009-10-12 00:00:00",7331
"2009-10-13 00:00:00",8334
"2009-10-14 00:00:00",8261
"2009-10-15 00:00:00",0
"2009-10-16 00:00:00",6360
"2009-10-17 00:00:00",5434
"2009-10-18 00:00:00",5463
"2009-10-19 00:00:00",8252
"2009-10-20 00:00:00",9032
"2009-10-21 00:00:00",9635
"2009-10-22 00:00:00",9295
"2009-10-23 00:00:00",8481
"2009-10-24 00:00:00",7351
"2009-10-25 00:00:00",7812
"2009-10-26 00:00:00",10152
"2009-10-27 00:00:00",11332
"2009-10-28 00:00:00",12155
"2009-10-29 00:00:00",10712
"2009-10-30 00:00:00",11595
"2009-10-31 00:00:00",6536
"2009-11-01 00:00:00",5836
"2009-11-02 00:00:00",9120
"2009-11-03 00:00:00",10821
"2009-11-04 00:00:00",10801
"2009-11-05 00:00:00",10899
"2009-11-06 00:00:00",9121
"2009-11-07 00:00:00",6135
"2009-11-08 00:00:00",6629
"2009-11-09 00:00:00",9283
"2009-11-10 00:00:00",9453
"2009-11-11 00:00:00",8072
"2009-11-12 00:00:00",9507
"2009-11-13 00:00:00",8378
"2009-11-14 00:00:00",5094
"2009-11-15 00:00:00",5521
"2009-11-16 00:00:00",7853
"2009-11-17 00:00:00",6453
"2009-11-18 00:00:00",6848
"2009-11-19 00:00:00",6243
"2009-11-20 00:00:00",5738
"2009-11-21 00:00:00",4101
"2009-11-22 00:00:00",2768
"2009-11-23 00:00:00",5607
"2009-11-24 00:00:00",5677
"2009-11-25 00:00:00",5313
"2009-11-26 00:00:00",4585
"2009-11-27 00:00:00",3984
"2009-11-28 00:00:00",3695
"2009-11-29 00:00:00",3904
"2009-11-30 00:00:00",5455
"2009-12-01 00:00:00",5368
"2009-12-02 00:00:00",5175
"2009-12-03 00:00:00",5036
"2009-12-04 00:00:00",4901
"2009-12-05 00:00:00",3194
"2009-12-06 00:00:00",3455
"2009-12-07 00:00:00",4765
"2009-12-08 00:00:00",4832
"2009-12-09 00:00:00",4451
"2009-12-10 00:00:00",4539
"2009-12-11 00:00:00",4210
"2009-12-12 00:00:00",3121
"2009-12-13 00:00:00",3093
"2009-12-14 00:00:00",3787
"2009-12-15 00:00:00",3794
"2009-12-16 00:00:00",4041
"2009-12-17 00:00:00",3831
"2009-12-18 00:00:00",3217
"2009-12-19 00:00:00",2295
"2009-12-20 00:00:00",2385
"2009-12-21 00:00:00",2982
"2009-12-22 00:00:00",2927
"2009-12-23 00:00:00",2643
"2009-12-24 00:00:00",1741
"2009-12-25 00:00:00",1596
"2009-12-26 00:00:00",1786
"2009-12-27 00:00:00",2041
"2009-12-28 00:00:00",2600
"2009-12-29 00:00:00",2592
"2009-12-30 00:00:00",2646
"2009-12-31 00:00:00",2282
"2010-01-01 00:00:00",1801
"2010-01-02 00:00:00",10499
"2010-01-03 00:00:00",2306
"2010-01-04 00:00:00",2648
"2010-01-05 00:00:00",2957
"2010-01-06 00:00:00",3512
"2010-01-07 00:00:00",3750
"2010-01-08 00:00:00",3233
"2010-01-09 00:00:00",2595
"2010-01-10 00:00:00",2542
"2010-01-11 00:00:00",3651
"2010-01-12 00:00:00",3810
"2010-01-13 00:00:00",3770
"2010-01-14 00:00:00",4012
"2010-01-15 00:00:00",3551
"2010-01-16 00:00:00",2485
"2010-01-17 00:00:00",2633
"2010-01-18 00:00:00",3444
"2010-01-19 00:00:00",4294
"2010-01-20 00:00:00",3692
"2010-01-21 00:00:00",3834
"2010-01-22 00:00:00",3321
"2010-01-23 00:00:00",194
"2010-01-24 00:00:00",0
"2010-01-25 00:00:00",3461
"2010-01-26 00:00:00",3504
"2010-01-27 00:00:00",3770
"2010-01-28 00:00:00",3729
"2010-01-29 00:00:00",3174
"2010-01-30 00:00:00",2337
"2010-01-31 00:00:00",2491
"2010-02-01 00:00:00",3404
"2010-02-02 00:00:00",3655
"2010-02-03 00:00:00",3634
"2010-02-04 00:00:00",3836
"2010-02-05 00:00:00",3363
"2010-02-06 00:00:00",2463
"2010-02-07 00:00:00",2655
"2010-02-08 00:00:00",2906
"2010-02-09 00:00:00",3806
"2010-02-10 00:00:00",3733
"2010-02-11 00:00:00",3551
"2010-02-12 00:00:00",3027
"2010-02-13 00:00:00",2011
"2010-02-14 00:00:00",2276
"2010-02-15 00:00:00",2714
"2010-02-16 00:00:00",3193
"2010-02-17 00:00:00",3413
"2010-02-18 00:00:00",3478
"2010-02-19 00:00:00",2908
"2010-02-20 00:00:00",2441
"2010-02-21 00:00:00",2756
"2010-02-22 00:00:00",3575
"2010-02-23 00:00:00",3816
"2010-02-24 00:00:00",3213
"2010-02-25 00:00:00",3030
"2010-02-26 00:00:00",2464
"2010-02-27 00:00:00",2148
"2010-02-28 00:00:00",2592
"2010-03-01 00:00:00",3293
"2010-03-02 00:00:00",3602
"2010-03-03 00:00:00",3646
"2010-03-04 00:00:00",3845
"2010-03-05 00:00:00",3211
"2010-03-06 00:00:00",2354
"2010-03-07 00:00:00",2647
"2010-03-08 00:00:00",3539
"2010-03-09 00:00:00",3521
"2010-03-10 00:00:00",3418
"2010-03-11 00:00:00",3563
"2010-03-12 00:00:00",3271
"2010-03-13 00:00:00",2234
"2010-03-14 00:00:00",2505
"2010-03-15 00:00:00",3503
"2010-03-16 00:00:00",3648
"2010-03-17 00:00:00",3512
"2010-03-18 00:00:00",3499
"2010-03-19 00:00:00",2891
"2010-03-20 00:00:00",2286
"2010-03-21 00:00:00",2317
"2010-03-22 00:00:00",3282
"2010-03-23 00:00:00",3337
"2010-03-24 00:00:00",3504
"2010-03-25 00:00:00",3159
"2010-03-26 00:00:00",2697
"2010-03-27 00:00:00",2009
"2010-03-28 00:00:00",2245
"2010-03-29 00:00:00",3203
"2010-03-30 00:00:00",3009
"2010-03-31 00:00:00",2914
"2010-04-01 00:00:00",2653
