,fips,state,year,month,count
2007-12,49,UT,2007,12,0
2008-01,49,UT,2008,1,0
2008-02,49,UT,2008,2,0
2008-03,49,UT,2008,3,0
2008-04,49,UT,2008,4,0
2008-05,49,UT,2008,5,0
2008-06,49,UT,2008,6,0
2008-07,49,UT,2008,7,0
2008-08,49,UT,2008,8,3
2008-09,49,UT,2008,9,3
2008-10,49,UT,2008,10,0
2008-11,49,UT,2008,11,0
2008-12,49,UT,2008,12,0
2009-01,49,UT,2009,1,0
2009-02,49,UT,2009,2,0
2009-03,49,UT,2009,3,0
2009-04,49,UT,2009,4,0
2009-05,49,UT,2009,5,0
2009-06,49,UT,2009,6,0
2009-07,49,UT,2009,7,0
2009-08,49,UT,2009,8,0
2009-09,49,UT,2009,9,1
2009-10,49,UT,2009,10,0
2009-11,49,UT,2009,11,0
2009-12,49,UT,2009,12,0
2010-01,49,UT,2010,1,0
2010-02,49,UT,2010,2,0
2010-03,49,UT,2010,3,0
2010-04,49,UT,2010,4,0
2010-05,49,UT,2010,5,0
2010-06,49,UT,2010,6,0
2010-07,49,UT,2010,7,0
2010-08,49,UT,2010,8,0
2010-09,49,UT,2010,9,1
2010-10,49,UT,2010,10,0
2010-11,49,UT,2010,11,0
2010-12,49,UT,2010,12,0
2011-01,49,UT,2011,1,0
2011-02,49,UT,2011,2,0
2011-03,49,UT,2011,3,0
2011-04,49,UT,2011,4,0
2011-05,49,UT,2011,5,0
2011-06,49,UT,2011,6,0
2011-07,49,UT,2011,7,0
2011-08,49,UT,2011,8,0
2011-09,49,UT,2011,9,1
2011-10,49,UT,2011,10,0
2011-11,49,UT,2011,11,0
2011-12,49,UT,2011,12,0
2012-01,49,UT,2012,1,0
2012-02,49,UT,2012,2,0
2012-03,49,UT,2012,3,0
2012-04,49,UT,2012,4,0
2012-05,49,UT,2012,5,0
2012-06,49,UT,2012,6,0
2012-07,49,UT,2012,7,0
2012-08,49,UT,2012,8,1
2012-09,49,UT,2012,9,2
2012-10,49,UT,2012,10,0
2012-11,49,UT,2012,11,0
2012-12,49,UT,2012,12,0
2013-01,49,UT,2013,1,0
2013-02,49,UT,2013,2,0
2013-03,49,UT,2013,3,0
2013-04,49,UT,2013,4,0
2013-05,49,UT,2013,5,0
2013-06,49,UT,2013,6,0
2013-07,49,UT,2013,7,0
2013-08,49,UT,2013,8,3
2013-09,49,UT,2013,9,1
2013-10,49,UT,2013,10,0
2013-11,49,UT,2013,11,0
2013-12,49,UT,2013,12,0
2014-01,49,UT,2014,1,0
2014-02,49,UT,2014,2,0
2014-03,49,UT,2014,3,0
2014-04,49,UT,2014,4,0
2014-05,49,UT,2014,5,0
2014-06,49,UT,2014,6,0
2014-07,49,UT,2014,7,0
2014-08,49,UT,2014,8,0
2014-09,49,UT,2014,9,1
2014-10,49,UT,2014,10,0
2014-11,49,UT,2014,11,0
2014-12,49,UT,2014,12,0
2015-01,49,UT,2015,1,0
2015-02,49,UT,2015,2,0
2015-03,49,UT,2015,3,0
2015-04,49,UT,2015,4,0
2015-05,49,UT,2015,5,0
2015-06,49,UT,2015,6,0
2015-07,49,UT,2015,7,0
2015-08,49,UT,2015,8,4
2015-09,49,UT,2015,9,1
2015-10,49,UT,2015,10,0
2015-11,49,UT,2015,11,0
2015-12,49,UT,2015,12,0
2016-01,49,UT,2016,1,0
2016-02,49,UT,2016,2,0
2016-03,49,UT,2016,3,0
2016-04,49,UT,2016,4,0
2016-05,49,UT,2016,5,0
2016-06,49,UT,2016,6,0
2016-07,49,UT,2016,7,0
2016-08,49,UT,2016,8,3
2016-09,49,UT,2016,9,4
2016-10,49,UT,2016,10,0
2016-11,49,UT,2016,11,0
2016-12,49,UT,2016,12,0
2017-01,49,UT,2017,1,0
2017-02,49,UT,2017,2,0
2017-03,49,UT,2017,3,0
2017-04,49,UT,2017,4,0
2017-05,49,UT,2017,5,0
2017-06,49,UT,2017,6,0
2017-07,49,UT,2017,7,1
2017-08,49,UT,2017,8,14
2017-09,49,UT,2017,9,23
2017-10,49,UT,2017,10,1
2017-11,49,UT,2017,11,0
2017-12,49,UT,2017,12,0
2018-01,49,UT,2018,1,0
2018-02,49,UT,2018,2,0
2018-03,49,UT,2018,3,0
2018-04,49,UT,2018,4,0
2018-05,49,UT,2018,5,0
2018-06,49,UT,2018,6,0
2018-07,49,UT,2018,7,0
2018-08,49,UT,2018,8,4
2018-09,49,UT,2018,9,3
2018-10,49,UT,2018,10,0
2018-11,49,UT,2018,11,0
2018-12,49,UT,2018,12,0
2019-01,49,UT,2019,1,0
2019-02,49,UT,2019,2,0
2019-03,49,UT,2019,3,0
2019-04,49,UT,2019,4,0
2019-05,49,UT,2019,5,0
2019-06,49,UT,2019,6,0
2019-07,49,UT,2019,7,1
2019-08,49,UT,2019,8,7
2019-09,49,UT,2019,9,6
2019-10,49,UT,2019,10,0
2019-11,49,UT,2019,11,0
2019-12,49,UT,2019,12,0
2020-01,49,UT,2020,1,0
2020-02,49,UT,2020,2,0
2020-03,49,UT,2020,3,0
2020-04,49,UT,2020,4,0
2020-05,49,UT,2020,5,0
2020-06,49,UT,2020,6,0
2020-07,49,UT,2020,7,0
2020-08,49,UT,2020,8,0
2020-09,49,UT,2020,9,1
2020-10,49,UT,2020,10,0
2020-11,49,UT,2020,11,0
2020-12,49,UT,2020,12,0
2021-01,49,UT,2021,1,0
2021-02,49,UT,2021,2,0
2021-03,49,UT,2021,3,0
2021-04,49,UT,2021,4,0
2021-05,49,UT,2021,5,0
2021-06,49,UT,2021,6,0
2021-07,49,UT,2021,7,0
2021-08,49,UT,2021,8,13
2021-09,49,UT,2021,9,8
2021-10,49,UT,2021,10,0
2021-11,49,UT,2021,11,0
2021-12,49,UT,2021,12,0
2022-01,49,UT,2022,1,0
2022-02,49,UT,2022,2,0
2022-03,49,UT,2022,3,0
2022-04,49,UT,2022,4,0
2022-05,49,UT,2022,5,0
2022-06,49,UT,2022,6,0
2022-07,49,UT,2022,7,0
2022-08,49,UT,2022,8,1
2022-09,49,UT,2022,9,3
2022-10,49,UT,2022,10,0
2022-11,49,UT,2022,11,0
2022-12,49,UT,2022,12,0
