,fips,state,year,month,count
2006-10,24,MD,2006,10,0
2006-11,24,MD,2006,11,0
2006-12,24,MD,2006,12,0
2007-01,24,MD,2007,1,0
2007-02,24,MD,2007,2,0
2007-03,24,MD,2007,3,0
2007-04,24,MD,2007,4,0
2007-05,24,MD,2007,5,0
2007-06,24,MD,2007,6,0
2007-07,24,MD,2007,7,1
2007-08,24,MD,2007,8,1
2007-09,24,MD,2007,9,3
2007-10,24,MD,2007,10,1
2007-11,24,MD,2007,11,0
2007-12,24,MD,2007,12,0
2008-01,24,MD,2008,1,0
2008-02,24,MD,2008,2,0
2008-03,24,MD,2008,3,0
2008-04,24,MD,2008,4,0
2008-05,24,MD,2008,5,0
2008-06,24,MD,2008,6,0
2008-07,24,MD,2008,7,1
2008-08,24,MD,2008,8,2
2008-09,24,MD,2008,9,3
2008-10,24,MD,2008,10,0
2008-11,24,MD,2008,11,0
2008-12,24,MD,2008,12,0
2009-01,24,MD,2009,1,0
2009-02,24,MD,2009,2,0
2009-03,24,MD,2009,3,0
2009-04,24,MD,2009,4,0
2009-05,24,MD,2009,5,0
2009-06,24,MD,2009,6,0
2009-07,24,MD,2009,7,0
2009-08,24,MD,2009,8,0
2009-09,24,MD,2009,9,0
2009-10,24,MD,2009,10,0
2009-11,24,MD,2009,11,0
2009-12,24,MD,2009,12,0
2010-01,24,MD,2010,1,0
2010-02,24,MD,2010,2,0
2010-03,24,MD,2010,3,0
2010-04,24,MD,2010,4,0
2010-05,24,MD,2010,5,0
2010-06,24,MD,2010,6,0
2010-07,24,MD,2010,7,1
2010-08,24,MD,2010,8,7
2010-09,24,MD,2010,9,6
2010-10,24,MD,2010,10,3
2010-11,24,MD,2010,11,0
2010-12,24,MD,2010,12,0
2011-01,24,MD,2011,1,0
2011-02,24,MD,2011,2,0
2011-03,24,MD,2011,3,0
2011-04,24,MD,2011,4,0
2011-05,24,MD,2011,5,0
2011-06,24,MD,2011,6,0
2011-07,24,MD,2011,7,1
2011-08,24,MD,2011,8,3
2011-09,24,MD,2011,9,6
2011-10,24,MD,2011,10,0
2011-11,24,MD,2011,11,0
2011-12,24,MD,2011,12,0
2012-01,24,MD,2012,1,0
2012-02,24,MD,2012,2,0
2012-03,24,MD,2012,3,0
2012-04,24,MD,2012,4,0
2012-05,24,MD,2012,5,0
2012-06,24,MD,2012,6,0
2012-07,24,MD,2012,7,2
2012-08,24,MD,2012,8,12
2012-09,24,MD,2012,9,11
2012-10,24,MD,2012,10,0
2012-11,24,MD,2012,11,0
2012-12,24,MD,2012,12,0
2013-01,24,MD,2013,1,0
2013-02,24,MD,2013,2,0
2013-03,24,MD,2013,3,0
2013-04,24,MD,2013,4,0
2013-05,24,MD,2013,5,0
2013-06,24,MD,2013,6,0
2013-07,24,MD,2013,7,0
2013-08,24,MD,2013,8,6
2013-09,24,MD,2013,9,4
2013-10,24,MD,2013,10,1
2013-11,24,MD,2013,11,0
2013-12,24,MD,2013,12,0
2014-01,24,MD,2014,1,0
2014-02,24,MD,2014,2,0
2014-03,24,MD,2014,3,0
2014-04,24,MD,2014,4,0
2014-05,24,MD,2014,5,0
2014-06,24,MD,2014,6,0
2014-07,24,MD,2014,7,0
2014-08,24,MD,2014,8,3
2014-09,24,MD,2014,9,3
2014-10,24,MD,2014,10,0
2014-11,24,MD,2014,11,0
2014-12,24,MD,2014,12,0
2015-01,24,MD,2015,1,0
2015-02,24,MD,2015,2,0
2015-03,24,MD,2015,3,0
2015-04,24,MD,2015,4,0
2015-05,24,MD,2015,5,0
2015-06,24,MD,2015,6,0
2015-07,24,MD,2015,7,0
2015-08,24,MD,2015,8,20
2015-09,24,MD,2015,9,10
2015-10,24,MD,2015,10,1
2015-11,24,MD,2015,11,0
2015-12,24,MD,2015,12,0
2016-01,24,MD,2016,1,0
2016-02,24,MD,2016,2,0
2016-03,24,MD,2016,3,0
2016-04,24,MD,2016,4,0
2016-05,24,MD,2016,5,1
2016-06,24,MD,2016,6,0
2016-07,24,MD,2016,7,1
2016-08,24,MD,2016,8,3
2016-09,24,MD,2016,9,1
2016-10,24,MD,2016,10,0
2016-11,24,MD,2016,11,0
2016-12,24,MD,2016,12,0
2017-01,24,MD,2017,1,0
2017-02,24,MD,2017,2,0
2017-03,24,MD,2017,3,0
2017-04,24,MD,2017,4,0
2017-05,24,MD,2017,5,0
2017-06,24,MD,2017,6,0
2017-07,24,MD,2017,7,0
2017-08,24,MD,2017,8,1
2017-09,24,MD,2017,9,3
2017-10,24,MD,2017,10,1
2017-11,24,MD,2017,11,0
2017-12,24,MD,2017,12,0
2018-01,24,MD,2018,1,0
2018-02,24,MD,2018,2,0
2018-03,24,MD,2018,3,0
2018-04,24,MD,2018,4,0
2018-05,24,MD,2018,5,0
2018-06,24,MD,2018,6,0
2018-07,24,MD,2018,7,8
2018-08,24,MD,2018,8,13
2018-09,24,MD,2018,9,12
2018-10,24,MD,2018,10,2
2018-11,24,MD,2018,11,0
2018-12,24,MD,2018,12,0
2019-01,24,MD,2019,1,0
2019-02,24,MD,2019,2,0
2019-03,24,MD,2019,3,0
2019-04,24,MD,2019,4,0
2019-05,24,MD,2019,5,0
2019-06,24,MD,2019,6,0
2019-07,24,MD,2019,7,0
2019-08,24,MD,2019,8,3
2019-09,24,MD,2019,9,2
2019-10,24,MD,2019,10,0
2019-11,24,MD,2019,11,1
2019-12,24,MD,2019,12,0
2020-01,24,MD,2020,1,0
2020-02,24,MD,2020,2,0
2020-03,24,MD,2020,3,0
2020-04,24,MD,2020,4,0
2020-05,24,MD,2020,5,0
2020-06,24,MD,2020,6,0
2020-07,24,MD,2020,7,0
2020-08,24,MD,2020,8,1
2020-09,24,MD,2020,9,0
2020-10,24,MD,2020,10,0
2020-11,24,MD,2020,11,0
2020-12,24,MD,2020,12,0
2021-01,24,MD,2021,1,1
2021-02,24,MD,2021,2,0
2021-03,24,MD,2021,3,0
2021-04,24,MD,2021,4,0
2021-05,24,MD,2021,5,0
2021-06,24,MD,2021,6,0
2021-07,24,MD,2021,7,1
2021-08,24,MD,2021,8,2
2021-09,24,MD,2021,9,3
2021-10,24,MD,2021,10,0
2021-11,24,MD,2021,11,0
2021-12,24,MD,2021,12,0
2022-01,24,MD,2022,1,0
2022-02,24,MD,2022,2,0
2022-03,24,MD,2022,3,0
2022-04,24,MD,2022,4,0
2022-05,24,MD,2022,5,0
2022-06,24,MD,2022,6,0
2022-07,24,MD,2022,7,0
2022-08,24,MD,2022,8,2
2022-09,24,MD,2022,9,1
2022-10,24,MD,2022,10,0
2022-11,24,MD,2022,11,0
2022-12,24,MD,2022,12,0
