,fips,state,year,month,count
2005-05,34,NJ,2005,5,0
2005-06,34,NJ,2005,6,0
2005-07,34,NJ,2005,7,0
2005-08,34,NJ,2005,8,0
2005-09,34,NJ,2005,9,3
2005-10,34,NJ,2005,10,0
2005-11,34,NJ,2005,11,0
2005-12,34,NJ,2005,12,0
2006-01,34,NJ,2006,1,0
2006-02,34,NJ,2006,2,0
2006-03,34,NJ,2006,3,0
2006-04,34,NJ,2006,4,0
2006-05,34,NJ,2006,5,0
2006-06,34,NJ,2006,6,0
2006-07,34,NJ,2006,7,0
2006-08,34,NJ,2006,8,2
2006-09,34,NJ,2006,9,0
2006-10,34,NJ,2006,10,0
2006-11,34,NJ,2006,11,0
2006-12,34,NJ,2006,12,0
2007-01,34,NJ,2007,1,0
2007-02,34,NJ,2007,2,0
2007-03,34,NJ,2007,3,0
2007-04,34,NJ,2007,4,0
2007-05,34,NJ,2007,5,0
2007-06,34,NJ,2007,6,0
2007-07,34,NJ,2007,7,0
2007-08,34,NJ,2007,8,1
2007-09,34,NJ,2007,9,0
2007-10,34,NJ,2007,10,0
2007-11,34,NJ,2007,11,0
2007-12,34,NJ,2007,12,0
2008-01,34,NJ,2008,1,0
2008-02,34,NJ,2008,2,0
2008-03,34,NJ,2008,3,0
2008-04,34,NJ,2008,4,0
2008-05,34,NJ,2008,5,0
2008-06,34,NJ,2008,6,0
2008-07,34,NJ,2008,7,0
2008-08,34,NJ,2008,8,2
2008-09,34,NJ,2008,9,2
2008-10,34,NJ,2008,10,1
2008-11,34,NJ,2008,11,0
2008-12,34,NJ,2008,12,1
2009-01,34,NJ,2009,1,0
2009-02,34,NJ,2009,2,0
2009-03,34,NJ,2009,3,0
2009-04,34,NJ,2009,4,0
2009-05,34,NJ,2009,5,0
2009-06,34,NJ,2009,6,0
2009-07,34,NJ,2009,7,0
2009-08,34,NJ,2009,8,2
2009-09,34,NJ,2009,9,1
2009-10,34,NJ,2009,10,0
2009-11,34,NJ,2009,11,0
2009-12,34,NJ,2009,12,0
2010-01,34,NJ,2010,1,0
2010-02,34,NJ,2010,2,0
2010-03,34,NJ,2010,3,0
2010-04,34,NJ,2010,4,0
2010-05,34,NJ,2010,5,0
2010-06,34,NJ,2010,6,0
2010-07,34,NJ,2010,7,0
2010-08,34,NJ,2010,8,9
2010-09,34,NJ,2010,9,5
2010-10,34,NJ,2010,10,1
2010-11,34,NJ,2010,11,0
2010-12,34,NJ,2010,12,0
2011-01,34,NJ,2011,1,0
2011-02,34,NJ,2011,2,0
2011-03,34,NJ,2011,3,0
2011-04,34,NJ,2011,4,0
2011-05,34,NJ,2011,5,0
2011-06,34,NJ,2011,6,0
2011-07,34,NJ,2011,7,0
2011-08,34,NJ,2011,8,1
2011-09,34,NJ,2011,9,1
2011-10,34,NJ,2011,10,0
2011-11,34,NJ,2011,11,0
2011-12,34,NJ,2011,12,0
2012-01,34,NJ,2012,1,0
2012-02,34,NJ,2012,2,0
2012-03,34,NJ,2012,3,0
2012-04,34,NJ,2012,4,0
2012-05,34,NJ,2012,5,0
2012-06,34,NJ,2012,6,0
2012-07,34,NJ,2012,7,1
2012-08,34,NJ,2012,8,12
2012-09,34,NJ,2012,9,8
2012-10,34,NJ,2012,10,1
2012-11,34,NJ,2012,11,0
2012-12,34,NJ,2012,12,0
2013-01,34,NJ,2013,1,0
2013-02,34,NJ,2013,2,0
2013-03,34,NJ,2013,3,0
2013-04,34,NJ,2013,4,0
2013-05,34,NJ,2013,5,0
2013-06,34,NJ,2013,6,0
2013-07,34,NJ,2013,7,0
2013-08,34,NJ,2013,8,7
2013-09,34,NJ,2013,9,2
2013-10,34,NJ,2013,10,1
2013-11,34,NJ,2013,11,0
2013-12,34,NJ,2013,12,0
2014-01,34,NJ,2014,1,0
2014-02,34,NJ,2014,2,0
2014-03,34,NJ,2014,3,0
2014-04,34,NJ,2014,4,0
2014-05,34,NJ,2014,5,0
2014-06,34,NJ,2014,6,0
2014-07,34,NJ,2014,7,1
2014-08,34,NJ,2014,8,2
2014-09,34,NJ,2014,9,2
2014-10,34,NJ,2014,10,0
2014-11,34,NJ,2014,11,1
2014-12,34,NJ,2014,12,0
2015-01,34,NJ,2015,1,0
2015-02,34,NJ,2015,2,0
2015-03,34,NJ,2015,3,0
2015-04,34,NJ,2015,4,0
2015-05,34,NJ,2015,5,0
2015-06,34,NJ,2015,6,1
2015-07,34,NJ,2015,7,1
2015-08,34,NJ,2015,8,9
2015-09,34,NJ,2015,9,11
2015-10,34,NJ,2015,10,1
2015-11,34,NJ,2015,11,0
2015-12,34,NJ,2015,12,0
2016-01,34,NJ,2016,1,0
2016-02,34,NJ,2016,2,0
2016-03,34,NJ,2016,3,0
2016-04,34,NJ,2016,4,0
2016-05,34,NJ,2016,5,0
2016-06,34,NJ,2016,6,0
2016-07,34,NJ,2016,7,2
2016-08,34,NJ,2016,8,3
2016-09,34,NJ,2016,9,4
2016-10,34,NJ,2016,10,2
2016-11,34,NJ,2016,11,0
2016-12,34,NJ,2016,12,0
2017-01,34,NJ,2017,1,0
2017-02,34,NJ,2017,2,0
2017-03,34,NJ,2017,3,0
2017-04,34,NJ,2017,4,0
2017-05,34,NJ,2017,5,0
2017-06,34,NJ,2017,6,0
2017-07,34,NJ,2017,7,0
2017-08,34,NJ,2017,8,1
2017-09,34,NJ,2017,9,3
2017-10,34,NJ,2017,10,1
2017-11,34,NJ,2017,11,1
2017-12,34,NJ,2017,12,0
2018-01,34,NJ,2018,1,0
2018-02,34,NJ,2018,2,0
2018-03,34,NJ,2018,3,0
2018-04,34,NJ,2018,4,0
2018-05,34,NJ,2018,5,0
2018-06,34,NJ,2018,6,0
2018-07,34,NJ,2018,7,2
2018-08,34,NJ,2018,8,24
2018-09,34,NJ,2018,9,14
2018-10,34,NJ,2018,10,2
2018-11,34,NJ,2018,11,2
2018-12,34,NJ,2018,12,0
2019-01,34,NJ,2019,1,0
2019-02,34,NJ,2019,2,0
2019-03,34,NJ,2019,3,0
2019-04,34,NJ,2019,4,0
2019-05,34,NJ,2019,5,0
2019-06,34,NJ,2019,6,1
2019-07,34,NJ,2019,7,0
2019-08,34,NJ,2019,8,0
2019-09,34,NJ,2019,9,4
2019-10,34,NJ,2019,10,1
2019-11,34,NJ,2019,11,0
2019-12,34,NJ,2019,12,0
2020-01,34,NJ,2020,1,0
2020-02,34,NJ,2020,2,0
2020-03,34,NJ,2020,3,0
2020-04,34,NJ,2020,4,0
2020-05,34,NJ,2020,5,0
2020-06,34,NJ,2020,6,0
2020-07,34,NJ,2020,7,1
2020-08,34,NJ,2020,8,2
2020-09,34,NJ,2020,9,0
2020-10,34,NJ,2020,10,0
2020-11,34,NJ,2020,11,0
2020-12,34,NJ,2020,12,0
2021-01,34,NJ,2021,1,0
2021-02,34,NJ,2021,2,0
2021-03,34,NJ,2021,3,0
2021-04,34,NJ,2021,4,0
2021-05,34,NJ,2021,5,0
2021-06,34,NJ,2021,6,0
2021-07,34,NJ,2021,7,1
2021-08,34,NJ,2021,8,8
2021-09,34,NJ,2021,9,15
2021-10,34,NJ,2021,10,2
2021-11,34,NJ,2021,11,0
2021-12,34,NJ,2021,12,0
2022-01,34,NJ,2022,1,0
2022-02,34,NJ,2022,2,0
2022-03,34,NJ,2022,3,0
2022-04,34,NJ,2022,4,0
2022-05,34,NJ,2022,5,0
2022-06,34,NJ,2022,6,0
2022-07,34,NJ,2022,7,0
2022-08,34,NJ,2022,8,6
2022-09,34,NJ,2022,9,8
2022-10,34,NJ,2022,10,0
2022-11,34,NJ,2022,11,0
2022-12,34,NJ,2022,12,0
