year,month,statefp,countyfp,rate/trap_night,infectionRate
2006,1,6,113,2.525258920775137,0.0
2006,2,6,65,30.927419354838705,0.0
2006,2,6,67,1.8102864408406103,0.0
2006,2,6,71,3.7304147465437785,0.0
2006,2,6,113,4.279134910236723,0.0
2006,3,6,65,74.21813725490196,0.0
2006,3,6,67,1.3483861093202076,0.0
2006,3,6,113,2.9843391902215437,0.0
2006,4,6,1,6.0,0.0
2006,4,6,29,21.264437689969604,0.0
2006,4,6,37,7.479583680845149,0.0
2006,4,6,61,2.081720430107527,0.0
2006,4,6,65,72.92617545871559,0.0006882312456985
2006,4,6,67,4.147978880659212,0.0
2006,4,6,71,1.1166666666666667,0.0
2006,4,6,113,2.757092986002938,0.0
2006,5,6,29,63.050950924616615,0.0
2006,5,6,37,50.55278714706346,0.0004140215291195
2006,5,6,41,78.66666666666666,0.0
2006,5,6,61,5.687874194770747,0.0
2006,5,6,65,129.59989845138358,0.0
2006,5,6,67,20.756348904293542,0.0
2006,5,6,71,27.52612612612613,0.0
2006,5,6,89,6.136980108499095,0.0
2006,5,6,97,16.045454545454547,0.0
2006,5,6,107,98.57894736842104,0.0
2006,5,6,113,12.736674430991906,0.0
2006,6,6,1,10.636363636363637,0.0
2006,6,6,19,88.60993874728315,0.0004237288135593
2006,6,6,29,170.93190178824864,0.0006775985905949
2006,6,6,37,95.87738661485898,0.0
2006,6,6,39,62.333333333333336,0.0
2006,6,6,41,18.372252747252748,0.0
2006,6,6,61,51.39609022556391,0.0
2006,6,6,65,119.02256944444444,0.000112790435371
2006,6,6,67,49.21515648944216,0.000139938427092
2006,6,6,71,38.28333333333333,0.0
2006,6,6,89,8.235826001955035,0.0
2006,6,6,97,23.282953761214632,0.0
2006,6,6,99,112.604519887505,0.0
2006,6,6,107,97.67365424430642,0.0
2006,6,6,113,52.04311529826886,0.0002942041776993
2006,6,34,29,7.206666666666667,0.0
2006,6,34,33,1.9166666666666663,0.0
2006,6,34,37,3.6666666666666665,0.0
2006,7,6,1,13.571428571428571,0.0
2006,7,6,19,102.7989589536602,0.0056234718826405
2006,7,6,29,77.13793059213901,0.012013256006628
2006,7,6,31,8.5,0.0
2006,7,6,37,131.80233415481578,0.0005194805194805
2006,7,6,41,18.8421768707483,0.0
2006,7,6,61,340.49474009012886,0.0023762376237623
2006,7,6,65,54.16729986431479,0.0003567606136282
2006,7,6,67,45.31421136454078,0.0018331805682859
2006,7,6,71,30.515698805223675,0.0006849315068493
2006,7,6,89,37.79442508710801,0.0038610038610038
2006,7,6,97,41.4305373525557,0.0
2006,7,6,99,28.47139974018744,0.0044583147570218
2006,7,6,107,20.139880952380956,0.0
2006,7,6,113,227.9628137878568,0.0017446932247746
2006,7,34,1,25.524193548387096,0.0
2006,7,34,9,70.90860215053763,0.0
2006,7,34,15,0.0,0.0
2006,7,34,19,0.8494623655913978,0.0
2006,7,34,21,3.0451612903225804,0.005813953488372
2006,7,34,25,11.703225806451613,0.0
2006,7,34,29,34.670967741935485,0.0
2006,7,34,33,12.193548387096774,0.0
2006,7,34,37,5.161290322580645,0.0
2006,8,6,19,86.38797543308822,0.0041034058268362
2006,8,6,29,152.1538566882829,0.010051282051282
2006,8,6,31,16.682142857142857,0.0222222222222222
2006,8,6,37,125.59162852784132,0.005611270296084
2006,8,6,41,27.803401360544218,0.0010706638115631
2006,8,6,61,242.8634135338346,0.0026932399676811
2006,8,6,65,14.26002506265664,0.0023148148148148
2006,8,6,67,47.14081744570369,0.0013250433187238
2006,8,6,71,21.879210526315788,0.0032302722658052
2006,8,6,89,39.74002403620453,0.0022066936373666
2006,8,6,97,32.59964329064381,0.0
2006,8,6,99,37.53687545093795,0.0053553038105046
2006,8,6,107,61.89830611010284,0.0031152647975077
2006,8,6,113,61.368339295189344,0.0015678076822576
2006,8,34,1,22.983870967741936,0.0
2006,8,34,3,2.2,0.004498106060606
2006,8,34,7,5.148387096774194,0.0
2006,8,34,9,30.774193548387096,0.0
2006,8,34,15,0.0,0.0008613264427217
2006,8,34,17,10.387096774193548,0.0052185257664709
2006,8,34,19,0.5161290322580644,0.002
2006,8,34,21,4.2064516129032254,0.0112226816302421
2006,8,34,25,3.651612903225807,0.0
2006,8,34,29,10.412903225806453,0.0
2006,8,34,33,12.185483870967742,0.0
2006,8,34,37,5.67741935483871,0.0
2006,9,6,1,7.9375,0.0
2006,9,6,19,232.33935495193867,0.0012417218543046
2006,9,6,29,255.56730769230768,0.0039809939642994
2006,9,6,31,15.196428571428571,0.0294117647058823
2006,9,6,37,61.94109847674214,0.0045785079450579
2006,9,6,41,20.672239980329483,0.0015785319652722
2006,9,6,61,152.94756700494406,0.0017421602787456
2006,9,6,65,95.2284266583941,0.0007611315489027
2006,9,6,67,45.6402296119869,0.000899145811479
2006,9,6,71,19.58333333333333,0.0016620498614958
2006,9,6,89,452.0632716049383,0.0
2006,9,6,97,23.302018319463706,0.0014306151645207
2006,9,6,99,88.24545166903971,0.0011253868517302
2006,9,6,107,109.32467532467533,0.0024582104228121
2006,9,6,113,55.03888104714457,0.0002283626398721
2006,9,34,3,1.7933333333333334,0.001665873393622
2006,9,34,9,15.444444444444445,0.0
2006,9,34,15,0.0,0.0021739130434782
2006,9,34,17,10.7,0.0
2006,9,34,19,0.411111111111111,0.0
2006,9,34,21,3.9,0.0088888888888888
2006,9,34,23,1.4222222222222225,0.0
2006,9,34,25,0.0,0.0
2006,9,34,27,0.4533333333333333,0.0
2006,9,34,29,4.64,0.0
2006,9,34,37,2.333333333333333,0.0
2006,10,6,19,52.69930104765018,0.0
2006,10,6,29,92.62090941639812,0.0
2006,10,6,37,71.70763271497796,0.0006830601092896
2006,10,6,41,10.394993894993894,0.0
2006,10,6,65,57.534375,9.848820603732703e-05
2006,10,6,67,23.79226334199664,0.0003903200624512
2006,10,6,71,22.513427109974423,0.0
2006,10,6,97,10.398473502304148,0.0
2006,10,6,99,49.06828967138246,0.0009861932938856
2006,10,6,113,22.21856084961177,0.0
2006,10,34,1,9.903225806451612,0.0
2006,10,34,3,0.8774193548387095,0.0
2006,10,34,7,1.303225806451613,0.0
2006,10,34,9,4.198924731182796,0.0
2006,10,34,15,0.0,0.0
2006,10,34,17,4.129032258064516,0.0
2006,10,34,21,1.1161290322580646,0.0
2006,10,34,29,0.7612903225806451,0.0
2006,10,34,37,0.2150537634408601,0.0
2006,11,6,37,93.02387001749057,0.001628664495114
2006,11,6,65,58.60045836516424,0.0
2006,11,6,67,8.801480375043111,0.0
2006,11,6,71,11.228506787330318,0.0
2006,11,6,113,7.492594133500362,0.0
2006,12,6,37,17.367382617382617,0.0006002400960384
2006,12,6,65,29.58620689655173,0.0
2006,12,6,71,1.45,0.0
2007,1,6,37,7.550582266805026,0.0023474178403755
2007,1,6,65,47.84681372549019,0.0004494382022471
2007,1,6,67,0.4358372948640797,0.0
2007,1,6,71,1.04,0.0
2007,1,6,113,0.7713284024657043,0.0
2007,2,6,37,3.068029597499522,0.0
2007,2,6,65,21.012096774193548,0.0
2007,2,6,67,1.2472127370542287,0.0
2007,2,6,97,1.5,0.0
2007,2,6,113,1.7121033985121972,0.0
2007,3,6,13,6.963978494623657,0.0
2007,3,6,37,6.6162981162981165,0.0
2007,3,6,65,99.09843587784763,0.0
2007,3,6,67,1.957294427016589,0.0
2007,3,6,71,3.76,0.0
2007,3,6,85,1.4,0.0
2007,3,6,97,44.0,0.0
2007,3,6,99,5.7998585572843,0.0
2007,3,6,113,4.556429654167445,0.0
2007,4,6,13,13.62026862026862,0.0
2007,4,6,19,20.58919321419321,0.0
2007,4,6,29,21.138781994355966,0.0
2007,4,6,37,33.53307453416149,0.0
2007,4,6,41,9.068421052631578,0.0
2007,4,6,65,111.93550895690278,0.0
2007,4,6,67,6.684308205321368,0.0
2007,4,6,71,14.985,0.0
2007,4,6,99,16.481203007518797,0.0
2007,4,6,113,5.818811441159024,0.0
2007,5,6,13,19.93779983457403,0.0
2007,5,6,19,23.92768120484445,0.0
2007,5,6,29,50.19603388481437,0.0
2007,5,6,37,51.17484192847263,0.000110864745011
2007,5,6,41,7.386292834890965,0.0
2007,5,6,65,94.96699845080065,0.0
2007,5,6,67,21.21855893633584,0.0
2007,5,6,71,11.216,0.0
2007,5,6,85,4.444444444444445,0.0
2007,5,6,97,20.802197802197803,0.0
2007,5,6,99,39.70720553701644,0.0
2007,5,6,107,19.27150928167877,0.0
2007,5,6,113,14.951861628896689,0.0
2007,6,6,13,28.66891460494812,0.0
2007,6,6,19,49.00252025516856,0.0013536379018612
2007,6,6,29,127.88522100303764,0.0103860474230844
2007,6,6,31,2.502164502164502,0.0
2007,6,6,37,72.56846568232902,7.954816641476414e-05
2007,6,6,41,18.239898989898997,0.0
2007,6,6,47,21.5,0.0
2007,6,6,61,151.08873839009289,0.0
2007,6,6,65,97.813833740183,0.0
2007,6,6,67,50.9062404286938,0.0
2007,6,6,71,26.9275,0.0
2007,6,6,85,9.545454545454549,0.0
2007,6,6,89,74.00346209912536,0.0
2007,6,6,97,24.504030088062624,0.0
2007,6,6,99,91.91056056056055,0.0004949794937066
2007,6,6,107,161.32312925170066,0.0
2007,6,6,113,43.65011429442244,0.0
2007,6,34,1,3.1,0.0
2007,6,34,7,7.133333333333334,0.0
2007,6,34,9,16.105555555555554,0.0
2007,6,34,15,16.491666666666667,0.0
2007,6,34,21,2.88,0.0
2007,6,34,25,3.14,0.0
2007,6,34,29,0.9933333333333332,0.0
2007,6,34,33,0.0666666666666666,0.0
2007,6,34,35,0.375,0.0
2007,7,6,13,99.77153316973089,0.0
2007,7,6,19,73.70288079975579,0.0035054174633524
2007,7,6,29,152.3301394397307,0.0105513057240833
2007,7,6,31,46.77380952380951,0.0
2007,7,6,37,77.26735508445711,0.00099981821487
2007,7,6,41,23.95733333333333,0.0
2007,7,6,47,607.0,0.0
2007,7,6,61,382.108737244898,0.0010607265977194
2007,7,6,65,46.07368379651844,0.0014990006662225
2007,7,6,67,53.00679345098335,0.0032944858543013
2007,7,6,71,76.82000000000001,0.0
2007,7,6,85,4.763157894736843,0.0086206896551724
2007,7,6,89,139.26190476190476,0.0013142043587777
2007,7,6,97,25.04786335569153,0.0
2007,7,6,99,33.58815331010453,0.0029560076508433
2007,7,6,107,188.5797014925373,0.0014684287812041
2007,7,6,113,103.29734475321438,0.0003580165881019
2007,7,34,1,5.137096774193548,0.0
2007,7,34,9,7.231182795698924,0.0
2007,7,34,11,17.090322580645164,0.0
2007,7,34,15,15.330645161290322,0.0
2007,7,34,19,0.5161290322580645,0.0
2007,7,34,21,7.258064516129032,0.0031746031746031
2007,7,34,23,1.7849462365591398,0.0
2007,7,34,25,2.3483870967741933,0.0
2007,7,34,27,0.1741935483870967,0.0
2007,7,34,29,1.206451612903226,0.0
2007,7,34,33,0.314516129032258,0.0
2007,7,34,35,0.3548387096774193,0.0
2007,8,6,1,149.47591240875911,0.0
2007,8,6,11,2.0408163265306123,0.0
2007,8,6,13,87.84718936118136,0.0032910775231594
2007,8,6,19,134.84472298836454,0.0081632653061224
2007,8,6,29,260.42531838505107,0.0100663953737417
2007,8,6,31,74.85714285714286,0.0069444444444444
2007,8,6,37,62.366026621353726,0.0041869522882181
2007,8,6,41,14.617561807331628,0.0
2007,8,6,47,108.5,0.0
2007,8,6,61,260.7394706830784,0.0024641577060931
2007,8,6,65,35.04847540431267,0.0011967448539971
2007,8,6,67,49.58663611229946,0.0019471634564782
2007,8,6,71,32.096,0.0002687449610319
2007,8,6,85,5.909090909090909,0.0080536912751677
2007,8,6,89,84.83161189358373,0.0007349338559529
2007,8,6,97,32.97507833920877,0.0
2007,8,6,99,93.18934863586028,0.0030562347188264
2007,8,6,107,376.888781275222,0.0011142061281337
2007,8,6,113,61.39950131584578,0.0
2007,8,34,1,3.443548387096774,0.0
2007,8,34,3,8.819354838709678,0.0069444444444444
2007,8,34,7,1.929032258064516,0.0169204737732656
2007,8,34,9,1.4408602150537635,0.0
2007,8,34,11,15.606451612903223,0.0
2007,8,34,15,9.830645161290322,0.0
2007,8,34,21,5.245161290322581,0.0219047619047619
2007,8,34,23,1.4193548387096775,0.0
2007,8,34,25,3.032258064516129,0.0108695652173913
2007,8,34,29,1.058064516129032,0.0150602409638554
2007,8,34,33,6.32258064516129,0.0
2007,8,34,37,3.301075268817204,0.0
2007,9,6,1,42.88333333333333,0.0004210526315789
2007,9,6,11,2.2857142857142856,0.0
2007,9,6,13,136.6809207147992,0.0001141943587986
2007,9,6,19,98.16737962741485,0.0024855012427506
2007,9,6,29,128.43428013593166,0.0014450867052023
2007,9,6,37,39.25876562461928,0.0040587553150367
2007,9,6,41,10.531501831501831,0.0
2007,9,6,47,76.75,0.0
2007,9,6,61,148.40339251743816,0.0
2007,9,6,65,22.61641429436705,0.0014480761274306
2007,9,6,67,46.94056416124479,0.0007657554177195
2007,9,6,71,18.9425,0.0013413816230717
2007,9,6,85,1.9652777777777777,0.0
2007,9,6,89,174.4230902028485,0.0002104820037886
2007,9,6,97,12.79778578097906,0.0010482180293501
2007,9,6,99,122.01127630539396,0.0013291980505095
2007,9,6,107,417.1973995271868,0.0024850894632206
2007,9,6,113,58.05535850313724,0.0002988196623337
2007,9,34,3,4.493333333333333,0.0026229508196721
2007,9,34,7,1.0266666666666666,0.0083507306889352
2007,9,34,9,1.322222222222222,0.0
2007,9,34,11,4.026666666666666,0.0073529411764705
2007,9,34,15,7.7,0.0
2007,9,34,21,3.4466666666666668,0.006787330316742
2007,9,34,23,1.011111111111111,0.0071942446043165
2007,9,34,25,1.3866666666666667,0.0166666666666666
2007,9,34,29,0.6133333333333333,0.0
2007,9,34,33,0.55,0.0
2007,10,6,1,18.95,0.0
2007,10,6,13,82.08685268979386,0.0
2007,10,6,19,90.21713947990544,0.0015197568389057
2007,10,6,29,20.99183130699088,0.0015384615384615
2007,10,6,37,37.61672180741948,0.001124678663239
2007,10,6,41,3.895709570957096,0.0
2007,10,6,61,41.60345864661654,0.0
2007,10,6,65,89.5833672416335,0.0001068147831659
2007,10,6,67,15.86953314098444,0.00066181336863
2007,10,6,71,17.708000000000002,0.0
2007,10,6,85,2.68,0.0
2007,10,6,97,11.56969696969697,0.0
2007,10,6,99,32.52078392020921,0.0
2007,10,6,107,278.4077380952381,0.0
2007,10,6,113,10.403249268665338,0.0
2007,10,34,1,0.0,0.0
2007,10,34,3,1.4129032258064516,0.0
2007,10,34,7,0.4258064516129032,0.0
2007,10,34,9,0.3924731182795698,0.0084033613445378
2007,10,34,15,1.411290322580645,0.0039840637450199
2007,10,34,21,0.432258064516129,0.014519056261343
2007,10,34,23,0.3118279569892473,0.0
2007,10,34,25,0.0,0.0
2007,10,34,29,0.0,0.0
2007,10,34,33,1.129032258064516,0.0
2007,11,6,37,83.58450824029771,0.0002631232732535
2007,11,6,41,4.541666666666667,0.0
2007,11,6,65,53.41142857142857,0.0
2007,11,6,67,5.552908814774315,0.0
2007,11,6,71,31.8125,0.0
2007,11,6,97,4.525423728813559,0.0
2007,11,6,113,2.7597796452489534,0.0
2007,12,6,13,0.1502659574468084,0.0
2007,12,6,37,23.739968528717547,0.0012690355329949
2007,12,6,65,19.15,0.0
2007,12,6,71,21.485,0.0
2008,1,6,37,3.9272727272727272,0.0
2008,1,6,65,149.53846153846155,0.0
2008,1,6,71,3.355,0.0
2008,2,6,13,2.60182061579652,0.0
2008,2,6,37,1.596103896103896,0.0
2008,2,6,65,80.3125,0.0
2008,3,6,29,0.894736842105263,0.0
2008,3,6,37,15.766061260890444,0.0
2008,3,6,41,0.6923076923076922,0.0
2008,3,6,65,113.44874835309618,0.0005624296962879
2008,3,6,67,3.877467708188712,0.0
2008,3,6,71,7.102500000000001,0.0
2008,3,6,85,3.3,0.0
2008,3,6,97,1.8571428571428568,0.0
2008,3,6,113,3.382630977736753,0.0
2008,4,6,13,5.913440715883668,0.0
2008,4,6,19,8.495357274304641,0.0
2008,4,6,29,16.4015849218248,0.0
2008,4,6,37,84.70654686843213,0.0
2008,4,6,41,3.741050254093732,0.0
2008,4,6,61,12.01078167115903,0.0
2008,4,6,65,208.7439048376313,0.0003025901718712
2008,4,6,67,5.766518141811134,0.0
2008,4,6,71,31.006000000000004,0.0
2008,4,6,85,0.7118644067796609,0.0
2008,4,6,97,4.9773404255319145,0.0
2008,4,6,99,3.173248161053039,0.0
2008,4,6,107,18.65142857142857,0.0
2008,4,6,113,3.579319484661632,0.0
2008,5,6,13,19.109867452135497,0.0
2008,5,6,19,32.643910799195446,0.0004391743522178
2008,5,6,29,21.707148236542032,0.0
2008,5,6,37,80.50925134571078,0.000436347769172
2008,5,6,41,6.706190476190476,0.0
2008,5,6,61,36.599489795918366,0.0
2008,5,6,65,112.54508431306932,7.656967840735069e-05
2008,5,6,67,19.62702947845805,0.0
2008,5,6,71,33.145,0.0
2008,5,6,85,2.533333333333333,0.0041493775933609
2008,5,6,97,11.193546365914786,0.0
2008,5,6,99,44.782968703255136,0.0
2008,5,6,107,15.757575757575758,0.0
2008,5,6,111,0.3144016227180526,0.0
2008,5,6,113,23.635115068452883,0.0
2008,5,34,3,1.26,0.0
2008,5,34,7,5.8100000000000005,0.0
2008,5,34,9,7.691666666666666,0.0
2008,5,34,15,0.0,0.0
2008,5,34,23,4.019607843137255,0.0
2008,5,34,25,5.283870967741935,0.0
2008,5,34,37,5.066666666666666,0.0
2008,6,6,13,33.059639389736475,0.0003913894324853
2008,6,6,19,63.8397362340522,0.0001773364071643
2008,6,6,29,20.679516371574096,0.0026178010471204
2008,6,6,37,92.619259867858,0.0010727147345031
2008,6,6,41,9.36437908496732,0.0
2008,6,6,61,103.7458617576244,0.0
2008,6,6,65,120.01654324636291,0.0004848093083387
2008,6,6,67,63.31958952750978,0.0001605716350206
2008,6,6,71,52.59711538461538,0.0009350163627863
2008,6,6,85,4.412790697674419,0.0
2008,6,6,97,11.587019018133567,0.0
2008,6,6,99,44.25438912048304,0.0
2008,6,6,101,11.971428571428572,0.0
2008,6,6,107,64.06426501035197,0.0023201856148491
2008,6,6,111,0.1887640449438201,0.0
2008,6,6,113,82.03140292400774,0.0
2008,6,6,115,6.13265306122449,0.0
2008,6,34,1,3.208333333333333,0.0
2008,6,34,3,2.52,0.0
2008,6,34,7,10.913333333333332,0.0
2008,6,34,9,17.07222222222222,0.0
2008,6,34,15,0.0,0.0
2008,6,34,23,14.444444444444445,0.0
2008,6,34,25,6.993333333333333,0.0
