DateTime, Centers for Disease Control and Prevention[en]
2008-05-10, 474
2008-05-11, 481
2008-05-12, 742
2008-05-13, 705
2008-05-14, 701
2008-05-15, 695
2008-05-16, 564
2008-05-17, 365
2008-05-18, 469
2008-05-19, 685
2008-05-20, 796
2008-05-21, 714
2008-05-22, 647
2008-05-23, 559
2008-05-24, 368
2008-05-25, 460
2008-05-26, 535
2008-05-27, 743
2008-05-28, 904
2008-05-29, 905
2008-05-30, 652
2008-05-31, 462
2008-06-01, 472
2008-06-02, 790
2008-06-03, 763
2008-06-04, 829
2008-06-05, 831
2008-06-06, 638
2008-06-07, 477
2008-06-08, 620
2008-06-09, 944
2008-06-10, 846
2008-06-11, 770
2008-06-12, 708
2008-06-13, 648
2008-06-14, 469
2008-06-15, 500
2008-06-16, 627
2008-06-17, 767
2008-06-18, 730
2008-06-19, 679
2008-06-20, 518
2008-06-21, 448
2008-06-22, 432
2008-06-23, 758
2008-06-24, 644
2008-06-25, 642
2008-06-26, 613
2008-06-27, 551
2008-06-28, 441
2008-06-29, 389
2008-06-30, 561
2008-07-01, 548
2008-07-02, 559
2008-07-03, 544
2008-07-04, 384
2008-07-05, 350
2008-07-06, 392
2008-07-07, 557
2008-07-08, 563
2008-07-09, 599
2008-07-10, 513
2008-07-11, 469
2008-07-12, 377
2008-07-13, 422
2008-07-14, 492
2008-07-15, 481
2008-07-16, 531
2008-07-17, 515
2008-07-18, 521
2008-07-19, 444
2008-07-20, 394
2008-07-21, 531
2008-07-22, 500
2008-07-23, 564
2008-07-24, 476
2008-07-25, 451
2008-07-26, 317
2008-07-27, 357
2008-07-28, 550
2008-07-29, 547
2008-07-30, 526
2008-07-31, 522
2008-08-01, 418
2008-08-02, 371
2008-08-03, 426
2008-08-04, 498
2008-08-05, 533
2008-08-06, 480
2008-08-07, 716
2008-08-08, 449
2008-08-09, 323
2008-08-10, 291
2008-08-11, 434
2008-08-12, 397
2008-08-13, 427
2008-08-14, 426
2008-08-15, 340
2008-08-16, 311
2008-08-17, 418
2008-08-18, 535
2008-08-19, 504
2008-08-20, 404
2008-08-21, 492
2008-08-22, 616
2008-08-23, 347
2008-08-24, 407
2008-08-25, 498
2008-08-26, 462
2008-08-27, 551
2008-08-28, 549
2008-08-29, 460
2008-08-30, 350
2008-08-31, 447
2008-09-01, 428
2008-09-02, 490
2008-09-03, 577
2008-09-04, 532
2008-09-05, 569
2008-09-06, 491
2008-09-07, 519
2008-09-08, 717
2008-09-09, 629
2008-09-10, 609
2008-09-11, 603
2008-09-12, 575
2008-09-13, 387
2008-09-14, 455
2008-09-15, 673
2008-09-16, 879
2008-09-17, 810
2008-09-18, 729
2008-09-19, 778
2008-09-20, 648
2008-09-21, 692
2008-09-22, 1065
2008-09-23, 1185
2008-09-24, 1315
2008-09-25, 2307
2008-09-26, 1451
2008-09-27, 760
2008-09-28, 989
2008-09-29, 936
2008-09-30, 1100
2008-10-01, 1207
2008-10-02, 1082
2008-10-03, 1096
2008-10-04, 762
2008-10-05, 951
2008-10-06, 1335
2008-10-07, 1436
2008-10-08, 1594
2008-10-09, 1507
2008-10-10, 2493
2008-10-11, 671
2008-10-12, 778
2008-10-13, 1036
2008-10-14, 816
2008-10-15, 760
2008-10-16, 824
2008-10-17, 689
2008-10-18, 554
2008-10-19, 631
2008-10-20, 831
2008-10-21, 333
2008-10-22, 483
2008-10-23, 761
2008-10-24, 683
2008-10-25, 459
2008-10-26, 534
2008-10-27, 771
2008-10-28, 785
2008-10-29, 785
2008-10-30, 672
2008-10-31, 624
2008-11-01, 455
2008-11-02, 550
2008-11-03, 738
2008-11-04, 774
2008-11-05, 615
2008-11-06, 639
2008-11-07, 635
2008-11-08, 500
2008-11-09, 491
2008-11-10, 756
2008-11-11, 754
2008-11-12, 745
2008-11-13, 723
2008-11-14, 713
2008-11-15, 579
2008-11-16, 569
2008-11-17, 763
2008-11-18, 830
2008-11-19, 747
2008-11-20, 710
2008-11-21, 652
2008-11-22, 468
2008-11-23, 605
2008-11-24, 758
2008-11-25, 777
2008-11-26, 582
2008-11-27, 492
2008-11-28, 497
2008-11-29, 426
2008-11-30, 536
2008-12-01, 887
2008-12-02, 807
2008-12-03, 851
2008-12-04, 729
2008-12-05, 655
2008-12-06, 456
2008-12-07, 495
2008-12-08, 676
2008-12-09, 654
2008-12-10, 642
2008-12-11, 597
2008-12-12, 505
2008-12-13, 483
2008-12-14, 460
2008-12-15, 669
2008-12-16, 566
2008-12-17, 576
2008-12-18, 532
2008-12-19, 454
2008-12-20, 315
2008-12-21, 334
2008-12-22, 442
2008-12-23, 378
2008-12-24, 308
2008-12-25, 226
2008-12-26, 283
2008-12-27, 263
2008-12-28, 309
2008-12-29, 414
2008-12-30, 433
2008-12-31, 304
2009-01-01, 264
2009-01-02, 402
2009-01-03, 370
2009-01-04, 372
2009-01-05, 501
2009-01-06, 574
2009-01-07, 558
2009-01-08, 639
2009-01-09, 600
2009-01-10, 503
2009-01-11, 573
2009-01-12, 638
2009-01-13, 682
2009-01-14, 622
2009-01-15, 682
2009-01-16, 566
2009-01-17, 404
2009-01-18, 439
2009-01-19, 624
2009-01-20, 689
2009-01-21, 640
2009-01-22, 731
2009-01-23, 637
2009-01-24, 505
2009-01-25, 473
2009-01-26, 661
2009-01-27, 666
2009-01-28, 667
2009-01-29, 667
2009-01-30, 604
2009-01-31, 498
2009-02-01, 514
2009-02-02, 716
2009-02-03, 771
2009-02-04, 708
2009-02-05, 677
2009-02-06, 616
2009-02-07, 496
2009-02-08, 539
2009-02-09, 781
2009-02-10, 685
2009-02-11, 854
2009-02-12, 638
2009-02-13, 600
2009-02-14, 385
2009-02-15, 474
2009-02-16, 698
2009-02-17, 724
2009-02-18, 663
2009-02-19, 737
2009-02-20, 614
2009-02-21, 427
2009-02-22, 576
2009-02-23, 860
2009-02-24, 690
2009-02-25, 735
2009-02-26, 711
2009-02-27, 672
2009-02-28, 525
2009-03-01, 507
2009-03-02, 771
2009-03-03, 671
2009-03-04, 779
2009-03-05, 675
2009-03-06, 690
2009-03-07, 434
2009-03-08, 496
2009-03-09, 773
2009-03-10, 635
2009-03-11, 678
2009-03-12, 734
2009-03-13, 558
2009-03-14, 373
2009-03-15, 534
2009-03-16, 741
2009-03-17, 718
2009-03-18, 794
2009-03-19, 686
2009-03-20, 651
2009-03-21, 410
2009-03-22, 481
2009-03-23, 665
2009-03-24, 741
2009-03-25, 789
2009-03-26, 715
2009-03-27, 637
2009-03-28, 454
2009-03-29, 530
2009-03-30, 663
2009-03-31, 821
2009-04-01, 701
2009-04-02, 718
2009-04-03, 618
2009-04-04, 421
2009-04-05, 546
2009-04-06, 651
2009-04-07, 656
2009-04-08, 660
2009-04-09, 609
2009-04-10, 516
2009-04-11, 443
2009-04-12, 428
2009-04-13, 681
2009-04-14, 730
2009-04-15, 666
2009-04-16, 652
2009-04-17, 608
2009-04-18, 403
2009-04-19, 474
2009-04-20, 670
2009-04-21, 683
2009-04-22, 680
2009-04-23, 701
2009-04-24, 761
2009-04-25, 1372
2009-04-26, 2742
2009-04-27, 5898
2009-04-28, 5115
2009-04-29, 5606
2009-04-30, 6363
2009-05-01, 3821
2009-05-02, 2179
2009-05-03, 1959
2009-05-04, 2444
2009-05-05, 1829
2009-05-06, 1631
2009-05-07, 1440
2009-05-08, 1159
2009-05-09, 922
2009-05-10, 911
2009-05-11, 1380
2009-05-12, 1226
2009-05-13, 1119
2009-05-14, 1126
2009-05-15, 1256
2009-05-16, 664
2009-05-17, 740
2009-05-18, 1170
2009-05-19, 1046
2009-05-20, 898
2009-05-21, 965
2009-05-22, 824
2009-05-23, 494
2009-05-24, 507
2009-05-25, 715
2009-05-26, 927
2009-05-27, 775
2009-05-28, 814
2009-05-29, 766
2009-05-30, 503
2009-05-31, 520
2009-06-01, 739
2009-06-02, 1064
2009-06-03, 777
2009-06-04, 694
2009-06-05, 672
2009-06-06, 500
2009-06-07, 544
2009-06-08, 749
2009-06-09, 754
2009-06-10, 727
2009-06-11, 1018
2009-06-12, 886
2009-06-13, 573
2009-06-14, 659
2009-06-15, 789
2009-06-16, 715
2009-06-17, 763
2009-06-18, 722
2009-06-19, 687
2009-06-20, 495
2009-06-21, 630
2009-06-22, 748
2009-06-23, 696
2009-06-24, 663
2009-06-25, 677
2009-06-26, 537
2009-06-27, 519
2009-06-28, 443
2009-06-29, 683
2009-06-30, 663
2009-07-01, 668
2009-07-02, 640
2009-07-03, 559
2009-07-04, 424
2009-07-05, 428
2009-07-06, 661
2009-07-07, 625
2009-07-08, 592
2009-07-09, 615
2009-07-10, 550
2009-07-11, 434
2009-07-12, 458
2009-07-13, 692
2009-07-14, 678
2009-07-15, 703
2009-07-16, 725
2009-07-17, 669
2009-07-18, 495
2009-07-19, 532
2009-07-20, 704
2009-07-21, 713
2009-07-22, 708
2009-07-23, 722
2009-07-24, 653
2009-07-25, 447
2009-07-26, 504
2009-07-27, 722
2009-07-28, 757
2009-07-29, 698
2009-07-30, 684
2009-07-31, 585
2009-08-01, 439
2009-08-02, 525
2009-08-03, 772
2009-08-04, 742
2009-08-05, 739
2009-08-06, 669
2009-08-07, 638
2009-08-08, 457
2009-08-09, 625
2009-08-10, 920
2009-08-11, 916
2009-08-12, 957
2009-08-13, 996
2009-08-14, 759
2009-08-15, 559
2009-08-16, 553
2009-08-17, 786
2009-08-18, 787
2009-08-19, 756
2009-08-20, 763
2009-08-21, 765
2009-08-22, 463
2009-08-23, 495
2009-08-24, 787
2009-08-25, 963
2009-08-26, 869
2009-08-27, 932
2009-08-28, 765
2009-08-29, 617
2009-08-30, 575
2009-08-31, 926
2009-09-01, 949
2009-09-02, 1054
2009-09-03, 1013
2009-09-04, 897
2009-09-05, 636
2009-09-06, 605
2009-09-07, 817
2009-09-08, 979
2009-09-09, 933
2009-09-10, 930
2009-09-11, 908
2009-09-12, 587
2009-09-13, 657
2009-09-14, 941
2009-09-15, 1003
2009-09-16, 1004
2009-09-17, 820
2009-09-18, 857
2009-09-19, 590
2009-09-20, 596
2009-09-21, 423
2009-09-22, 0
2009-09-23, 0
2009-09-24, 0
2009-09-25, 0
2009-09-26, 0
2009-09-27, 0
2009-09-28, 0
2009-09-29, 0
2009-09-30, 0
2009-10-01, 857
2009-10-02, 686
2009-10-03, 565
2009-10-04, 640
2009-10-05, 840
2009-10-06, 1013
2009-10-07, 932
2009-10-08, 854
2009-10-09, 914
2009-10-10, 584
2009-10-11, 589
2009-10-12, 972
2009-10-13, 1019
2009-10-14, 859
2009-10-15, 0
2009-10-16, 931
2009-10-17, 530
2009-10-18, 560
2009-10-19, 1035
2009-10-20, 1047
2009-10-21, 1007
2009-10-22, 992
2009-10-23, 994
2009-10-24, 798
2009-10-25, 857
2009-10-26, 1176
2009-10-27, 1083
2009-10-28, 1178
2009-10-29, 1030
2009-10-30, 886
2009-10-31, 824
2009-11-01, 584
2009-11-02, 1223
2009-11-03, 1141
2009-11-04, 1054
2009-11-05, 1030
2009-11-06, 988
2009-11-07, 643
2009-11-08, 806
2009-11-09, 1109
2009-11-10, 997
2009-11-11, 871
2009-11-12, 1076
2009-11-13, 1038
2009-11-14, 643
2009-11-15, 720
2009-11-16, 944
2009-11-17, 779
2009-11-18, 948
2009-11-19, 904
2009-11-20, 889
2009-11-21, 662
2009-11-22, 420
2009-11-23, 868
2009-11-24, 758
2009-11-25, 719
2009-11-26, 513
2009-11-27, 560
2009-11-28, 612
2009-11-29, 563
2009-11-30, 814
2009-12-01, 916
2009-12-02, 784
2009-12-03, 686
2009-12-04, 825
2009-12-05, 613
2009-12-06, 674
2009-12-07, 758
2009-12-08, 745
2009-12-09, 951
2009-12-10, 741
2009-12-11, 616
2009-12-12, 523
2009-12-13, 541
2009-12-14, 614
2009-12-15, 806
2009-12-16, 740
2009-12-17, 618
2009-12-18, 551
2009-12-19, 437
2009-12-20, 402
2009-12-21, 551
2009-12-22, 563
2009-12-23, 485
2009-12-24, 306
2009-12-25, 238
2009-12-26, 287
2009-12-27, 341
2009-12-28, 417
2009-12-29, 441
2009-12-30, 448
2009-12-31, 503
2010-01-01, 425
2010-01-02, 418
2010-01-03, 430
2010-01-04, 541
2010-01-05, 501
2010-01-06, 652
2010-01-07, 615
2010-01-08, 630
2010-01-09, 475
2010-01-10, 517
2010-01-11, 700
2010-01-12, 638
2010-01-13, 732
2010-01-14, 756
2010-01-15, 676
2010-01-16, 573
2010-01-17, 534
2010-01-18, 692
2010-01-19, 702
2010-01-20, 717
2010-01-21, 678
2010-01-22, 903
2010-01-23, 69
2010-01-24, 0
2010-01-25, 704
2010-01-26, 846
2010-01-27, 704
2010-01-28, 701
2010-01-29, 597
2010-01-30, 462
2010-01-31, 583
2010-02-01, 699
2010-02-02, 658
2010-02-03, 869
2010-02-04, 787
2010-02-05, 780
2010-02-06, 598
2010-02-07, 566
2010-02-08, 536
2010-02-09, 672
2010-02-10, 745
2010-02-11, 761
2010-02-12, 613
2010-02-13, 421
2010-02-14, 434
2010-02-15, 597
2010-02-16, 701
2010-02-17, 722
2010-02-18, 711
2010-02-19, 662
2010-02-20, 498
2010-02-21, 552
2010-02-22, 712
2010-02-23, 747
2010-02-24, 563
2010-02-25, 584
2010-02-26, 652
2010-02-27, 547
2010-02-28, 515
2010-03-01, 704
2010-03-02, 778
2010-03-03, 716
2010-03-04, 696
2010-03-05, 590
2010-03-06, 481
2010-03-07, 551
2010-03-08, 777
2010-03-09, 810
2010-03-10, 825
2010-03-11, 777
2010-03-12, 852
2010-03-13, 638
2010-03-14, 688
2010-03-15, 875
2010-03-16, 878
2010-03-17, 781
2010-03-18, 799
2010-03-19, 857
2010-03-20, 720
2010-03-21, 539
2010-03-22, 814
2010-03-23, 897
2010-03-24, 939
2010-03-25, 943
2010-03-26, 877
2010-03-27, 679
2010-03-28, 734
2010-03-29, 871
2010-03-30, 990
2010-03-31, 993
2010-04-01, 814
2010-04-02, 719
2010-04-03, 682
2010-04-04, 604
2010-04-05, 886
2010-04-06, 901
2010-04-07, 872
2010-04-08, 903
2010-04-09, 801
2010-04-10, 672
2010-04-11, 616
2010-04-12, 993
2010-04-13, 999
2010-04-14, 1048
2010-04-15, 915
2010-04-16, 922
2010-04-17, 731
2010-04-18, 744
2010-04-19, 899
2010-04-20, 1040
2010-04-21, 1068
2010-04-22, 927
2010-04-23, 896
2010-04-24, 767
2010-04-25, 793
2010-04-26, 1053
2010-04-27, 975
2010-04-28, 986
2010-04-29, 1052
2010-04-30, 960
2010-05-01, 742
2010-05-02, 788
2010-05-03, 965
2010-05-04, 1074
2010-05-05, 1379
2010-05-06, 942
2010-05-07, 897
2010-05-08, 699
2010-05-09, 695
2010-05-10, 913
2010-05-11, 858
2010-05-12, 860
2010-05-13, 761
2010-05-14, 723
2010-05-15, 512
2010-05-16, 622
2010-05-17, 847
2010-05-18, 722
2010-05-19, 642
2010-05-20, 874
2010-05-21, 855
2010-05-22, 676
2010-05-23, 643
2010-05-24, 864
2010-05-25, 809
2010-05-26, 757
2010-05-27, 806
2010-05-28, 626
2010-05-29, 682
2010-05-30, 589
2010-05-31, 813
2010-06-01, 886
2010-06-02, 879
2010-06-03, 838
2010-06-04, 814
2010-06-05, 692
2010-06-06, 692
2010-06-07, 812
2010-06-08, 718
2010-06-09, 744
2010-06-10, 627
2010-06-11, 418
2010-06-12, 125
2010-06-13, 80
2010-06-14, 144
2010-06-15, 390
2010-06-16, 517
2010-06-17, 685
2010-06-18, 689
2010-06-19, 599
2010-06-20, 559
2010-06-21, 710
2010-06-22, 741
2010-06-23, 683
2010-06-24, 669
2010-06-25, 539
2010-06-26, 529
2010-06-27, 193
2010-06-28, 418
2010-06-29, 707
2010-06-30, 724
2010-07-01, 646
2010-07-02, 529
2010-07-03, 432
2010-07-04, 443
2010-07-05, 225
2010-07-06, 646
2010-07-07, 212
2010-07-08, 0
2010-07-09, 0
2010-07-10, 344
2010-07-11, 516
2010-07-12, 620
2010-07-13, 619
2010-07-14, 682
2010-07-15, 648
2010-07-16, 582
2010-07-17, 430
2010-07-18, 544
2010-07-19, 662
2010-07-20, 638
2010-07-21, 614
2010-07-22, 825
2010-07-23, 916
2010-07-24, 764
2010-07-25, 715
2010-07-26, 987
2010-07-27, 886
2010-07-28, 905
2010-07-29, 892
2010-07-30, 800
2010-07-31, 583
2010-08-01, 645
2010-08-02, 961
2010-08-03, 1009
2010-08-04, 946
2010-08-05, 905
2010-08-06, 777
2010-08-07, 626
2010-08-08, 727
2010-08-09, 924
2010-08-10, 881
2010-08-11, 909
2010-08-12, 948
2010-08-13, 943
2010-08-14, 947
2010-08-15, 719
2010-08-16, 943
2010-08-17, 982
2010-08-18, 1064
2010-08-19, 1036
2010-08-20, 999
2010-08-21, 699
2010-08-22, 699
2010-08-23, 1057
2010-08-24, 1034
2010-08-25, 1037
2010-08-26, 940
2010-08-27, 900
2010-08-28, 626
2010-08-29, 730
2010-08-30, 961
2010-08-31, 984
2010-09-01, 934
2010-09-02, 932
2010-09-03, 822
2010-09-04, 576
2010-09-05, 665
2010-09-06, 776
2010-09-07, 1064
2010-09-08, 1088
2010-09-09, 903
2010-09-10, 926
2010-09-11, 663
2010-09-12, 773
2010-09-13, 1088
2010-09-14, 1100
2010-09-15, 977
2010-09-16, 1001
2010-09-17, 776
2010-09-18, 581
2010-09-19, 744
2010-09-20, 997
2010-09-21, 977
2010-09-22, 1081
2010-09-23, 1006
2010-09-24, 928
2010-09-25, 685
2010-09-26, 775
2010-09-27, 998
2010-09-28, 1118
2010-09-29, 1084
2010-09-30, 1066
2010-10-01, 927
2010-10-02, 714
2010-10-03, 697
2010-10-04, 1122
2010-10-05, 1165
2010-10-06, 1113
2010-10-07, 1047
2010-10-08, 922
2010-10-09, 678
2010-10-10, 630
2010-10-11, 971
2010-10-12, 1146
2010-10-13, 1128
2010-10-14, 1110
2010-10-15, 1122
2010-10-16, 738
2010-10-17, 790
2010-10-18, 1124
2010-10-19, 1154
2010-10-20, 1081
2010-10-21, 1080
2010-10-22, 983
2010-10-23, 763
2010-10-24, 814
2010-10-25, 1185
2010-10-26, 1085
2010-10-27, 1040
2010-10-28, 1070
2010-10-29, 1039
2010-10-30, 668
2010-10-31, 696
2010-11-01, 1113
2010-11-02, 1174
2010-11-03, 1121
2010-11-04, 1170
2010-11-05, 1006
2010-11-06, 866
2010-11-07, 944
2010-11-08, 1374
2010-11-09, 1274
2010-11-10, 1112
2010-11-11, 1013
2010-11-12, 888
2010-11-13, 796
2010-11-14, 893
2010-11-15, 1174
2010-11-16, 2154
2010-11-17, 1694
2010-11-18, 1421
2010-11-19, 1096
2010-11-20, 829
2010-11-21, 876
2010-11-22, 1259
2010-11-23, 1202
2010-11-24, 1137
2010-11-25, 781
2010-11-26, 832
2010-11-27, 725
2010-11-28, 888
2010-11-29, 3876
2010-11-30, 1626
2010-12-01, 1982
2010-12-02, 1647
2010-12-03, 1405
2010-12-04, 1123
2010-12-05, 1249
2010-12-06, 4419
2010-12-07, 2936
2010-12-08, 1933
2010-12-09, 1807
2010-12-10, 1362
2010-12-11, 1100
2010-12-12, 1018
2010-12-13, 1331
2010-12-14, 1236
2010-12-15, 1127
2010-12-16, 1074
2010-12-17, 901
2010-12-18, 699
2010-12-19, 779
2010-12-20, 928
2010-12-21, 947
2010-12-22, 902
2010-12-23, 769
2010-12-24, 595
2010-12-25, 435
2010-12-26, 579
2010-12-27, 705
2010-12-28, 688
2010-12-29, 717
2010-12-30, 763
2010-12-31, 509
2011-01-01, 441
2011-01-02, 644
2011-01-03, 762
2011-01-04, 841
2011-01-05, 920
2011-01-06, 975
2011-01-07, 915
2011-01-08, 690
2011-01-09, 722
2011-01-10, 893
2011-01-11, 1038
2011-01-12, 1000
2011-01-13, 1476
2011-01-14, 863
2011-01-15, 719
2011-01-16, 851
2011-01-17, 920
2011-01-18, 1094
2011-01-19, 1161
2011-01-20, 1265
2011-01-21, 1060
2011-01-22, 771
2011-01-23, 804
2011-01-24, 1032
2011-01-25, 1117
2011-01-26, 1108
2011-01-27, 1048
2011-01-28, 971
2011-01-29, 678
2011-01-30, 750
2011-01-31, 1169
2011-02-01, 1073
2011-02-02, 1046
2011-02-03, 983
2011-02-04, 873
2011-02-05, 728
2011-02-06, 811
2011-02-07, 1073
2011-02-08, 1136
2011-02-09, 1187
2011-02-10, 1073
2011-02-11, 861
2011-02-12, 691
2011-02-13, 766
2011-02-14, 993
2011-02-15, 1025
2011-02-16, 1085
2011-02-17, 987
2011-02-18, 845
2011-02-19, 737
2011-02-20, 861
2011-02-21, 1128
2011-02-22, 1047
2011-02-23, 1042
2011-02-24, 982
2011-02-25, 892
2011-02-26, 738
2011-02-27, 782
2011-02-28, 1073
2011-03-01, 930
2011-03-02, 1070
2011-03-03, 1131
2011-03-04, 1000
2011-03-05, 866
2011-03-06, 939
2011-03-07, 1214
2011-03-08, 1123
2011-03-09, 1222
2011-03-10, 1141
2011-03-11, 939
2011-03-12, 811
2011-03-13, 838
2011-03-14, 1175
2011-03-15, 1193
2011-03-16, 1056
2011-03-17, 962
2011-03-18, 783
2011-03-19, 658
2011-03-20, 663
2011-03-21, 963
2011-03-22, 979
2011-03-23, 908
2011-03-24, 1017
2011-03-25, 836
2011-03-26, 639
2011-03-27, 669
2011-03-28, 950
2011-03-29, 898
2011-03-30, 950
2011-03-31, 940
2011-04-01, 801
2011-04-02, 494
2011-04-03, 647
2011-04-04, 905
2011-04-05, 975
2011-04-06, 896
2011-04-07, 880
2011-04-08, 830
2011-04-09, 600
2011-04-10, 698
2011-04-11, 1040
2011-04-12, 933
2011-04-13, 1042
2011-04-14, 966
2011-04-15, 827
2011-04-16, 640
2011-04-17, 736
2011-04-18, 887
2011-04-19, 944
2011-04-20, 889
2011-04-21, 744
2011-04-22, 768
2011-04-23, 649
2011-04-24, 716
2011-04-25, 1068
2011-04-26, 1100
2011-04-27, 1082
2011-04-28, 1016
2011-04-29, 758
2011-04-30, 464
2011-05-01, 539
2011-05-02, 692
2011-05-03, 869
2011-05-04, 901
2011-05-05, 931
2011-05-06, 721
2011-05-07, 542
2011-05-08, 663
2011-05-09, 937
2011-05-10, 937
2011-05-11, 898
2011-05-12, 890
2011-05-13, 1350
2011-05-14, 958
2011-05-15, 727
2011-05-16, 1080
2011-05-17, 989
2011-05-18, 988
2011-05-19, 2486
2011-05-20, 3358
2011-05-21, 1998
2011-05-22, 900
2011-05-23, 1260
2011-05-24, 1164
2011-05-25, 1139
2011-05-26, 1031
2011-05-27, 863
2011-05-28, 642
2011-05-29, 1881
2011-05-30, 2121
2011-05-31, 2173
2011-06-01, 2171
2011-06-02, 1925
2011-06-03, 906
2011-06-04, 684
2011-06-05, 741
2011-06-06, 972
2011-06-07, 911
2011-06-08, 900
2011-06-09, 893
2011-06-10, 825
2011-06-11, 659
2011-06-12, 693
2011-06-13, 889
2011-06-14, 763
2011-06-15, 909
2011-06-16, 833
2011-06-17, 772
2011-06-18, 565
2011-06-19, 592
2011-06-20, 935
2011-06-21, 810
2011-06-22, 860
2011-06-23, 797
2011-06-24, 749
2011-06-25, 572
2011-06-26, 614
2011-06-27, 945
2011-06-28, 838
2011-06-29, 820
2011-06-30, 738
2011-07-01, 666
2011-07-02, 549
2011-07-03, 621
2011-07-04, 657
2011-07-05, 930
2011-07-06, 903
2011-07-07, 769
2011-07-08, 692
2011-07-09, 588
2011-07-10, 577
2011-07-11, 791
2011-07-12, 767
2011-07-13, 701
2011-07-14, 1002
2011-07-15, 869
2011-07-16, 723
2011-07-17, 691
2011-07-18, 844
2011-07-19, 847
2011-07-20, 862
2011-07-21, 850
2011-07-22, 799
2011-07-23, 611
2011-07-24, 694
2011-07-25, 872
2011-07-26, 830
2011-07-27, 859
2011-07-28, 888
2011-07-29, 765
2011-07-30, 607
2011-07-31, 700
2011-08-01, 873
2011-08-02, 779
2011-08-03, 832
2011-08-04, 860
2011-08-05, 796
2011-08-06, 631
2011-08-07, 682
2011-08-08, 859
2011-08-09, 844
2011-08-10, 855
2011-08-11, 724
2011-08-12, 708
2011-08-13, 561
2011-08-14, 578
2011-08-15, 808
2011-08-16, 797
2011-08-17, 939
2011-08-18, 891
2011-08-19, 844
2011-08-20, 697
2011-08-21, 674
2011-08-22, 905
2011-08-23, 917
2011-08-24, 853
2011-08-25, 853
2011-08-26, 835
2011-08-27, 650
2011-08-28, 677
2011-08-29, 895
2011-08-30, 965
2011-08-31, 1062
2011-09-01, 987
2011-09-02, 856
2011-09-03, 627
2011-09-04, 648
2011-09-05, 714
2011-09-06, 919
2011-09-07, 952
2011-09-08, 949
2011-09-09, 1352
2011-09-10, 1527
2011-09-11, 1251
2011-09-12, 1449
2011-09-13, 1242
2011-09-14, 1278
2011-09-15, 1296
2011-09-16, 1270
2011-09-17, 922
2011-09-18, 982
2011-09-19, 1336
2011-09-20, 1157
2011-09-21, 1112
2011-09-22, 1143
2011-09-23, 1031
2011-09-24, 881
2011-09-25, 968
2011-09-26, 1140
2011-09-27, 1148
2011-09-28, 1308
2011-09-29, 1159
2011-09-30, 1211
2011-10-01, 880
2011-10-02, 914
2011-10-03, 1185
2011-10-04, 1257
2011-10-05, 1210
