DateTime,West Nile virus[en]
2008-06-15, 831
2008-06-16, 1180
2008-06-17, 1089
2008-06-18, 1017
2008-06-19, 1012
2008-06-20, 990
2008-06-21, 893
2008-06-22, 1045
2008-06-23, 3017
2008-06-24, 1941
2008-06-25, 1558
2008-06-26, 1375
2008-06-27, 1382
2008-06-28, 1013
2008-06-29, 1095
2008-06-30, 1559
2008-07-01, 1554
2008-07-02, 1700
2008-07-03, 1664
2008-07-04, 1296
2008-07-05, 1183
2008-07-06, 1235
2008-07-07, 1725
2008-07-08, 1628
2008-07-09, 1270
2008-07-10, 1352
2008-07-11, 1358
2008-07-12, 1223
2008-07-13, 1040
2008-07-14, 1520
2008-07-15, 1599
2008-07-16, 1600
2008-07-17, 1408
2008-07-18, 1450
2008-07-19, 1043
2008-07-20, 1056
2008-07-21, 1575
2008-07-22, 1430
2008-07-23, 1474
2008-07-24, 1485
2008-07-25, 1265
2008-07-26, 927
2008-07-27, 930
2008-07-28, 1543
2008-07-29, 1471
2008-07-30, 1475
2008-07-31, 1407
2008-08-01, 1253
2008-08-02, 1012
2008-08-03, 904
2008-08-04, 1407
2008-08-05, 1581
2008-08-06, 1875
2008-08-07, 1841
2008-08-08, 1279
2008-08-09, 894
2008-08-10, 929
2008-08-11, 1395
2008-08-12, 1447
2008-08-13, 1480
2008-08-14, 1567
2008-08-15, 1482
2008-08-16, 1003
2008-08-17, 1013
2008-08-18, 1519
2008-08-19, 1867
2008-08-20, 1401
2008-08-21, 1432
2008-08-22, 1239
2008-08-23, 813
2008-08-24, 874
2008-08-25, 1425
2008-08-26, 1666
2008-08-27, 1158
2008-08-28, 937
2008-08-29, 765
2008-08-30, 501
2008-08-31, 910
2008-09-01, 1090
2008-09-02, 1371
2008-09-03, 1445
2008-09-04, 1673
2008-09-05, 1478
2008-09-06, 1098
2008-09-07, 953
2008-09-08, 1350
2008-09-09, 1360
2008-09-10, 1319
2008-09-11, 1397
2008-09-12, 1098
2008-09-13, 799
2008-09-14, 948
2008-09-15, 1144
2008-09-16, 1063
2008-09-17, 1084
2008-09-18, 1038
2008-09-19, 1007
2008-09-20, 637
2008-09-21, 690
2008-09-22, 1205
2008-09-23, 1171
2008-09-24, 1176
2008-09-25, 1191
2008-09-26, 1015
2008-09-27, 803
2008-09-28, 873
2008-09-29, 1207
2008-09-30, 1080
2008-10-01, 1114
2008-10-02, 1041
2008-10-03, 964
2008-10-04, 500
2008-10-05, 577
2008-10-06, 1125
2008-10-07, 970
2008-10-08, 999
2008-10-09, 972
2008-10-10, 803
2008-10-11, 551
2008-10-12, 708
2008-10-13, 877
2008-10-14, 1101
2008-10-15, 873
2008-10-16, 1017
2008-10-17, 873
2008-10-18, 457
2008-10-19, 573
2008-10-20, 951
2008-10-21, 386
2008-10-22, 558
2008-10-23, 942
2008-10-24, 820
2008-10-25, 471
2008-10-26, 509
2008-10-27, 820
2008-10-28, 930
2008-10-29, 968
2008-10-30, 784
2008-10-31, 579
2008-11-01, 240
2008-11-02, 246
2008-11-03, 457
2008-11-04, 498
2008-11-05, 683
2008-11-06, 797
2008-11-07, 790
2008-11-08, 466
2008-11-09, 555
2008-11-10, 860
2008-11-11, 739
2008-11-12, 811
2008-11-13, 873
2008-11-14, 854
2008-11-15, 467
2008-11-16, 525
2008-11-17, 838
2008-11-18, 854
2008-11-19, 865
2008-11-20, 809
2008-11-21, 700
2008-11-22, 368
2008-11-23, 437
2008-11-24, 707
2008-11-25, 602
2008-11-26, 499
2008-11-27, 341
2008-11-28, 376
2008-11-29, 324
2008-11-30, 446
2008-12-01, 783
2008-12-02, 865
2008-12-03, 776
2008-12-04, 781
2008-12-05, 651
2008-12-06, 385
2008-12-07, 474
2008-12-08, 678
2008-12-09, 656
2008-12-10, 626
2008-12-11, 624
2008-12-12, 547
2008-12-13, 329
2008-12-14, 467
2008-12-15, 700
2008-12-16, 626
2008-12-17, 564
2008-12-18, 472
2008-12-19, 317
2008-12-20, 166
2008-12-21, 246
2008-12-22, 297
2008-12-23, 284
2008-12-24, 174
2008-12-25, 148
2008-12-26, 185
2008-12-27, 198
2008-12-28, 199
2008-12-29, 229
2008-12-30, 331
2008-12-31, 241
2009-01-01, 171
2009-01-02, 299
2009-01-03, 253
2009-01-04, 295
2009-01-05, 473
2009-01-06, 532
2009-01-07, 531
2009-01-08, 560
2009-01-09, 443
2009-01-10, 268
2009-01-11, 372
2009-01-12, 640
2009-01-13, 624
2009-01-14, 640
2009-01-15, 620
2009-01-16, 497
2009-01-17, 319
2009-01-18, 317
2009-01-19, 463
2009-01-20, 588
2009-01-21, 612
2009-01-22, 611
2009-01-23, 531
2009-01-24, 269
2009-01-25, 377
2009-01-26, 577
2009-01-27, 607
2009-01-28, 581
2009-01-29, 732
2009-01-30, 545
2009-01-31, 262
2009-02-01, 323
2009-02-02, 311
2009-02-03, 540
2009-02-04, 443
2009-02-05, 245
2009-02-06, 298
2009-02-07, 201
2009-02-08, 216
2009-02-09, 288
2009-02-10, 554
2009-02-11, 710
2009-02-12, 706
2009-02-13, 651
2009-02-14, 335
2009-02-15, 424
2009-02-16, 659
2009-02-17, 753
2009-02-18, 756
2009-02-19, 693
2009-02-20, 609
2009-02-21, 363
2009-02-22, 477
2009-02-23, 784
2009-02-24, 802
2009-02-25, 709
2009-02-26, 716
2009-02-27, 752
2009-02-28, 366
2009-03-01, 436
2009-03-02, 701
2009-03-03, 710
2009-03-04, 783
2009-03-05, 816
2009-03-06, 730
2009-03-07, 317
2009-03-08, 446
2009-03-09, 759
2009-03-10, 819
2009-03-11, 696
2009-03-12, 735
2009-03-13, 580
2009-03-14, 382
2009-03-15, 431
2009-03-16, 733
2009-03-17, 657
2009-03-18, 665
2009-03-19, 711
2009-03-20, 705
2009-03-21, 370
2009-03-22, 457
2009-03-23, 827
2009-03-24, 862
2009-03-25, 843
2009-03-26, 819
2009-03-27, 648
2009-03-28, 450
2009-03-29, 582
2009-03-30, 658
2009-03-31, 452
2009-04-01, 495
2009-04-02, 370
2009-04-03, 238
2009-04-04, 356
2009-04-05, 496
2009-04-06, 847
2009-04-07, 956
2009-04-08, 965
2009-04-09, 669
2009-04-10, 518
2009-04-11, 367
2009-04-12, 461
2009-04-13, 692
2009-04-14, 789
2009-04-15, 770
2009-04-16, 774
2009-04-17, 733
2009-04-18, 477
2009-04-19, 540
2009-04-20, 1002
2009-04-21, 962
2009-04-22, 774
2009-04-23, 913
2009-04-24, 767
2009-04-25, 583
2009-04-26, 845
2009-04-27, 1456
2009-04-28, 1569
2009-04-29, 1495
2009-04-30, 1592
2009-05-01, 1210
2009-05-02, 672
2009-05-03, 693
2009-05-04, 1118
2009-05-05, 1019
2009-05-06, 955
2009-05-07, 955
2009-05-08, 835
2009-05-09, 482
2009-05-10, 552
2009-05-11, 1009
2009-05-12, 1047
2009-05-13, 997
2009-05-14, 940
2009-05-15, 733
2009-05-16, 373
2009-05-17, 524
2009-05-18, 870
2009-05-19, 958
2009-05-20, 847
2009-05-21, 731
2009-05-22, 683
2009-05-23, 456
2009-05-24, 495
2009-05-25, 743
2009-05-26, 999
2009-05-27, 936
2009-05-28, 875
2009-05-29, 696
2009-05-30, 408
2009-05-31, 561
2009-06-01, 841
2009-06-02, 873
2009-06-03, 774
2009-06-04, 700
2009-06-05, 691
2009-06-06, 431
2009-06-07, 430
2009-06-08, 989
2009-06-09, 822
2009-06-10, 703
2009-06-11, 740
2009-06-12, 606
2009-06-13, 390
2009-06-14, 450
2009-06-15, 741
2009-06-16, 772
2009-06-17, 723
2009-06-18, 651
2009-06-19, 554
2009-06-20, 436
2009-06-21, 462
2009-06-22, 704
2009-06-23, 830
2009-06-24, 709
2009-06-25, 651
2009-06-26, 597
2009-06-27, 475
2009-06-28, 593
2009-06-29, 743
2009-06-30, 710
2009-07-01, 709
2009-07-02, 699
2009-07-03, 623
2009-07-04, 418
2009-07-05, 529
2009-07-06, 995
2009-07-07, 1017
2009-07-08, 822
2009-07-09, 761
2009-07-10, 785
2009-07-11, 522
2009-07-12, 542
2009-07-13, 906
2009-07-14, 785
2009-07-15, 777
2009-07-16, 835
2009-07-17, 727
2009-07-18, 533
2009-07-19, 547
2009-07-20, 924
2009-07-21, 851
2009-07-22, 796
2009-07-23, 707
2009-07-24, 774
2009-07-25, 478
2009-07-26, 505
2009-07-27, 777
2009-07-28, 830
2009-07-29, 1132
2009-07-30, 832
2009-07-31, 682
2009-08-01, 504
2009-08-02, 547
2009-08-03, 732
2009-08-04, 779
2009-08-05, 808
2009-08-06, 654
2009-08-07, 716
2009-08-08, 547
2009-08-09, 581
2009-08-10, 864
2009-08-11, 829
2009-08-12, 826
2009-08-13, 813
2009-08-14, 824
2009-08-15, 606
2009-08-16, 620
2009-08-17, 943
2009-08-18, 857
2009-08-19, 850
2009-08-20, 739
2009-08-21, 697
2009-08-22, 525
2009-08-23, 1060
2009-08-24, 1112
2009-08-25, 933
2009-08-26, 1383
2009-08-27, 1140
2009-08-28, 824
2009-08-29, 592
2009-08-30, 510
2009-08-31, 864
2009-09-01, 942
2009-09-02, 946
2009-09-03, 881
2009-09-04, 675
2009-09-05, 517
2009-09-06, 574
2009-09-07, 642
2009-09-08, 837
2009-09-09, 892
2009-09-10, 824
2009-09-11, 807
2009-09-12, 613
2009-09-13, 651
2009-09-14, 831
2009-09-15, 759
2009-09-16, 840
2009-09-17, 860
2009-09-18, 667
2009-09-19, 581
2009-09-20, 523
2009-09-21, 443
2009-09-22, 0
2009-09-23, 0
2009-09-24, 0
2009-09-25, 0
2009-09-26, 0
2009-09-27, 0
2009-09-28, 0
2009-09-29, 0
2009-09-30, 0
2009-10-01, 747
2009-10-02, 593
2009-10-03, 401
2009-10-04, 495
2009-10-05, 781
2009-10-06, 714
2009-10-07, 787
2009-10-08, 862
2009-10-09, 775
2009-10-10, 435
2009-10-11, 376
2009-10-12, 725
2009-10-13, 762
2009-10-14, 711
2009-10-15, 0
2009-10-16, 529
2009-10-17, 388
2009-10-18, 427
2009-10-19, 679
2009-10-20, 697
2009-10-21, 674
2009-10-22, 732
2009-10-23, 642
2009-10-24, 423
2009-10-25, 491
2009-10-26, 732
2009-10-27, 825
2009-10-28, 792
2009-10-29, 716
2009-10-30, 576
2009-10-31, 354
2009-11-01, 319
2009-11-02, 672
2009-11-03, 654
2009-11-04, 739
2009-11-05, 652
2009-11-06, 640
2009-11-07, 436
2009-11-08, 476
2009-11-09, 981
2009-11-10, 718
2009-11-11, 672
2009-11-12, 833
2009-11-13, 604
2009-11-14, 327
2009-11-15, 475
2009-11-16, 757
2009-11-17, 619
2009-11-18, 587
2009-11-19, 569
2009-11-20, 513
2009-11-21, 308
2009-11-22, 286
2009-11-23, 551
2009-11-24, 464
2009-11-25, 490
2009-11-26, 392
2009-11-27, 426
2009-11-28, 412
2009-11-29, 409
2009-11-30, 688
2009-12-01, 667
2009-12-02, 702
2009-12-03, 641
2009-12-04, 555
2009-12-05, 362
2009-12-06, 393
2009-12-07, 692
2009-12-08, 617
2009-12-09, 645
2009-12-10, 626
2009-12-11, 547
2009-12-12, 301
2009-12-13, 332
2009-12-14, 498
2009-12-15, 544
2009-12-16, 502
2009-12-17, 460
2009-12-18, 474
2009-12-19, 228
2009-12-20, 212
2009-12-21, 392
2009-12-22, 227
2009-12-23, 220
2009-12-24, 174
2009-12-25, 127
2009-12-26, 156
2009-12-27, 188
2009-12-28, 248
2009-12-29, 248
2009-12-30, 339
2009-12-31, 292
2010-01-01, 209
2010-01-02, 234
2010-01-03, 261
2010-01-04, 314
2010-01-05, 367
2010-01-06, 433
2010-01-07, 433
2010-01-08, 426
2010-01-09, 386
2010-01-10, 291
2010-01-11, 459
2010-01-12, 564
2010-01-13, 502
2010-01-14, 540
2010-01-15, 436
2010-01-16, 286
2010-01-17, 347
2010-01-18, 437
2010-01-19, 616
2010-01-20, 484
2010-01-21, 548
2010-01-22, 526
2010-01-23, 24
2010-01-24, 0
2010-01-25, 549
2010-01-26, 598
2010-01-27, 583
2010-01-28, 639
2010-01-29, 427
2010-01-30, 338
2010-01-31, 372
2010-02-01, 633
2010-02-02, 557
2010-02-03, 560
2010-02-04, 677
2010-02-05, 599
2010-02-06, 335
2010-02-07, 384
2010-02-08, 441
2010-02-09, 612
2010-02-10, 696
2010-02-11, 579
2010-02-12, 557
2010-02-13, 268
2010-02-14, 314
2010-02-15, 435
2010-02-16, 615
2010-02-17, 705
2010-02-18, 684
2010-02-19, 537
2010-02-20, 333
2010-02-21, 347
2010-02-22, 643
2010-02-23, 732
2010-02-24, 639
2010-02-25, 484
2010-02-26, 491
2010-02-27, 366
2010-02-28, 427
2010-03-01, 622
2010-03-02, 664
2010-03-03, 588
2010-03-04, 672
2010-03-05, 553
2010-03-06, 357
2010-03-07, 392
2010-03-08, 639
2010-03-09, 573
2010-03-10, 569
2010-03-11, 651
2010-03-12, 601
2010-03-13, 313
2010-03-14, 352
2010-03-15, 495
2010-03-16, 447
2010-03-17, 517
2010-03-18, 563
2010-03-19, 636
2010-03-20, 397
2010-03-21, 371
2010-03-22, 697
2010-03-23, 678
2010-03-24, 719
2010-03-25, 633
2010-03-26, 534
2010-03-27, 394
2010-03-28, 487
2010-03-29, 682
2010-03-30, 631
2010-03-31, 697
2010-04-01, 546
2010-04-02, 498
2010-04-03, 372
2010-04-04, 403
2010-04-05, 598
2010-04-06, 648
2010-04-07, 629
2010-04-08, 648
2010-04-09, 607
2010-04-10, 381
2010-04-11, 447
2010-04-12, 749
2010-04-13, 799
2010-04-14, 772
2010-04-15, 756
2010-04-16, 780
2010-04-17, 464
2010-04-18, 454
2010-04-19, 764
2010-04-20, 722
2010-04-21, 735
2010-04-22, 719
2010-04-23, 665
2010-04-24, 419
2010-04-25, 544
2010-04-26, 725
2010-04-27, 814
2010-04-28, 762
2010-04-29, 811
2010-04-30, 711
2010-05-01, 439
2010-05-02, 498
2010-05-03, 853
2010-05-04, 835
2010-05-05, 903
2010-05-06, 786
2010-05-07, 719
2010-05-08, 433
2010-05-09, 538
2010-05-10, 807
2010-05-11, 791
2010-05-12, 620
2010-05-13, 628
2010-05-14, 576
2010-05-15, 457
2010-05-16, 493
2010-05-17, 826
2010-05-18, 638
2010-05-19, 595
2010-05-20, 640
2010-05-21, 725
2010-05-22, 444
2010-05-23, 504
2010-05-24, 807
2010-05-25, 897
2010-05-26, 873
2010-05-27, 713
2010-05-28, 598
2010-05-29, 526
2010-05-30, 526
2010-05-31, 716
2010-06-01, 903
2010-06-02, 877
2010-06-03, 891
2010-06-04, 779
2010-06-05, 592
2010-06-06, 704
2010-06-07, 773
2010-06-08, 691
2010-06-09, 658
2010-06-10, 629
2010-06-11, 355
2010-06-12, 92
2010-06-13, 99
2010-06-14, 129
2010-06-15, 390
2010-06-16, 510
2010-06-17, 793
2010-06-18, 641
2010-06-19, 624
2010-06-20, 659
2010-06-21, 920
2010-06-22, 923
2010-06-23, 997
2010-06-24, 871
2010-06-25, 736
2010-06-26, 675
2010-06-27, 323
2010-06-28, 618
2010-06-29, 955
2010-06-30, 933
2010-07-01, 953
2010-07-02, 1064
2010-07-03, 924
2010-07-04, 802
2010-07-05, 425
2010-07-06, 1013
2010-07-07, 392
2010-07-08, 0
2010-07-09, 0
2010-07-10, 577
2010-07-11, 847
2010-07-12, 978
2010-07-13, 987
2010-07-14, 899
2010-07-15, 1058
2010-07-16, 959
2010-07-17, 992
2010-07-18, 952
2010-07-19, 1004
2010-07-20, 1005
2010-07-21, 1019
2010-07-22, 1288
2010-07-23, 1355
2010-07-24, 1058
2010-07-25, 1133
2010-07-26, 1581
2010-07-27, 1698
2010-07-28, 1391
2010-07-29, 1428
2010-07-30, 1391
2010-07-31, 994
2010-08-01, 1088
2010-08-02, 1344
2010-08-03, 1527
2010-08-04, 1488
2010-08-05, 1433
2010-08-06, 1987
2010-08-07, 1979
2010-08-08, 1717
2010-08-09, 2977
2010-08-10, 2995
2010-08-11, 2682
2010-08-12, 2516
2010-08-13, 2204
2010-08-14, 2323
2010-08-15, 1687
2010-08-16, 2079
2010-08-17, 2136
2010-08-18, 2180
2010-08-19, 1822
2010-08-20, 1932
2010-08-21, 1284
2010-08-22, 1212
2010-08-23, 1806
2010-08-24, 1903
2010-08-25, 1920
2010-08-26, 1900
2010-08-27, 1668
2010-08-28, 1234
2010-08-29, 1119
2010-08-30, 4030
2010-08-31, 4099
2010-09-01, 2410
2010-09-02, 2048
2010-09-03, 2221
2010-09-04, 1464
2010-09-05, 1263
2010-09-06, 1517
2010-09-07, 2070
2010-09-08, 2391
2010-09-09, 2087
2010-09-10, 1484
2010-09-11, 1128
2010-09-12, 942
2010-09-13, 1878
2010-09-14, 1707
2010-09-15, 1735
2010-09-16, 1603
2010-09-17, 1322
2010-09-18, 967
2010-09-19, 1007
2010-09-20, 1523
2010-09-21, 1502
2010-09-22, 1548
2010-09-23, 1345
2010-09-24, 1385
2010-09-25, 938
2010-09-26, 970
2010-09-27, 1311
2010-09-28, 1186
2010-09-29, 1294
2010-09-30, 1140
2010-10-01, 1068
2010-10-02, 722
2010-10-03, 731
2010-10-04, 1112
2010-10-05, 1099
2010-10-06, 1138
2010-10-07, 1053
2010-10-08, 852
2010-10-09, 571
2010-10-10, 681
2010-10-11, 1043
2010-10-12, 1147
2010-10-13, 1049
2010-10-14, 968
2010-10-15, 842
2010-10-16, 598
2010-10-17, 701
2010-10-18, 946
2010-10-19, 931
2010-10-20, 944
2010-10-21, 862
2010-10-22, 785
2010-10-23, 560
2010-10-24, 621
2010-10-25, 1000
2010-10-26, 906
2010-10-27, 950
2010-10-28, 888
2010-10-29, 754
2010-10-30, 529
2010-10-31, 552
2010-11-01, 783
2010-11-02, 1034
2010-11-03, 1066
2010-11-04, 945
2010-11-05, 878
2010-11-06, 519
2010-11-07, 658
2010-11-08, 1128
2010-11-09, 897
2010-11-10, 886
2010-11-11, 729
2010-11-12, 691
2010-11-13, 471
2010-11-14, 531
2010-11-15, 816
2010-11-16, 910
2010-11-17, 892
2010-11-18, 892
2010-11-19, 713
2010-11-20, 466
2010-11-21, 535
2010-11-22, 926
2010-11-23, 898
2010-11-24, 734
2010-11-25, 557
2010-11-26, 521
2010-11-27, 529
2010-11-28, 749
2010-11-29, 1091
2010-11-30, 528
2010-12-01, 919
2010-12-02, 777
2010-12-03, 802
2010-12-04, 477
2010-12-05, 584
2010-12-06, 860
2010-12-07, 898
2010-12-08, 886
2010-12-09, 908
2010-12-10, 730
2010-12-11, 494
2010-12-12, 515
2010-12-13, 799
2010-12-14, 873
2010-12-15, 911
2010-12-16, 706
2010-12-17, 459
2010-12-18, 347
2010-12-19, 326
2010-12-20, 480
2010-12-21, 522
2010-12-22, 466
2010-12-23, 466
2010-12-24, 351
2010-12-25, 254
2010-12-26, 263
2010-12-27, 340
2010-12-28, 362
2010-12-29, 393
2010-12-30, 386
2010-12-31, 325
2011-01-01, 268
2011-01-02, 367
2011-01-03, 573
2011-01-04, 588
2011-01-05, 701
2011-01-06, 727
2011-01-07, 646
2011-01-08, 364
2011-01-09, 437
2011-01-10, 618
2011-01-11, 685
2011-01-12, 710
2011-01-13, 651
2011-01-14, 574
2011-01-15, 412
2011-01-16, 370
2011-01-17, 586
2011-01-18, 665
2011-01-19, 757
2011-01-20, 758
2011-01-21, 678
2011-01-22, 398
2011-01-23, 501
2011-01-24, 746
2011-01-25, 770
2011-01-26, 696
2011-01-27, 669
2011-01-28, 533
2011-01-29, 344
2011-01-30, 475
2011-01-31, 736
2011-02-01, 681
2011-02-02, 606
2011-02-03, 653
2011-02-04, 535
2011-02-05, 368
2011-02-06, 443
2011-02-07, 661
2011-02-08, 720
2011-02-09, 711
2011-02-10, 657
2011-02-11, 592
2011-02-12, 387
2011-02-13, 434
2011-02-14, 662
2011-02-15, 726
2011-02-16, 713
2011-02-17, 667
2011-02-18, 625
2011-02-19, 390
2011-02-20, 374
2011-02-21, 583
2011-02-22, 718
2011-02-23, 706
2011-02-24, 718
2011-02-25, 542
2011-02-26, 400
2011-02-27, 490
2011-02-28, 768
2011-03-01, 737
2011-03-02, 811
2011-03-03, 737
2011-03-04, 628
2011-03-05, 401
2011-03-06, 528
2011-03-07, 837
2011-03-08, 833
2011-03-09, 735
2011-03-10, 786
2011-03-11, 661
2011-03-12, 354
2011-03-13, 459
2011-03-14, 704
2011-03-15, 766
2011-03-16, 663
2011-03-17, 597
2011-03-18, 517
2011-03-19, 350
2011-03-20, 441
2011-03-21, 725
2011-03-22, 798
2011-03-23, 815
2011-03-24, 800
2011-03-25, 619
2011-03-26, 395
2011-03-27, 417
2011-03-28, 779
2011-03-29, 751
2011-03-30, 763
2011-03-31, 750
2011-04-01, 739
2011-04-02, 405
2011-04-03, 528
2011-04-04, 818
2011-04-05, 861
2011-04-06, 763
2011-04-07, 772
2011-04-08, 766
2011-04-09, 422
2011-04-10, 484
2011-04-11, 852
2011-04-12, 845
2011-04-13, 849
2011-04-14, 759
2011-04-15, 748
2011-04-16, 546
2011-04-17, 528
2011-04-18, 806
2011-04-19, 896
2011-04-20, 720
2011-04-21, 716
2011-04-22, 530
2011-04-23, 803
2011-04-24, 586
2011-04-25, 828
2011-04-26, 867
2011-04-27, 875
2011-04-28, 761
2011-04-29, 683
2011-04-30, 444
2011-05-01, 606
2011-05-02, 889
2011-05-03, 890
2011-05-04, 855
2011-05-05, 950
2011-05-06, 725
2011-05-07, 481
2011-05-08, 555
2011-05-09, 941
2011-05-10, 909
2011-05-11, 843
2011-05-12, 910
2011-05-13, 682
2011-05-14, 478
2011-05-15, 537
2011-05-16, 914
2011-05-17, 918
2011-05-18, 891
2011-05-19, 845
2011-05-20, 716
2011-05-21, 495
2011-05-22, 637
2011-05-23, 1144
2011-05-24, 904
2011-05-25, 894
2011-05-26, 875
2011-05-27, 716
2011-05-28, 567
2011-05-29, 621
2011-05-30, 827
2011-05-31, 1036
2011-06-01, 1093
2011-06-02, 888
2011-06-03, 849
2011-06-04, 586
2011-06-05, 744
2011-06-06, 1068
2011-06-07, 1059
2011-06-08, 980
2011-06-09, 974
2011-06-10, 792
2011-06-11, 590
2011-06-12, 700
2011-06-13, 941
2011-06-14, 804
2011-06-15, 1017
2011-06-16, 919
2011-06-17, 967
2011-06-18, 733
2011-06-19, 738
2011-06-20, 1030
2011-06-21, 942
2011-06-22, 1024
2011-06-23, 1171
2011-06-24, 1216
2011-06-25, 786
2011-06-26, 829
2011-06-27, 1167
2011-06-28, 1071
2011-06-29, 1082
2011-06-30, 1122
2011-07-01, 1035
2011-07-02, 870
2011-07-03, 1099
2011-07-04, 1463
2011-07-05, 1447
2011-07-06, 1570
2011-07-07, 1587
2011-07-08, 1650
2011-07-09, 1133
2011-07-10, 1059
2011-07-11, 1437
2011-07-12, 1382
2011-07-13, 1241
2011-07-14, 1218
2011-07-15, 1266
2011-07-16, 1473
2011-07-17, 1273
2011-07-18, 1523
2011-07-19, 1393
2011-07-20, 1437
2011-07-21, 1749
2011-07-22, 1313
2011-07-23, 1093
2011-07-24, 1000
2011-07-25, 1525
2011-07-26, 1673
2011-07-27, 1632
2011-07-28, 2056
2011-07-29, 1525
2011-07-30, 990
2011-07-31, 1073
2011-08-01, 1364
2011-08-02, 1441
2011-08-03, 1657
2011-08-04, 1667
2011-08-05, 1550
2011-08-06, 1895
2011-08-07, 1292
2011-08-08, 1686
2011-08-09, 1890
2011-08-10, 1820
2011-08-11, 1728
2011-08-12, 1660
2011-08-13, 1531
2011-08-14, 2497
2011-08-15, 1724
2011-08-16, 1568
2011-08-17, 1462
2011-08-18, 1709
2011-08-19, 2626
2011-08-20, 1382
2011-08-21, 1207
2011-08-22, 1411
2011-08-23, 1507
2011-08-24, 1725
2011-08-25, 1732
2011-08-26, 1541
2011-08-27, 1134
2011-08-28, 1073
2011-08-29, 1134
2011-08-30, 1442
2011-08-31, 1311
2011-09-01, 1462
2011-09-02, 1627
2011-09-03, 1165
2011-09-04, 947
2011-09-05, 931
2011-09-06, 1057
2011-09-07, 1065
2011-09-08, 1032
2011-09-09, 1083
2011-09-10, 1120
2011-09-11, 918
2011-09-12, 1399
2011-09-13, 1344
2011-09-14, 1431
2011-09-15, 1412
2011-09-16, 1222
2011-09-17, 940
2011-09-18, 856
2011-09-19, 1024
2011-09-20, 1086
2011-09-21, 1317
2011-09-22, 1842
2011-09-23, 1197
2011-09-24, 929
2011-09-25, 867
2011-09-26, 1109
2011-09-27, 1211
2011-09-28, 1227
