,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income
2009-05,0.0,62.8,52.0,64.7,5.65,1.64,1632843.0,2000329.0,2020098.0,638068.0,1560277.0,1925958.0,2094492.0,912978.0,12785043.0,6291338.0,6493705.0,9190854.0,1875767.0,23208.0,538728.0,3459.0,4749388.0
2009-06,0.0,72.7,62.3,68.5,5.12,1.18,1632843.0,2000329.0,2020098.0,638068.0,1560277.0,1925958.0,2094492.0,912978.0,12785043.0,6291338.0,6493705.0,9190854.0,1875767.0,23208.0,538728.0,3459.0,4749388.0
2009-07,0.0,70.3,60.8,81.6,4.59,2.04,1632843.0,2000329.0,2020098.0,638068.0,1560277.0,1925958.0,2094492.0,912978.0,12785043.0,6291338.0,6493705.0,9190854.0,1875767.0,23208.0,538728.0,3459.0,4749388.0
2009-08,5.0,70.9,60.7,78.9,4.72,2.68,1632843.0,2000329.0,2020098.0,638068.0,1560277.0,1925958.0,2094492.0,912978.0,12785043.0,6291338.0,6493705.0,9190854.0,1875767.0,23208.0,538728.0,3459.0,4749388.0
2009-09,0.0,65.9,55.4,76.4,2.28,-0.31,1632843.0,2000329.0,2020098.0,638068.0,1560277.0,1925958.0,2094492.0,912978.0,12785043.0,6291338.0,6493705.0,9190854.0,1875767.0,23208.0,538728.0,3459.0,4749388.0
2009-10,0.0,50.1,41.7,49.6,8.49,7.9,1632843.0,2000329.0,2020098.0,638068.0,1560277.0,1925958.0,2094492.0,912978.0,12785043.0,6291338.0,6493705.0,9190854.0,1875767.0,23208.0,538728.0,3459.0,4749388.0
2009-11,0.0,47.2,37.9,43.0,2.48,0.66,1632843.0,2000329.0,2020098.0,638068.0,1560277.0,1925958.0,2094492.0,912978.0,12785043.0,6291338.0,6493705.0,9190854.0,1875767.0,23208.0,538728.0,3459.0,4749388.0
2009-12,0.0,29.1,22.2,28.1,3.98,2.64,1632843.0,2000329.0,2020098.0,638068.0,1560277.0,1925958.0,2094492.0,912978.0,12785043.0,6291338.0,6493705.0,9190854.0,1875767.0,23208.0,538728.0,3459.0,4749388.0
2010-01,0.0,21.5,14.8,35.6,1.44,-0.37,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-02,0.0,25.7,18.0,37.8,1.53,-0.22,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-03,0.0,43.8,34.1,46.3,2.74,-0.84,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-04,0.0,58.7,46.1,51.7,3.36,-1.39,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-05,0.0,64.3,53.9,55.3,5.4,1.14,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-06,0.0,74.9,64.8,67.6,7.71,3.89,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-07,0.0,77.6,67.6,80.2,5.35,2.06,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-08,11.0,76.8,65.6,78.4,3.18,-0.06,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-09,31.0,67.2,55.4,71.6,3.73,0.68,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-10,3.0,56.5,42.4,59.3,1.32,-1.62,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-11,0.0,43.7,32.6,38.9,3.15,0.06,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2010-12,0.0,24.0,16.8,33.7,1.77,-0.53,1611721.0,1957245.0,2028163.0,653223.0,1541738.0,1917442.0,2120850.0,914977.0,12745359.0,6250352.0,6495007.0,9136680.0,1860305.0,24729.0,571537.0,3290.0,4769951.0
2011-01,0.0,22.7,15.2,31.9,1.19,-0.69,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-02,0.0,30.2,22.0,33.6,3.24,2.3,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-03,0.0,41.6,32.6,42.3,2.72,-0.59,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-04,0.0,53.1,42.5,46.8,7.62,4.51,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-05,0.0,62.1,51.8,57.2,5.28,1.34,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-06,0.0,72.9,62.8,66.9,6.69,2.99,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-07,2.0,79.9,69.7,80.2,3.61,-0.38,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-08,8.0,74.8,63.2,82.5,1.87,-2.07,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-09,12.0,63.6,52.7,75.7,3.56,0.45,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-10,0.0,55.2,42.5,56.1,1.8,-1.34,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-11,0.0,45.8,37.2,40.0,5.17,1.56,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2011-12,0.0,35.9,28.4,34.7,3.35,1.35,1602143.0,1957502.0,2046270.0,666664.0,1533436.0,1920388.0,2138067.0,925712.0,12790182.0,6272579.0,6517603.0,9214977.0,1859608.0,25216.0,583302.0,3185.0,4773002.0
2012-01,0.0,31.9,22.7,36.0,1.89,0.21,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-02,0.0,35.8,27.1,37.4,1.48,-0.52,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-03,0.0,55.5,44.2,46.5,2.08,-3.41,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-04,0.0,54.6,42.4,57.2,3.13,-1.06,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-05,0.0,68.1,55.7,62.2,2.47,-2.65,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-06,0.0,72.6,59.8,71.6,1.73,-3.16,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-07,22.0,81.8,69.2,84.5,1.4,-4.82,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-08,115.0,73.6,60.3,84.2,3.5,-1.13,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-09,47.0,64.9,52.9,74.9,5.04,1.42,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-10,2.0,52.5,41.9,56.1,3.93,1.19,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-11,1.0,41.2,30.8,44.4,1.21,-2.15,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2012-12,0.0,36.8,29.0,32.6,2.25,-1.18,1589997.0,1956926.0,2061111.0,683339.0,1522741.0,1919566.0,2151175.0,939005.0,12823860.0,6291373.0,6532487.0,9298731.0,1860471.0,26669.0,595110.0,2907.0,4774275.0
2013-01,0.0,29.2,20.0,29.1,3.81,2.15,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-02,0.0,29.9,21.8,36.6,2.65,1.43,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-03,0.0,34.3,26.4,46.4,2.61,-0.02,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-04,0.0,50.2,39.3,52.0,6.93,4.1,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-05,0.0,63.9,53.1,64.4,6.57,2.48,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-06,0.0,71.5,61.4,74.1,5.33,1.6,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-07,2.0,73.1,63.2,86.2,3.16,-0.05,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-08,25.0,72.8,61.8,83.8,1.44,-2.16,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-09,55.0,68.6,56.1,69.2,1.69,-2.35,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-10,3.0,54.5,43.3,54.2,3.33,0.27,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-11,1.0,38.8,29.1,43.3,2.49,-0.68,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2013-12,0.0,26.2,17.4,29.8,2.48,-0.23,1576010.0,1952756.0,2073262.0,702071.0,1510406.0,1918425.0,2160837.0,954787.0,12848554.0,6304099.0,6544455.0,9320910.0,1851524.0,27548.0,609923.0,2979.0,4772723.0
2014-01,0.0,19.3,9.2,36.7,1.72,-0.01,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-02,0.0,19.4,9.9,36.3,2.22,0.8,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-03,0.0,34.4,23.4,46.8,1.46,-1.56,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-04,0.0,52.4,40.8,53.8,5.15,1.68,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-05,0.0,63.7,52.9,65.2,3.29,-1.07,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-06,0.0,73.0,63.2,70.4,6.77,3.01,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-07,1.0,70.3,59.6,85.3,3.29,0.46,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-08,14.0,73.8,64.3,77.4,5.19,2.74,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
2014-09,20.0,64.7,53.1,71.9,4.11,1.81,1559011.0,1949104.0,2082580.0,722629.0,1495955.0,1918567.0,2167247.0,973654.0,12868747.0,6313324.0,6555423.0,9331376.0,1849054.0,28535.0,627402.0,3240.0,4778633.0
