year,month,Unnamed: 0,fips,state,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income
2006,5,2006-05,37,,0,64.2,51.8,66.7,3.23,-0.49,,,,,,,,,,,,,,,,,
2006,6,2006-06,37,,0,73.1,62.3,74.1,7.63,4.36,,,,,,,,,,,,,,,,,
2006,7,2006-07,37,,0,77.6,67.1,81.2,4.47,-0.88,,,,,,,,,,,,,,,,,
2006,8,2006-08,37,,0,78.3,68.4,77.3,4.85,-0.65,,,,,,,,,,,,,,,,,
2006,9,2006-09,37,,0,68.1,58.2,67.2,6.6,2.62,,,,,,,,,,,,,,,,,
2006,10,2006-10,37,,1,57.7,46.0,55.8,4.04,1.58,,,,,,,,,,,,,,,,,
2006,11,2006-11,37,,0,51.5,39.9,50.3,6.75,4.29,,,,,,,,,,,,,,,,,
2006,12,2006-12,37,,0,47.1,34.4,41.9,3.32,-0.55,,,,,,,,,,,,,,,,,
2007,1,2007-01,37,,0,44.2,33.6,33.4,3.64,-0.48,,,,,,,,,,,,,,,,,
2007,2,2007-02,37,,0,39.1,27.7,24.8,2.25,-1.62,,,,,,,,,,,,,,,,,
2007,3,2007-03,37,,0,53.8,40.3,41.0,2.94,-2.23,,,,,,,,,,,,,,,,,
2007,4,2007-04,37,,0,57.3,44.4,50.5,3.25,-0.2,,,,,,,,,,,,,,,,,
2007,5,2007-05,37,,0,66.0,53.3,69.8,1.75,-2.6,,,,,,,,,,,,,,,,,
2007,6,2007-06,37,,0,74.1,62.7,78.2,3.82,-1.09,,,,,,,,,,,,,,,,,
2007,7,2007-07,37,,1,75.8,65.1,77.5,3.6,-2.52,,,,,,,,,,,,,,,,,
2007,8,2007-08,37,,1,80.6,68.8,79.0,2.05,-5.1,,,,,,,,,,,,,,,,,
2007,9,2007-09,37,,2,72.4,60.3,74.0,2.08,-3.62,,,,,,,,,,,,,,,,,
2007,10,2007-10,37,,0,65.4,53.6,65.0,4.33,-0.96,,,,,,,,,,,,,,,,,
2007,11,2007-11,37,,0,49.5,36.8,44.0,0.91,-3.69,,,,,,,,,,,,,,,,,
2007,12,2007-12,37,,0,47.5,36.6,32.9,4.13,-1.36,,,,,,,,,,,,,,,,,
2008,1,2008-01,37,,0,40.1,29.2,34.0,1.87,-2.3,,,,,,,,,,,,,,,,,
2008,2,2008-02,37,,0,46.2,34.1,32.2,3.99,-0.12,,,,,,,,,,,,,,,,,
2008,3,2008-03,37,,0,51.0,38.1,39.0,3.87,-0.73,,,,,,,,,,,,,,,,,
2008,4,2008-04,37,,0,58.7,47.7,61.3,4.98,1.78,,,,,,,,,,,,,,,,,
2008,5,2008-05,37,,1,64.8,52.5,63.8,2.94,-0.94,,,,,,,,,,,,,,,,,
2008,6,2008-06,37,,0,77.1,64.8,77.1,2.28,-3.13,,,,,,,,,,,,,,,,,
2008,7,2008-07,37,,0,76.6,65.5,79.5,5.13,-1.39,,,,,,,,,,,,,,,,,
2008,8,2008-08,37,,1,75.5,65.0,75.4,5.97,-0.01,,,,,,,,,,,,,,,,,
2008,9,2008-09,37,,0,70.8,61.3,71.4,5.44,0.73,,,,,,,,,,,,,,,,,
2008,10,2008-10,37,,0,57.8,45.6,57.1,1.92,-1.26,,,,,,,,,,,,,,,,,
2008,11,2008-11,37,,0,47.2,35.6,43.8,3.49,0.28,,,,,,,,,,,,,,,,,
2008,12,2008-12,37,,0,46.1,35.8,35.1,3.93,0.26,,,,,,,,,,,,,,,,,
2009,1,2009-01,37,NC,0,38.7,28.4,24.2,2.83,-1.06,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,2,2009-02,37,NC,0,42.8,30.5,34.4,1.69,-2.52,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,3,2009-03,37,NC,0,49.3,38.5,43.8,5.38,1.31,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,4,2009-04,37,NC,0,58.7,46.0,57.5,2.51,-1.37,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,5,2009-05,37,NC,0,67.5,57.3,66.8,5.87,2.1,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,6,2009-06,37,NC,0,75.1,64.5,72.2,4.42,0.05,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,7,2009-07,37,NC,0,75.2,64.8,74.9,4.16,-1.07,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,8,2009-08,37,NC,0,77.4,67.8,77.9,5.04,-0.6,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,9,2009-09,37,NC,0,69.6,60.2,69.3,4.39,0.07,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,10,2009-10,37,NC,0,58.9,48.4,54.3,2.93,-0.38,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,11,2009-11,37,NC,0,52.7,42.4,50.9,6.89,3.92,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2009,12,2009-12,37,NC,0,40.7,31.0,32.4,7.09,4.39,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0
2010,1,2010-01,37,NC,0,36.6,26.3,29.2,5.0,1.64,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,2,2010-02,37,NC,0,36.9,27.7,30.4,3.77,0.29,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,3,2010-03,37,NC,0,49.5,37.9,47.8,4.06,-0.31,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,4,2010-04,37,NC,0,61.3,47.0,62.0,1.56,-3.02,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,5,2010-05,37,NC,0,69.5,58.6,71.1,4.68,-0.4,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,6,2010-06,37,NC,0,78.8,68.0,75.4,3.65,-1.84,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,7,2010-07,37,NC,0,79.4,68.7,82.4,4.05,-2.84,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,8,2010-08,37,NC,0,78.6,68.7,78.4,4.52,-2.15,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,9,2010-09,37,NC,0,73.1,60.9,70.9,7.81,2.34,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,10,2010-10,37,NC,0,60.9,47.9,57.9,2.71,-0.56,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,11,2010-11,37,NC,0,50.0,37.4,46.7,1.59,-1.81,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2010,12,2010-12,37,NC,0,33.6,24.2,29.4,2.87,-0.33,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0
2011,1,2011-01,37,NC,0,36.2,26.1,26.6,1.95,-1.98,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,2,2011-02,37,NC,0,45.7,33.3,32.3,2.56,-1.73,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,3,2011-03,37,NC,0,50.6,38.9,40.2,5.23,0.97,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,4,2011-04,37,NC,0,61.4,49.2,54.8,3.63,-0.4,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,5,2011-05,37,NC,0,67.6,56.0,67.9,3.14,-1.22,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,6,2011-06,37,NC,0,77.0,65.1,75.5,3.14,-2.11,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,7,2011-07,37,NC,1,80.0,69.1,83.1,4.34,-2.88,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,8,2011-08,37,NC,1,77.7,66.9,77.8,6.98,0.5,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,9,2011-09,37,NC,0,71.0,61.5,71.7,5.36,0.71,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,10,2011-10,37,NC,0,58.2,46.1,58.6,2.88,-0.25,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,11,2011-11,37,NC,0,52.4,40.0,52.8,4.33,1.09,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2011,12,2011-12,37,NC,0,46.9,35.5,39.7,2.45,-1.56,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0
2012,1,2012-01,37,NC,0,43.9,32.5,34.6,2.86,-1.39,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,2,2012-02,37,NC,0,45.8,34.2,37.9,2.22,-2.16,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,3,2012-03,37,NC,0,58.7,46.3,54.6,4.14,-1.5,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,4,2012-04,37,NC,0,59.2,47.0,55.1,3.22,-0.55,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,5,2012-05,37,NC,0,69.6,58.9,72.0,6.24,2.15,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,6,2012-06,37,NC,0,72.3,60.5,75.5,2.85,-1.38,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,7,2012-07,37,NC,1,80.3,69.8,83.2,6.13,-0.5,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,8,2012-08,37,NC,5,75.6,66.6,79.9,5.92,0.56,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,9,2012-09,37,NC,0,69.8,59.2,70.9,4.43,0.34,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,10,2012-10,37,NC,0,59.5,48.8,59.6,3.32,0.25,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,11,2012-11,37,NC,1,46.3,34.3,43.9,0.93,-1.98,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2012,12,2012-12,37,NC,0,47.6,37.3,38.3,4.36,0.63,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0
2013,1,2013-01,37,NC,0,44.1,34.0,33.0,4.69,0.78,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,2,2013-02,37,NC,0,41.8,31.3,31.1,4.09,0.37,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,3,2013-03,37,NC,0,44.0,32.7,38.5,2.68,-1.37,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,4,2013-04,37,NC,0,58.7,47.0,54.4,4.68,1.4,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,5,2013-05,37,NC,0,65.1,54.3,69.6,3.96,0.24,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,6,2013-06,37,NC,0,74.3,64.8,74.1,9.0,5.89,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,7,2013-07,37,NC,0,77.0,68.6,80.9,8.41,3.42,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,8,2013-08,37,NC,1,74.4,65.6,76.4,4.79,0.39,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,9,2013-09,37,NC,2,69.4,58.8,69.6,2.79,-0.81,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,10,2013-10,37,NC,0,60.7,50.5,61.0,2.22,-1.07,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
2013,11,2013-11,37,NC,0,47.8,36.0,43.0,3.53,0.47,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0
