,year,month,count,1m,2m,3m,3mAverage,12m,month_cos,month_sin
2001-09-01,2001,9,0,0.0,0.0,0.0,0.0,0.0,-1.8369701987210297e-16,-1.0
2001-10-01,2001,10,0,0.0,0.0,0.0,0.0,0.0,0.5,-0.8660254037844386
2001-11-01,2001,11,0,0.0,0.0,0.0,0.0,0.0,0.8660254037844384,-0.5000000000000004
2001-12-01,2001,12,0,0.0,0.0,0.0,0.0,0.0,1.0,-2.4492935982947064e-16
2002-01-01,2002,1,0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,0.49999999999999994
2002-02-01,2002,2,0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.8660254037844386
2002-03-01,2002,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2002-04-01,2002,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2002-05-01,2002,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2002-06-01,2002,6,0,0.0,0.0,0.0,0.0,0.0,-1.0,1.2246467991473532e-16
2002-07-01,2002,7,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844388,-0.4999999999999998
2002-08-01,2002,8,1,0.0,0.0,0.0,0.0,0.0,-0.5000000000000004,-0.8660254037844384
2002-09-01,2002,9,0,1.0,0.0,0.0,0.3333333333333333,0.0,-1.8369701987210297e-16,-1.0
2002-10-01,2002,10,0,0.0,1.0,0.0,0.3333333333333333,0.0,0.5,-0.8660254037844386
2002-11-01,2002,11,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.8660254037844384,-0.5000000000000004
2002-12-01,2002,12,0,0.0,0.0,0.0,0.0,0.0,1.0,-2.4492935982947064e-16
2003-01-01,2003,1,0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,0.49999999999999994
2003-02-01,2003,2,0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.8660254037844386
2003-03-01,2003,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2003-04-01,2003,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2003-05-01,2003,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2003-06-01,2003,6,0,0.0,0.0,0.0,0.0,0.0,-1.0,1.2246467991473532e-16
2003-07-01,2003,7,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844388,-0.4999999999999998
2003-08-01,2003,8,0,0.0,0.0,0.0,0.0,1.0,-0.5000000000000004,-0.8660254037844384
2003-09-01,2003,9,1,0.0,0.0,0.0,0.0,0.0,-1.8369701987210297e-16,-1.0
2003-10-01,2003,10,1,1.0,0.0,0.0,0.3333333333333333,0.0,0.5,-0.8660254037844386
2003-11-01,2003,11,0,1.0,1.0,0.0,0.6666666666666666,0.0,0.8660254037844384,-0.5000000000000004
2003-12-01,2003,12,0,0.0,1.0,1.0,0.6666666666666666,0.0,1.0,-2.4492935982947064e-16
2004-01-01,2004,1,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.8660254037844387,0.49999999999999994
2004-02-01,2004,2,0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.8660254037844386
2004-03-01,2004,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2004-04-01,2004,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2004-05-01,2004,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2004-06-01,2004,6,18,0.0,0.0,0.0,0.0,0.0,-1.0,1.2246467991473532e-16
2004-07-01,2004,7,88,18.0,0.0,0.0,6.0,0.0,-0.8660254037844388,-0.4999999999999998
2004-08-01,2004,8,134,88.0,18.0,0.0,35.333333333333336,0.0,-0.5000000000000004,-0.8660254037844384
2004-09-01,2004,9,42,134.0,88.0,18.0,80.0,1.0,-1.8369701987210297e-16,-1.0
2004-10-01,2004,10,9,42.0,134.0,88.0,88.0,1.0,0.5,-0.8660254037844386
2004-11-01,2004,11,0,9.0,42.0,134.0,61.666666666666664,0.0,0.8660254037844384,-0.5000000000000004
2004-12-01,2004,12,0,0.0,9.0,42.0,17.0,0.0,1.0,-2.4492935982947064e-16
2005-01-01,2005,1,0,0.0,0.0,9.0,3.0,0.0,0.8660254037844387,0.49999999999999994
2005-02-01,2005,2,0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.8660254037844386
2005-03-01,2005,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2005-04-01,2005,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2005-05-01,2005,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2005-06-01,2005,6,5,0.0,0.0,0.0,0.0,18.0,-1.0,1.2246467991473532e-16
2005-07-01,2005,7,76,5.0,0.0,0.0,1.6666666666666667,88.0,-0.8660254037844388,-0.4999999999999998
2005-08-01,2005,8,157,76.0,5.0,0.0,27.0,134.0,-0.5000000000000004,-0.8660254037844384
2005-09-01,2005,9,58,157.0,76.0,5.0,79.33333333333333,42.0,-1.8369701987210297e-16,-1.0
2005-10-01,2005,10,8,58.0,157.0,76.0,97.0,9.0,0.5,-0.8660254037844386
2005-11-01,2005,11,1,8.0,58.0,157.0,74.33333333333333,0.0,0.8660254037844384,-0.5000000000000004
2005-12-01,2005,12,0,1.0,8.0,58.0,22.333333333333332,0.0,1.0,-2.4492935982947064e-16
2006-01-01,2006,1,0,0.0,1.0,8.0,3.0,0.0,0.8660254037844387,0.49999999999999994
2006-02-01,2006,2,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5000000000000001,0.8660254037844386
2006-03-01,2006,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2006-04-01,2006,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2006-05-01,2006,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2006-06-01,2006,6,1,0.0,0.0,0.0,0.0,5.0,-1.0,1.2246467991473532e-16
2006-07-01,2006,7,19,1.0,0.0,0.0,0.3333333333333333,76.0,-0.8660254037844388,-0.4999999999999998
2006-08-01,2006,8,41,19.0,1.0,0.0,6.666666666666667,157.0,-0.5000000000000004,-0.8660254037844384
2006-09-01,2006,9,15,41.0,19.0,1.0,20.333333333333332,58.0,-1.8369701987210297e-16,-1.0
2006-10-01,2006,10,5,15.0,41.0,19.0,25.0,8.0,0.5,-0.8660254037844386
2006-11-01,2006,11,0,5.0,15.0,41.0,20.333333333333332,1.0,0.8660254037844384,-0.5000000000000004
2006-12-01,2006,12,0,0.0,5.0,15.0,6.666666666666667,0.0,1.0,-2.4492935982947064e-16
2007-01-01,2007,1,0,0.0,0.0,5.0,1.6666666666666667,0.0,0.8660254037844387,0.49999999999999994
2007-02-01,2007,2,0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.8660254037844386
2007-03-01,2007,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2007-04-01,2007,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2007-05-01,2007,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2007-06-01,2007,6,12,0.0,0.0,0.0,0.0,1.0,-1.0,1.2246467991473532e-16
2007-07-01,2007,7,39,12.0,0.0,0.0,4.0,19.0,-0.8660254037844388,-0.4999999999999998
2007-08-01,2007,8,50,39.0,12.0,0.0,17.0,41.0,-0.5000000000000004,-0.8660254037844384
2007-09-01,2007,9,46,50.0,39.0,12.0,33.666666666666664,15.0,-1.8369701987210297e-16,-1.0
2007-10-01,2007,10,6,46.0,50.0,39.0,45.0,5.0,0.5,-0.8660254037844386
2007-11-01,2007,11,1,6.0,46.0,50.0,34.0,0.0,0.8660254037844384,-0.5000000000000004
2007-12-01,2007,12,0,1.0,6.0,46.0,17.666666666666668,0.0,1.0,-2.4492935982947064e-16
2008-01-01,2008,1,0,0.0,1.0,6.0,2.3333333333333335,0.0,0.8660254037844387,0.49999999999999994
2008-02-01,2008,2,0,0.0,0.0,1.0,0.3333333333333333,0.0,0.5000000000000001,0.8660254037844386
2008-03-01,2008,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2008-04-01,2008,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2008-05-01,2008,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2008-06-01,2008,6,7,0.0,0.0,0.0,0.0,12.0,-1.0,1.2246467991473532e-16
2008-07-01,2008,7,65,7.0,0.0,0.0,2.3333333333333335,39.0,-0.8660254037844388,-0.4999999999999998
2008-08-01,2008,8,113,65.0,7.0,0.0,24.0,50.0,-0.5000000000000004,-0.8660254037844384
2008-09-01,2008,9,84,113.0,65.0,7.0,61.666666666666664,46.0,-1.8369701987210297e-16,-1.0
2008-10-01,2008,10,17,84.0,113.0,65.0,87.33333333333333,6.0,0.5,-0.8660254037844386
2008-11-01,2008,11,5,17.0,84.0,113.0,71.33333333333333,1.0,0.8660254037844384,-0.5000000000000004
2008-12-01,2008,12,1,5.0,17.0,84.0,35.333333333333336,0.0,1.0,-2.4492935982947064e-16
2009-01-01,2009,1,0,1.0,5.0,17.0,7.666666666666667,0.0,0.8660254037844387,0.49999999999999994
2009-02-01,2009,2,0,0.0,1.0,5.0,2.0,0.0,0.5000000000000001,0.8660254037844386
2009-03-01,2009,3,0,0.0,0.0,1.0,0.3333333333333333,0.0,6.123233995736766e-17,1.0
2009-04-01,2009,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2009-05-01,2009,5,1,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2009-06-01,2009,6,3,1.0,0.0,0.0,0.3333333333333333,7.0,-1.0,1.2246467991473532e-16
2009-07-01,2009,7,7,3.0,1.0,0.0,1.3333333333333333,65.0,-0.8660254037844388,-0.4999999999999998
2009-08-01,2009,8,24,7.0,3.0,1.0,3.6666666666666665,113.0,-0.5000000000000004,-0.8660254037844384
2009-09-01,2009,9,23,24.0,7.0,3.0,11.333333333333334,84.0,-1.8369701987210297e-16,-1.0
2009-10-01,2009,10,9,23.0,24.0,7.0,18.0,17.0,0.5,-0.8660254037844386
2009-11-01,2009,11,0,9.0,23.0,24.0,18.666666666666668,5.0,0.8660254037844384,-0.5000000000000004
2009-12-01,2009,12,0,0.0,9.0,23.0,10.666666666666666,1.0,1.0,-2.4492935982947064e-16
2010-01-01,2010,1,0,0.0,0.0,9.0,3.0,0.0,0.8660254037844387,0.49999999999999994
2010-02-01,2010,2,0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.8660254037844386
2010-03-01,2010,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2010-04-01,2010,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2010-05-01,2010,5,0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844387,0.49999999999999994
2010-06-01,2010,6,2,0.0,0.0,0.0,0.0,3.0,-1.0,1.2246467991473532e-16
2010-07-01,2010,7,12,2.0,0.0,0.0,0.6666666666666666,7.0,-0.8660254037844388,-0.4999999999999998
2010-08-01,2010,8,25,12.0,2.0,0.0,4.666666666666667,24.0,-0.5000000000000004,-0.8660254037844384
2010-09-01,2010,9,24,25.0,12.0,2.0,13.0,23.0,-1.8369701987210297e-16,-1.0
2010-10-01,2010,10,7,24.0,25.0,12.0,20.333333333333332,9.0,0.5,-0.8660254037844386
2010-11-01,2010,11,2,7.0,24.0,25.0,18.666666666666668,0.0,0.8660254037844384,-0.5000000000000004
2010-12-01,2010,12,0,2.0,7.0,24.0,11.0,0.0,1.0,-2.4492935982947064e-16
2011-01-01,2011,1,0,0.0,2.0,7.0,3.0,0.0,0.8660254037844387,0.49999999999999994
2011-02-01,2011,2,0,0.0,0.0,2.0,0.6666666666666666,0.0,0.5000000000000001,0.8660254037844386
2011-03-01,2011,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2011-04-01,2011,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2011-05-01,2011,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2011-06-01,2011,6,1,0.0,0.0,0.0,0.0,2.0,-1.0,1.2246467991473532e-16
2011-07-01,2011,7,9,1.0,0.0,0.0,0.3333333333333333,12.0,-0.8660254037844388,-0.4999999999999998
2011-08-01,2011,8,36,9.0,1.0,0.0,3.3333333333333335,25.0,-0.5000000000000004,-0.8660254037844384
2011-09-01,2011,9,50,36.0,9.0,1.0,15.333333333333334,24.0,-1.8369701987210297e-16,-1.0
2011-10-01,2011,10,14,50.0,36.0,9.0,31.666666666666668,7.0,0.5,-0.8660254037844386
2011-11-01,2011,11,0,14.0,50.0,36.0,33.333333333333336,2.0,0.8660254037844384,-0.5000000000000004
2011-12-01,2011,12,0,0.0,14.0,50.0,21.333333333333332,0.0,1.0,-2.4492935982947064e-16
2012-01-01,2012,1,0,0.0,0.0,14.0,4.666666666666667,0.0,0.8660254037844387,0.49999999999999994
2012-02-01,2012,2,0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.8660254037844386
2012-03-01,2012,3,0,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2012-04-01,2012,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2012-05-01,2012,5,0,0.0,0.0,0.0,0.0,0.0,-0.8660254037844387,0.49999999999999994
2012-06-01,2012,6,3,0.0,0.0,0.0,0.0,1.0,-1.0,1.2246467991473532e-16
2012-07-01,2012,7,18,3.0,0.0,0.0,1.0,9.0,-0.8660254037844388,-0.4999999999999998
2012-08-01,2012,8,94,18.0,3.0,0.0,7.0,36.0,-0.5000000000000004,-0.8660254037844384
2012-09-01,2012,9,124,94.0,18.0,3.0,38.333333333333336,50.0,-1.8369701987210297e-16,-1.0
2012-10-01,2012,10,52,124.0,94.0,18.0,78.66666666666667,14.0,0.5,-0.8660254037844386
2012-11-01,2012,11,5,52.0,124.0,94.0,90.0,0.0,0.8660254037844384,-0.5000000000000004
2012-12-01,2012,12,1,5.0,52.0,124.0,60.333333333333336,0.0,1.0,-2.4492935982947064e-16
2013-01-01,2013,1,0,1.0,5.0,52.0,19.333333333333332,0.0,0.8660254037844387,0.49999999999999994
2013-02-01,2013,2,1,0.0,1.0,5.0,2.0,0.0,0.5000000000000001,0.8660254037844386
2013-03-01,2013,3,0,1.0,0.0,1.0,0.6666666666666666,0.0,6.123233995736766e-17,1.0
2013-04-01,2013,4,0,0.0,1.0,0.0,0.3333333333333333,0.0,-0.4999999999999998,0.8660254037844388
2013-05-01,2013,5,1,0.0,0.0,1.0,0.3333333333333333,0.0,-0.8660254037844387,0.49999999999999994
2013-06-01,2013,6,2,1.0,0.0,0.0,0.3333333333333333,3.0,-1.0,1.2246467991473532e-16
2013-07-01,2013,7,60,2.0,1.0,0.0,1.0,18.0,-0.8660254037844388,-0.4999999999999998
2013-08-01,2013,8,61,60.0,2.0,1.0,21.0,94.0,-0.5000000000000004,-0.8660254037844384
2013-09-01,2013,9,93,61.0,60.0,2.0,41.0,124.0,-1.8369701987210297e-16,-1.0
2013-10-01,2013,10,17,93.0,61.0,60.0,71.33333333333333,52.0,0.5,-0.8660254037844386
2013-11-01,2013,11,2,17.0,93.0,61.0,57.0,5.0,0.8660254037844384,-0.5000000000000004
2013-12-01,2013,12,0,2.0,17.0,93.0,37.333333333333336,1.0,1.0,-2.4492935982947064e-16
2014-01-01,2014,1,0,0.0,2.0,17.0,6.333333333333333,0.0,0.8660254037844387,0.49999999999999994
2014-02-01,2014,2,0,0.0,0.0,2.0,0.6666666666666666,1.0,0.5000000000000001,0.8660254037844386
2014-03-01,2014,3,1,0.0,0.0,0.0,0.0,0.0,6.123233995736766e-17,1.0
2014-04-01,2014,4,0,1.0,0.0,0.0,0.3333333333333333,0.0,-0.4999999999999998,0.8660254037844388
2014-05-01,2014,5,1,0.0,1.0,0.0,0.3333333333333333,1.0,-0.8660254037844387,0.49999999999999994
2014-06-01,2014,6,11,1.0,0.0,1.0,0.6666666666666666,2.0,-1.0,1.2246467991473532e-16
2014-07-01,2014,7,61,11.0,1.0,0.0,4.0,60.0,-0.8660254037844388,-0.4999999999999998
2014-08-01,2014,8,222,61.0,11.0,1.0,24.333333333333332,61.0,-0.5000000000000004,-0.8660254037844384
2014-09-01,2014,9,210,222.0,61.0,11.0,98.0,93.0,-1.8369701987210297e-16,-1.0
2014-10-01,2014,10,48,210.0,222.0,61.0,164.33333333333334,17.0,0.5,-0.8660254037844386
2014-11-01,2014,11,7,48.0,210.0,222.0,160.0,2.0,0.8660254037844384,-0.5000000000000004
2014-12-01,2014,12,0,7.0,48.0,210.0,88.33333333333333,0.0,1.0,-2.4492935982947064e-16
2015-01-01,2015,1,0,0.0,7.0,48.0,18.333333333333332,0.0,0.8660254037844387,0.49999999999999994
2015-02-01,2015,2,0,0.0,0.0,7.0,2.3333333333333335,0.0,0.5000000000000001,0.8660254037844386
2015-03-01,2015,3,1,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,1.0
2015-04-01,2015,4,0,1.0,0.0,0.0,0.3333333333333333,0.0,-0.4999999999999998,0.8660254037844388
2015-05-01,2015,5,1,0.0,1.0,0.0,0.3333333333333333,1.0,-0.8660254037844387,0.49999999999999994
2015-06-01,2015,6,4,1.0,0.0,1.0,0.6666666666666666,11.0,-1.0,1.2246467991473532e-16
2015-07-01,2015,7,39,4.0,1.0,0.0,1.6666666666666667,61.0,-0.8660254037844388,-0.4999999999999998
2015-08-01,2015,8,148,39.0,4.0,1.0,14.666666666666666,222.0,-0.5000000000000004,-0.8660254037844384
2015-09-01,2015,9,219,148.0,39.0,4.0,63.666666666666664,210.0,-1.8369701987210297e-16,-1.0
2015-10-01,2015,10,144,219.0,148.0,39.0,135.33333333333334,48.0,0.5,-0.8660254037844386
2015-11-01,2015,11,27,144.0,219.0,148.0,170.33333333333334,7.0,0.8660254037844384,-0.5000000000000004
2015-12-01,2015,12,2,27.0,144.0,219.0,130.0,0.0,1.0,-2.4492935982947064e-16
2016-01-01,2016,1,0,2.0,27.0,144.0,57.666666666666664,0.0,0.8660254037844387,0.49999999999999994
2016-02-01,2016,2,0,0.0,2.0,27.0,9.666666666666666,0.0,0.5000000000000001,0.8660254037844386
2016-03-01,2016,3,0,0.0,0.0,2.0,0.6666666666666666,1.0,6.123233995736766e-17,1.0
2016-04-01,2016,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2016-05-01,2016,5,0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844387,0.49999999999999994
2016-06-01,2016,6,9,0.0,0.0,0.0,0.0,4.0,-1.0,1.2246467991473532e-16
2016-07-01,2016,7,60,9.0,0.0,0.0,3.0,39.0,-0.8660254037844388,-0.4999999999999998
2016-08-01,2016,8,159,60.0,9.0,0.0,23.0,148.0,-0.5000000000000004,-0.8660254037844384
2016-09-01,2016,9,75,159.0,60.0,9.0,76.0,219.0,-1.8369701987210297e-16,-1.0
2016-10-01,2016,10,22,75.0,159.0,60.0,98.0,144.0,0.5,-0.8660254037844386
2016-11-01,2016,11,5,22.0,75.0,159.0,85.33333333333333,27.0,0.8660254037844384,-0.5000000000000004
2016-12-01,2016,12,5,5.0,22.0,75.0,34.0,2.0,1.0,-2.4492935982947064e-16
2017-01-01,2017,1,0,5.0,5.0,22.0,10.666666666666666,0.0,0.8660254037844387,0.49999999999999994
2017-02-01,2017,2,0,0.0,5.0,5.0,3.3333333333333335,0.0,0.5000000000000001,0.8660254037844386
2017-03-01,2017,3,1,0.0,0.0,5.0,1.6666666666666667,0.0,6.123233995736766e-17,1.0
2017-04-01,2017,4,0,1.0,0.0,0.0,0.3333333333333333,0.0,-0.4999999999999998,0.8660254037844388
2017-05-01,2017,5,0,0.0,1.0,0.0,0.3333333333333333,0.0,-0.8660254037844387,0.49999999999999994
2017-06-01,2017,6,5,0.0,0.0,1.0,0.3333333333333333,9.0,-1.0,1.2246467991473532e-16
2017-07-01,2017,7,56,5.0,0.0,0.0,1.6666666666666667,60.0,-0.8660254037844388,-0.4999999999999998
2017-08-01,2017,8,149,56.0,5.0,0.0,20.333333333333332,159.0,-0.5000000000000004,-0.8660254037844384
2017-09-01,2017,9,149,149.0,56.0,5.0,70.0,75.0,-1.8369701987210297e-16,-1.0
2017-10-01,2017,10,25,149.0,149.0,56.0,118.0,22.0,0.5,-0.8660254037844386
2017-11-01,2017,11,13,25.0,149.0,149.0,107.66666666666667,5.0,0.8660254037844384,-0.5000000000000004
2017-12-01,2017,12,3,13.0,25.0,149.0,62.333333333333336,5.0,1.0,-2.4492935982947064e-16
2018-01-01,2018,1,2,3.0,13.0,25.0,13.666666666666666,0.0,0.8660254037844387,0.49999999999999994
2018-02-01,2018,2,1,2.0,3.0,13.0,6.0,0.0,0.5000000000000001,0.8660254037844386
2018-03-01,2018,3,0,1.0,2.0,3.0,2.0,1.0,6.123233995736766e-17,1.0
2018-04-01,2018,4,0,0.0,1.0,2.0,1.0,0.0,-0.4999999999999998,0.8660254037844388
2018-05-01,2018,5,2,0.0,0.0,1.0,0.3333333333333333,0.0,-0.8660254037844387,0.49999999999999994
2018-06-01,2018,6,1,2.0,0.0,0.0,0.6666666666666666,5.0,-1.0,1.2246467991473532e-16
2018-07-01,2018,7,19,1.0,2.0,0.0,1.0,56.0,-0.8660254037844388,-0.4999999999999998
2018-08-01,2018,8,76,19.0,1.0,2.0,7.333333333333333,149.0,-0.5000000000000004,-0.8660254037844384
2018-09-01,2018,9,38,76.0,19.0,1.0,32.0,149.0,-1.8369701987210297e-16,-1.0
2018-10-01,2018,10,10,38.0,76.0,19.0,44.333333333333336,25.0,0.5,-0.8660254037844386
2018-11-01,2018,11,3,10.0,38.0,76.0,41.333333333333336,13.0,0.8660254037844384,-0.5000000000000004
2018-12-01,2018,12,2,3.0,10.0,38.0,17.0,3.0,1.0,-2.4492935982947064e-16
2019-01-01,2019,1,1,2.0,3.0,10.0,5.0,2.0,0.8660254037844387,0.49999999999999994
2019-02-01,2019,2,1,1.0,2.0,3.0,2.0,1.0,0.5000000000000001,0.8660254037844386
2019-03-01,2019,3,1,1.0,1.0,2.0,1.3333333333333333,0.0,6.123233995736766e-17,1.0
2019-04-01,2019,4,0,1.0,1.0,1.0,1.0,0.0,-0.4999999999999998,0.8660254037844388
2019-05-01,2019,5,2,0.0,1.0,1.0,0.6666666666666666,2.0,-0.8660254037844387,0.49999999999999994
2019-06-01,2019,6,2,2.0,0.0,1.0,1.0,1.0,-1.0,1.2246467991473532e-16
2019-07-01,2019,7,29,2.0,2.0,0.0,1.3333333333333333,19.0,-0.8660254037844388,-0.4999999999999998
2019-08-01,2019,8,50,29.0,2.0,2.0,11.0,76.0,-0.5000000000000004,-0.8660254037844384
2019-09-01,2019,9,46,50.0,29.0,2.0,27.0,38.0,-1.8369701987210297e-16,-1.0
2019-10-01,2019,10,13,46.0,50.0,29.0,41.666666666666664,10.0,0.5,-0.8660254037844386
2019-11-01,2019,11,2,13.0,46.0,50.0,36.333333333333336,3.0,0.8660254037844384,-0.5000000000000004
2019-12-01,2019,12,0,2.0,13.0,46.0,20.333333333333332,2.0,1.0,-2.4492935982947064e-16
2020-01-01,2020,1,0,0.0,2.0,13.0,5.0,1.0,0.8660254037844387,0.49999999999999994
2020-02-01,2020,2,0,0.0,0.0,2.0,0.6666666666666666,1.0,0.5000000000000001,0.8660254037844386
2020-03-01,2020,3,0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17,1.0
2020-04-01,2020,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2020-05-01,2020,5,1,0.0,0.0,0.0,0.0,2.0,-0.8660254037844387,0.49999999999999994
2020-06-01,2020,6,4,1.0,0.0,0.0,0.3333333333333333,2.0,-1.0,1.2246467991473532e-16
2020-07-01,2020,7,21,4.0,1.0,0.0,1.6666666666666667,29.0,-0.8660254037844388,-0.4999999999999998
2020-08-01,2020,8,59,21.0,4.0,1.0,8.666666666666666,50.0,-0.5000000000000004,-0.8660254037844384
2020-09-01,2020,9,61,59.0,21.0,4.0,28.0,46.0,-1.8369701987210297e-16,-1.0
2020-10-01,2020,10,26,61.0,59.0,21.0,47.0,13.0,0.5,-0.8660254037844386
2020-11-01,2020,11,5,26.0,61.0,59.0,48.666666666666664,2.0,0.8660254037844384,-0.5000000000000004
2020-12-01,2020,12,2,5.0,26.0,61.0,30.666666666666668,0.0,1.0,-2.4492935982947064e-16
2021-01-01,2021,1,0,2.0,5.0,26.0,11.0,0.0,0.8660254037844387,0.49999999999999994
2021-02-01,2021,2,0,0.0,2.0,5.0,2.3333333333333335,0.0,0.5000000000000001,0.8660254037844386
2021-03-01,2021,3,0,0.0,0.0,2.0,0.6666666666666666,0.0,6.123233995736766e-17,1.0
2021-04-01,2021,4,0,0.0,0.0,0.0,0.0,0.0,-0.4999999999999998,0.8660254037844388
2021-05-01,2021,5,0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844387,0.49999999999999994
2021-06-01,2021,6,3,0.0,0.0,0.0,0.0,4.0,-1.0,1.2246467991473532e-16
2021-07-01,2021,7,19,3.0,0.0,0.0,1.0,21.0,-0.8660254037844388,-0.4999999999999998
2021-08-01,2021,8,31,19.0,3.0,0.0,7.333333333333333,59.0,-0.5000000000000004,-0.8660254037844384
