,fips,state,year,month,count
2005-12,40,OK,2005,12,0
2006-01,40,OK,2006,1,0
2006-02,40,OK,2006,2,0
2006-03,40,OK,2006,3,0
2006-04,40,OK,2006,4,0
2006-05,40,OK,2006,5,0
2006-06,40,OK,2006,6,1
2006-07,40,OK,2006,7,7
2006-08,40,OK,2006,8,13
2006-09,40,OK,2006,9,5
2006-10,40,OK,2006,10,1
2006-11,40,OK,2006,11,0
2006-12,40,OK,2006,12,0
2007-01,40,OK,2007,1,0
2007-02,40,OK,2007,2,0
2007-03,40,OK,2007,3,0
2007-04,40,OK,2007,4,0
2007-05,40,OK,2007,5,0
2007-06,40,OK,2007,6,1
2007-07,40,OK,2007,7,3
2007-08,40,OK,2007,8,33
2007-09,40,OK,2007,9,20
2007-10,40,OK,2007,10,2
2007-11,40,OK,2007,11,0
2007-12,40,OK,2007,12,0
2008-01,40,OK,2008,1,0
2008-02,40,OK,2008,2,0
2008-03,40,OK,2008,3,0
2008-04,40,OK,2008,4,0
2008-05,40,OK,2008,5,2
2008-06,40,OK,2008,6,0
2008-07,40,OK,2008,7,0
2008-08,40,OK,2008,8,0
2008-09,40,OK,2008,9,0
2008-10,40,OK,2008,10,2
2008-11,40,OK,2008,11,0
2008-12,40,OK,2008,12,0
2009-01,40,OK,2009,1,0
2009-02,40,OK,2009,2,0
2009-03,40,OK,2009,3,0
2009-04,40,OK,2009,4,0
2009-05,40,OK,2009,5,0
2009-06,40,OK,2009,6,0
2009-07,40,OK,2009,7,1
2009-08,40,OK,2009,8,3
2009-09,40,OK,2009,9,3
2009-10,40,OK,2009,10,1
2009-11,40,OK,2009,11,0
2009-12,40,OK,2009,12,0
2010-01,40,OK,2010,1,0
2010-02,40,OK,2010,2,0
2010-03,40,OK,2010,3,0
2010-04,40,OK,2010,4,0
2010-05,40,OK,2010,5,0
2010-06,40,OK,2010,6,0
2010-07,40,OK,2010,7,0
2010-08,40,OK,2010,8,0
2010-09,40,OK,2010,9,0
2010-10,40,OK,2010,10,0
2010-11,40,OK,2010,11,1
2010-12,40,OK,2010,12,0
2011-01,40,OK,2011,1,0
2011-02,40,OK,2011,2,0
2011-03,40,OK,2011,3,0
2011-04,40,OK,2011,4,0
2011-05,40,OK,2011,5,0
2011-06,40,OK,2011,6,0
2011-07,40,OK,2011,7,0
2011-08,40,OK,2011,8,0
2011-09,40,OK,2011,9,0
2011-10,40,OK,2011,10,0
2011-11,40,OK,2011,11,0
2011-12,40,OK,2011,12,1
2012-01,40,OK,2012,1,0
2012-02,40,OK,2012,2,0
2012-03,40,OK,2012,3,0
2012-04,40,OK,2012,4,0
2012-05,40,OK,2012,5,0
2012-06,40,OK,2012,6,4
2012-07,40,OK,2012,7,72
2012-08,40,OK,2012,8,19
2012-09,40,OK,2012,9,5
2012-10,40,OK,2012,10,3
2012-11,40,OK,2012,11,0
2012-12,40,OK,2012,12,0
2013-01,40,OK,2013,1,0
2013-02,40,OK,2013,2,0
2013-03,40,OK,2013,3,0
2013-04,40,OK,2013,4,0
2013-05,40,OK,2013,5,0
2013-06,40,OK,2013,6,0
2013-07,40,OK,2013,7,1
2013-08,40,OK,2013,8,21
2013-09,40,OK,2013,9,23
2013-10,40,OK,2013,10,15
2013-11,40,OK,2013,11,0
2013-12,40,OK,2013,12,0
2014-01,40,OK,2014,1,0
2014-02,40,OK,2014,2,0
2014-03,40,OK,2014,3,0
2014-04,40,OK,2014,4,0
2014-05,40,OK,2014,5,0
2014-06,40,OK,2014,6,1
2014-07,40,OK,2014,7,1
2014-08,40,OK,2014,8,2
2014-09,40,OK,2014,9,3
2014-10,40,OK,2014,10,2
2014-11,40,OK,2014,11,0
2014-12,40,OK,2014,12,0
2015-01,40,OK,2015,1,0
2015-02,40,OK,2015,2,0
2015-03,40,OK,2015,3,1
2015-04,40,OK,2015,4,0
2015-05,40,OK,2015,5,0
2015-06,40,OK,2015,6,3
2015-07,40,OK,2015,7,3
2015-08,40,OK,2015,8,18
2015-09,40,OK,2015,9,19
2015-10,40,OK,2015,10,5
2015-11,40,OK,2015,11,0
2015-12,40,OK,2015,12,0
2016-01,40,OK,2016,1,0
2016-02,40,OK,2016,2,0
2016-03,40,OK,2016,3,0
2016-04,40,OK,2016,4,0
2016-05,40,OK,2016,5,0
2016-06,40,OK,2016,6,0
2016-07,40,OK,2016,7,4
2016-08,40,OK,2016,8,7
2016-09,40,OK,2016,9,8
2016-10,40,OK,2016,10,1
2016-11,40,OK,2016,11,1
2016-12,40,OK,2016,12,0
2017-01,40,OK,2017,1,0
2017-02,40,OK,2017,2,0
2017-03,40,OK,2017,3,0
2017-04,40,OK,2017,4,0
2017-05,40,OK,2017,5,0
2017-06,40,OK,2017,6,1
2017-07,40,OK,2017,7,6
2017-08,40,OK,2017,8,13
2017-09,40,OK,2017,9,10
2017-10,40,OK,2017,10,2
2017-11,40,OK,2017,11,2
2017-12,40,OK,2017,12,0
2018-01,40,OK,2018,1,0
2018-02,40,OK,2018,2,0
2018-03,40,OK,2018,3,0
2018-04,40,OK,2018,4,0
2018-05,40,OK,2018,5,1
2018-06,40,OK,2018,6,0
2018-07,40,OK,2018,7,1
2018-08,40,OK,2018,8,2
2018-09,40,OK,2018,9,7
2018-10,40,OK,2018,10,1
2018-11,40,OK,2018,11,0
2018-12,40,OK,2018,12,0
2019-01,40,OK,2019,1,0
2019-02,40,OK,2019,2,0
2019-03,40,OK,2019,3,0
2019-04,40,OK,2019,4,0
2019-05,40,OK,2019,5,1
2019-06,40,OK,2019,6,1
2019-07,40,OK,2019,7,0
2019-08,40,OK,2019,8,0
2019-09,40,OK,2019,9,3
2019-10,40,OK,2019,10,1
2019-11,40,OK,2019,11,0
2019-12,40,OK,2019,12,0
2020-01,40,OK,2020,1,0
2020-02,40,OK,2020,2,0
2020-03,40,OK,2020,3,0
2020-04,40,OK,2020,4,0
2020-05,40,OK,2020,5,0
2020-06,40,OK,2020,6,0
2020-07,40,OK,2020,7,0
2020-08,40,OK,2020,8,1
2020-09,40,OK,2020,9,3
2020-10,40,OK,2020,10,2
2020-11,40,OK,2020,11,0
2020-12,40,OK,2020,12,0
2021-01,40,OK,2021,1,0
2021-02,40,OK,2021,2,0
2021-03,40,OK,2021,3,0
2021-04,40,OK,2021,4,0
2021-05,40,OK,2021,5,0
2021-06,40,OK,2021,6,0
2021-07,40,OK,2021,7,2
2021-08,40,OK,2021,8,4
2021-09,40,OK,2021,9,11
2021-10,40,OK,2021,10,2
2021-11,40,OK,2021,11,0
2021-12,40,OK,2021,12,0
2022-01,40,OK,2022,1,0
2022-02,40,OK,2022,2,0
2022-03,40,OK,2022,3,0
2022-04,40,OK,2022,4,0
2022-05,40,OK,2022,5,1
2022-06,40,OK,2022,6,0
2022-07,40,OK,2022,7,0
2022-08,40,OK,2022,8,0
2022-09,40,OK,2022,9,1
2022-10,40,OK,2022,10,0
2022-11,40,OK,2022,11,0
2022-12,40,OK,2022,12,0
