,fips,state,year,month,count
2018-12,29,MO,2018,12,0
2019-01,29,MO,2019,1,0
2019-02,29,MO,2019,2,0
2019-03,29,MO,2019,3,0
2019-04,29,MO,2019,4,0
2019-05,29,MO,2019,5,1
2019-06,29,MO,2019,6,0
2019-07,29,MO,2019,7,0
2019-08,29,MO,2019,8,1
2019-09,29,MO,2019,9,1
2019-10,29,MO,2019,10,1
2019-11,29,MO,2019,11,0
2019-12,29,MO,2019,12,0
2020-01,29,MO,2020,1,0
2020-02,29,MO,2020,2,0
2020-03,29,MO,2020,3,0
2020-04,29,MO,2020,4,0
2020-05,29,MO,2020,5,1
2020-06,29,MO,2020,6,0
2020-07,29,MO,2020,7,0
2020-08,29,MO,2020,8,0
2020-09,29,MO,2020,9,0
2020-10,29,MO,2020,10,0
2020-11,29,MO,2020,11,0
2020-12,29,MO,2020,12,0
2021-01,29,MO,2021,1,0
2021-02,29,MO,2021,2,0
2021-03,29,MO,2021,3,0
2021-04,29,MO,2021,4,0
2021-05,29,MO,2021,5,0
2021-06,29,MO,2021,6,0
2021-07,29,MO,2021,7,1
2021-08,29,MO,2021,8,3
2021-09,29,MO,2021,9,4
2021-10,29,MO,2021,10,3
2021-11,29,MO,2021,11,0
2021-12,29,MO,2021,12,0
2022-01,29,MO,2022,1,0
2022-02,29,MO,2022,2,0
2022-03,29,MO,2022,3,0
2022-04,29,MO,2022,4,0
2022-05,29,MO,2022,5,0
2022-06,29,MO,2022,6,0
2022-07,29,MO,2022,7,3
2022-08,29,MO,2022,8,4
2022-09,29,MO,2022,9,2
2022-10,29,MO,2022,10,2
2022-11,29,MO,2022,11,0
2022-12,29,MO,2022,12,0
