,fips,state,year,month,count
2015-06,16,ID,2015,6,0
2015-07,16,ID,2015,7,3
2015-08,16,ID,2015,8,2
2015-09,16,ID,2015,9,0
2015-10,16,ID,2015,10,0
2015-11,16,ID,2015,11,0
2015-12,16,ID,2015,12,0
2016-01,16,ID,2016,1,0
2016-02,16,ID,2016,2,0
2016-03,16,ID,2016,3,0
2016-04,16,ID,2016,4,0
2016-05,16,ID,2016,5,0
2016-06,16,ID,2016,6,0
2016-07,16,ID,2016,7,0
2016-08,16,ID,2016,8,3
2016-09,16,ID,2016,9,0
2016-10,16,ID,2016,10,0
2016-11,16,ID,2016,11,0
2016-12,16,ID,2016,12,0
2017-01,16,ID,2017,1,0
2017-02,16,ID,2017,2,0
2017-03,16,ID,2017,3,0
2017-04,16,ID,2017,4,0
2017-05,16,ID,2017,5,0
2017-06,16,ID,2017,6,0
2017-07,16,ID,2017,7,1
2017-08,16,ID,2017,8,7
2017-09,16,ID,2017,9,7
2017-10,16,ID,2017,10,0
2017-11,16,ID,2017,11,1
2017-12,16,ID,2017,12,0
2018-01,16,ID,2018,1,0
2018-02,16,ID,2018,2,0
2018-03,16,ID,2018,3,0
2018-04,16,ID,2018,4,1
2018-05,16,ID,2018,5,0
2018-06,16,ID,2018,6,0
2018-07,16,ID,2018,7,1
2018-08,16,ID,2018,8,5
2018-09,16,ID,2018,9,2
2018-10,16,ID,2018,10,1
2018-11,16,ID,2018,11,0
2018-12,16,ID,2018,12,0
2019-01,16,ID,2019,1,0
2019-02,16,ID,2019,2,0
2019-03,16,ID,2019,3,0
2019-04,16,ID,2019,4,0
2019-05,16,ID,2019,5,0
2019-06,16,ID,2019,6,0
2019-07,16,ID,2019,7,0
2019-08,16,ID,2019,8,3
2019-09,16,ID,2019,9,2
2019-10,16,ID,2019,10,0
2019-11,16,ID,2019,11,0
2019-12,16,ID,2019,12,0
2020-01,16,ID,2020,1,1
2020-02,16,ID,2020,2,0
2020-03,16,ID,2020,3,0
2020-04,16,ID,2020,4,0
2020-05,16,ID,2020,5,0
2020-06,16,ID,2020,6,0
2020-07,16,ID,2020,7,0
2020-08,16,ID,2020,8,2
2020-09,16,ID,2020,9,2
2020-10,16,ID,2020,10,0
2020-11,16,ID,2020,11,0
2020-12,16,ID,2020,12,0
2021-01,16,ID,2021,1,0
2021-02,16,ID,2021,2,0
2021-03,16,ID,2021,3,0
2021-04,16,ID,2021,4,0
2021-05,16,ID,2021,5,0
2021-06,16,ID,2021,6,0
2021-07,16,ID,2021,7,1
2021-08,16,ID,2021,8,8
2021-09,16,ID,2021,9,2
2021-10,16,ID,2021,10,1
2021-11,16,ID,2021,11,0
2021-12,16,ID,2021,12,0
2022-01,16,ID,2022,1,0
2022-02,16,ID,2022,2,0
2022-03,16,ID,2022,3,0
2022-04,16,ID,2022,4,0
2022-05,16,ID,2022,5,0
2022-06,16,ID,2022,6,0
2022-07,16,ID,2022,7,0
2022-08,16,ID,2022,8,1
2022-09,16,ID,2022,9,0
2022-10,16,ID,2022,10,0
2022-11,16,ID,2022,11,0
2022-12,16,ID,2022,12,0
