year,month,tavg,tmax,tmin,pcp,zndx
2006,9,69.3,82.7,56.0,2.41,-0.79
2006,10,60.7,73.8,47.7,2.85,-0.21
2006,11,50.8,63.5,38.2,2.45,-0.13
2006,12,41.6,52.7,30.5,3.55,1.99
2007,1,35.1,44.4,25.8,2.16,1.47
2007,2,39.3,50.6,28.0,0.93,-0.37
2007,3,58.3,69.7,46.9,4.23,1.14
2007,4,55.5,66.7,44.3,2.81,0.25
2007,5,68.9,78.4,59.4,7.05,2.03
2007,6,74.9,84.5,65.3,9.51,5.96
2007,7,78.7,89.0,68.4,4.48,3.17
2007,8,82.6,93.7,71.5,3.2,2.52
2007,9,74.1,85.3,62.8,3.05,-0.17
2007,10,64.1,77.1,51.1,3.04,0.01
2007,11,50.9,64.2,37.7,0.48,-2.08
2007,12,38.2,49.0,27.4,2.63,0.87
2008,1,38.3,51.0,25.7,0.51,-1.34
2008,2,41.2,54.0,28.4,2.42,0.65
2008,3,50.8,64.1,37.5,4.68,2.62
2008,4,57.8,71.1,44.5,4.58,1.91
2008,5,68.5,81.1,55.9,4.8,0.04
2008,6,78.2,89.6,66.8,5.59,1.69
2008,7,81.7,93.6,69.7,2.44,0.92
2008,8,79.1,89.8,68.4,4.75,2.93
2008,9,70.1,81.7,58.5,3.63,0.72
2008,10,60.1,73.3,46.9,2.92,0.29
2008,11,50.2,63.6,36.9,1.06,-1.21
2008,12,38.6,51.3,25.9,0.93,-1.09
2009,1,37.5,51.2,23.7,0.66,-1.37
2009,2,47.2,61.2,33.3,1.16,-1.74
2009,3,52.1,64.5,39.8,2.58,-0.59
2009,4,58.3,71.4,45.3,4.82,1.92
2009,5,66.0,76.9,55.2,4.98,0.57
2009,6,79.1,90.9,67.3,2.49,-1.47
2009,7,80.8,93.4,68.2,3.88,0.73
2009,8,78.9,90.9,67.0,3.79,1.6
2009,9,70.1,80.6,59.6,4.6,1.56
2009,10,54.8,64.6,45.0,6.96,5.0
2009,11,53.6,65.6,41.5,0.73,-0.92
2009,12,34.6,45.3,23.8,1.39,0.8
2010,1,35.2,45.6,24.8,1.86,1.52
2010,2,35.7,43.9,27.5,1.92,1.12
2010,3,49.0,60.7,37.2,2.03,-0.32
2010,4,61.5,73.7,49.4,2.63,-0.76
2010,5,68.2,80.1,56.4,4.8,0.08
2010,6,81.0,91.9,70.0,4.12,-0.21
2010,7,81.9,91.9,71.9,4.46,1.73
2010,8,83.9,97.0,70.8,1.69,-1.0
2010,9,75.0,87.1,62.9,4.13,0.34
2010,10,62.3,77.5,47.1,1.67,-1.47
2010,11,50.4,63.4,37.5,1.87,-0.94
2010,12,39.5,51.0,28.0,0.86,-1.67
2011,1,35.0,48.1,21.9,0.28,-2.33
2011,2,39.4,52.6,26.1,1.57,-1.33
2011,3,52.4,64.5,40.2,0.74,-3.04
2011,4,62.1,76.5,47.7,3.49,-0.75
2011,5,67.7,80.4,55.1,4.47,-1.11
2011,6,83.4,96.8,70.0,1.17,-4.37
2011,7,89.2,102.9,75.4,0.79,-5.01
2011,8,87.7,101.6,73.8,2.36,-2.25
2011,9,71.1,85.9,56.2,1.72,-1.7
2011,10,61.8,75.8,47.8,2.79,-0.4
2011,11,50.0,61.6,38.5,4.38,2.07
2011,12,39.9,49.8,30.0,2.48,1.25
2012,1,42.7,56.4,29.0,1.86,0.91
2012,2,43.8,54.7,32.9,1.86,0.55
2012,3,59.6,71.5,47.8,4.56,1.35
2012,4,64.3,75.9,52.7,3.45,-0.28
2012,5,72.6,85.0,60.1,2.15,-3.01
2012,6,79.0,91.7,66.4,2.45,-2.29
2012,7,85.9,99.5,72.3,1.16,-3.64
2012,8,81.5,95.5,67.5,2.42,-1.52
2012,9,74.4,87.7,61.0,2.94,-0.89
2012,10,59.6,72.4,46.6,1.2,-1.76
2012,11,52.2,67.3,37.1,0.63,-2.66
2012,12,42.2,54.5,29.7,1.02,-2.08
2013,1,39.7,51.6,28.0,1.77,-1.0
2013,2,41.1,53.1,29.1,3.24,0.77
2013,3,47.5,59.8,35.2,1.59,-1.1
2013,4,54.7,67.1,42.3,3.81,1.29
2013,5,67.0,79.1,54.9,4.73,0.2
2013,6,78.1,89.7,66.5,3.87,0.02
2013,7,79.6,91.2,68.0,5.28,3.19
2013,8,80.3,91.6,68.9,3.34,2.08
2013,9,75.8,89.1,62.5,2.58,-0.88
2013,10,60.4,72.4,48.3,3.1,0.36
2013,11,46.6,57.7,35.4,1.72,-0.23
2013,12,35.2,46.6,23.7,1.67,0.26
2014,1,36.0,50.1,22.0,0.33,-1.19
2014,2,36.1,48.0,24.3,0.49,-1.36
2014,3,46.3,60.4,32.3,1.74,-0.65
2014,4,59.4,73.3,45.5,1.69,-1.51
2014,5,68.9,82.1,55.8,3.14,-1.71
2014,6,77.3,87.5,67.1,5.71,1.57
2014,7,77.8,89.0,66.7,4.57,2.83
2014,8,80.7,93.0,68.4,1.55,-0.01
2014,9,73.3,84.8,61.8,2.57,-0.86
2014,10,64.6,78.0,51.2,3.44,0.11
2014,11,44.4,56.7,32.1,2.2,0.26
2014,12,41.8,49.7,33.9,1.44,-0.46
2015,1,37.7,49.7,25.8,1.21,-0.32
2015,2,37.8,50.2,25.3,1.18,-0.48
2015,3,51.1,63.0,39.1,2.41,-0.16
2015,4,61.4,73.1,49.8,4.85,1.71
2015,5,66.1,75.8,56.4,14.44,9.17
2015,6,78.4,89.2,67.6,4.81,0.9
2015,7,82.1,92.9,71.3,5.43,3.44
2015,8,79.3,91.3,67.3,2.45,1.24
2015,9,76.6,88.9,64.4,2.07,-1.54
2015,10,63.4,76.1,50.6,3.26,0.14
2015,11,51.4,62.7,40.1,6.05,4.24
2015,12,44.6,56.4,32.7,5.56,5.86
2016,1,38.2,49.5,26.9,0.5,-0.47
2016,2,47.4,61.4,33.4,1.02,-0.88
2016,3,54.7,68.1,41.4,2.47,-0.46
2016,4,61.4,73.9,48.8,6.05,3.04
2016,5,66.2,77.5,54.9,3.86,-0.48
2016,6,79.2,90.8,67.7,3.26,-0.73
2016,7,83.2,94.7,71.7,3.72,0.63
2016,8,80.8,92.4,69.3,2.9,0.27
2016,9,75.3,87.4,63.1,3.53,-0.2
2016,10,67.1,80.3,53.9,1.87,-1.77
2016,11,55.4,68.2,42.7,1.25,-2.12
2016,12,38.8,50.9,26.7,0.76,-2.03
2017,1,40.9,53.1,28.6,2.59,0.23
2017,2,50.5,64.2,36.7,2.05,-1.12
2017,3,56.2,69.3,43.0,2.6,-1.08
2017,4,61.4,72.9,49.8,6.62,3.38
2017,5,66.9,79.9,53.8,4.49,-0.01
2017,6,77.3,88.6,66.0,2.57,-1.15
2017,7,82.5,94.2,70.8,3.85,0.71
2017,8,77.3,87.5,67.1,6.42,4.9
2017,9,73.3,85.4,61.1,2.57,-0.46
2017,10,62.0,75.4,48.6,3.62,0.76
2017,11,52.9,65.3,40.4,0.26,-2.29
2017,12,40.5,52.0,28.9,0.97,-1.39
2018,1,36.6,50.3,23.0,0.53,-1.79
2018,2,41.0,53.3,28.6,4.09,2.3
2018,3,53.0,66.5,39.4,2.1,-0.68
2018,4,54.2,68.5,39.8,2.18,-0.29
2018,5,75.1,87.5,62.6,3.92,-1.81
2018,6,80.6,92.2,69.0,3.7,-0.92
2018,7,82.7,95.1,70.4,3.26,-0.46
2018,8,79.9,91.0,68.8,4.27,1.67
2018,9,73.9,83.6,64.2,5.5,1.92
2018,10,60.1,70.3,50.0,6.55,4.08
2018,11,44.5,57.0,32.0,1.09,0.08
2018,12,40.8,51.5,30.1,3.82,3.85
2019,1,38.3,48.9,27.7,2.1,1.72
2019,2,40.3,50.4,30.1,1.48,0.31
2019,3,47.3,58.8,35.8,2.63,0.56
2019,4,60.4,73.1,47.7,3.91,0.81
2019,5,67.0,77.4,56.6,11.61,6.46
2019,6,75.4,86.7,64.1,5.09,1.57
2019,7,80.8,92.6,69.0,1.83,0.36
2019,8,82.4,93.7,71.1,5.14,2.86
2019,9,79.7,90.8,68.6,3.01,-1.1
2019,10,57.4,70.0,44.8,4.75,2.21
2019,11,46.2,59.3,33.0,2.34,0.85
2019,12,43.2,55.3,31.1,1.09,-0.26
2020,1,42.2,53.6,30.9,3.6,3.39
2020,2,41.8,53.1,30.4,1.83,0.66
2020,3,55.5,66.6,44.3,5.17,2.63
2020,4,57.9,71.1,44.7,2.92,0.06
2020,5,67.2,78.9,55.5,5.07,0.48
2020,6,78.8,91.2,66.3,2.09,-1.82
2020,7,82.6,93.6,71.6,4.75,1.14
2020,8,79.4,91.9,67.0,2.79,0.41
2020,9,70.3,81.8,58.8,4.4,1.28
2020,10,58.3,71.3,45.2,3.21,0.8
2020,11,53.5,66.4,40.6,1.1,-1.37
2020,12,41.0,53.5,28.6,2.28,0.57
2021,1,39.7,50.1,29.3,2.25,1.16
2021,2,31.3,42.0,20.6,0.8,-0.3
2021,3,53.9,66.4,41.4,3.19,0.5
2021,4,57.4,69.8,45.0,3.44,0.7
2021,5,65.9,75.8,55.9,5.6,1.15
2021,6,77.4,88.4,66.3,5.04,1.26
2021,7,80.0,91.1,68.8,3.68,2.19
2021,8,81.3,92.6,70.0,2.56,0.71
2021,9,76.7,91.0,62.5,1.09,-2.68
2021,10,64.4,77.5,51.2,4.2,0.84
2021,11,51.2,64.5,37.8,0.9,-1.58
2021,12,50.4,64.6,36.2,0.87,-2.37
2022,1,37.0,51.8,22.2,0.65,-1.92
2022,2,38.5,52.8,24.3,1.7,-1.01
2022,3,50.4,65.2,35.6,2.59,-0.51
2022,4,61.0,74.6,47.4,2.65,-0.94
2022,5,70.5,82.2,58.8,6.29,0.73
2022,6,79.3,91.0,67.7,3.71,-0.3
2022,7,86.5,100.3,72.8,1.61,-1.63
2022,8,82.4,94.9,70.0,2.16,-1.75
2022,9,75.9,90.6,61.2,0.79,-3.19
2022,10,62.0,76.5,47.5,2.85,-0.36
2022,11,47.3,58.6,35.9,2.66,0.35
2022,12,40.0,51.1,28.8,1.91,0.04
2023,1,42.3,54.9,29.6,1.28,-0.58
2023,2,43.8,56.7,30.9,2.49,0.75
2023,3,50.4,62.5,38.3,3.07,0.76
2023,4,58.7,72.5,44.8,2.3,-0.74
